contact_id,campaign_id,customer_id,contact_date,contact_channel,opened_flag,clicked_flag,converted_flag,estimated_revenue,test_group
1559,1,311,2024-04-08,Mobile Push,True,False,False,0.0,Targeted
1560,1,2753,2024-05-21,Mobile Push,False,False,False,0.0,Targeted
1561,1,922,2024-04-21,Advisor Call,False,False,False,0.0,Targeted
1562,1,19,2024-05-04,Mobile Push,False,False,False,0.0,Targeted
1563,1,4575,2024-04-02,Direct Mail,False,False,False,0.0,Control
1564,1,3501,2024-04-14,SMS,True,False,False,0.0,Targeted
1565,1,4571,2024-05-29,Advisor Call,True,True,True,50.0,Targeted
1566,1,769,2024-03-27,Email,True,False,False,0.0,Targeted
1567,1,5831,2024-03-01,Mobile Push,False,False,False,0.0,Targeted
1568,1,2122,2024-05-19,SMS,False,False,False,0.0,Targeted
1569,1,6068,2024-04-15,Advisor Call,True,True,False,0.0,Control
1570,1,4329,2024-03-07,Email,False,False,False,0.0,Targeted
1571,1,6996,2024-03-21,Email,False,False,False,0.0,Targeted
1572,1,3562,2024-03-03,Mobile Push,False,False,False,0.0,Targeted
1573,1,6536,2024-05-24,Email,False,False,False,0.0,Targeted
1574,1,3448,2024-05-18,Email,True,False,False,0.0,Targeted
1575,1,50,2024-04-24,Email,True,False,False,0.0,Targeted
1576,1,3878,2024-05-14,Direct Mail,True,True,False,0.0,Targeted
1577,1,4712,2024-03-16,Advisor Call,False,False,False,0.0,Targeted
1578,1,1772,2024-03-17,SMS,True,False,False,0.0,Targeted
1579,1,3399,2024-05-11,Email,False,False,False,0.0,Targeted
1580,1,505,2024-05-31,Direct Mail,False,False,False,0.0,Targeted
1581,1,5707,2024-05-20,SMS,True,False,False,0.0,Targeted
1582,1,6161,2024-04-29,SMS,True,False,False,0.0,Targeted
1583,1,3108,2024-03-18,Mobile Push,False,False,False,0.0,Targeted
1584,1,6316,2024-04-14,Email,True,False,False,0.0,Targeted
1585,1,1763,2024-04-21,Mobile Push,True,False,False,0.0,Targeted
1586,1,6537,2024-03-03,SMS,False,False,False,0.0,Targeted
1587,1,3239,2024-03-26,Mobile Push,True,False,False,0.0,Targeted
1588,1,2076,2024-05-12,Email,False,False,False,0.0,Targeted
1589,1,1629,2024-03-31,SMS,True,False,False,0.0,Targeted
1590,1,5944,2024-04-12,SMS,True,True,False,0.0,Targeted
1591,1,6777,2024-04-27,Mobile Push,False,False,False,0.0,Targeted
1592,1,4497,2024-04-12,SMS,True,True,False,0.0,Targeted
1593,1,6801,2024-03-22,Mobile Push,False,False,False,0.0,Targeted
1594,1,3391,2024-05-14,Advisor Call,True,False,False,0.0,Targeted
1595,1,5899,2024-03-31,Email,False,False,False,0.0,Targeted
1596,1,368,2024-04-30,Mobile Push,True,False,False,0.0,Targeted
1597,1,5536,2024-03-04,Advisor Call,True,False,False,0.0,Targeted
1598,1,3889,2024-04-22,SMS,True,False,False,0.0,Targeted
1599,1,4998,2024-04-20,Mobile Push,True,False,False,0.0,Targeted
1600,1,2341,2024-03-19,Email,True,False,False,0.0,Control
1601,2,2690,2024-07-23,SMS,False,False,False,0.0,Targeted
1602,2,1067,2024-06-22,Email,True,False,False,0.0,Targeted
1603,2,1902,2024-07-25,Advisor Call,True,False,False,0.0,Targeted
1604,2,3200,2024-06-26,Mobile Push,False,False,False,0.0,Targeted
1605,2,6419,2024-08-05,Mobile Push,True,False,False,0.0,Targeted
1606,2,5816,2024-07-07,Mobile Push,True,False,False,0.0,Targeted
1607,2,3042,2024-06-09,Email,True,False,False,0.0,Control
1608,2,4355,2024-06-24,SMS,True,False,False,0.0,Targeted
1609,2,4000,2024-06-11,SMS,True,True,False,0.0,Targeted
1610,2,3653,2024-06-18,Email,True,False,False,0.0,Targeted
1611,2,1264,2024-06-07,Mobile Push,False,False,False,0.0,Targeted
1612,2,5109,2024-06-28,Email,False,False,False,0.0,Control
1613,2,2160,2024-07-05,Email,True,False,False,0.0,Targeted
1614,2,3925,2024-06-27,Mobile Push,False,False,False,0.0,Targeted
1615,2,5739,2024-08-18,Email,False,False,False,0.0,Targeted
1616,2,5074,2024-06-22,Email,False,False,False,0.0,Targeted
1617,2,1184,2024-06-02,Email,False,False,False,0.0,Control
1618,2,3501,2024-07-11,Advisor Call,True,False,False,0.0,Targeted
1619,2,3302,2024-07-20,Email,True,False,False,0.0,Targeted
1620,2,449,2024-06-16,Mobile Push,True,False,False,0.0,Targeted
1621,2,2129,2024-06-14,Advisor Call,True,False,False,0.0,Control
1622,2,551,2024-06-21,Direct Mail,False,False,False,0.0,Control
1623,2,2934,2024-07-24,SMS,False,False,False,0.0,Targeted
1624,2,5087,2024-07-28,Advisor Call,True,False,False,0.0,Targeted
1625,2,4525,2024-07-02,Email,False,False,False,0.0,Targeted
1626,2,5488,2024-08-13,Direct Mail,False,False,False,0.0,Targeted
1627,2,5863,2024-08-05,Email,False,False,False,0.0,Targeted
1628,2,6077,2024-07-01,Mobile Push,False,False,False,0.0,Targeted
1629,2,321,2024-07-14,SMS,False,False,False,0.0,Targeted
1630,2,211,2024-07-24,Direct Mail,False,False,False,0.0,Control
1631,2,44,2024-06-23,Email,True,False,False,0.0,Targeted
1632,2,439,2024-08-23,Mobile Push,False,False,False,0.0,Targeted
1633,2,2970,2024-07-02,Mobile Push,False,False,False,0.0,Targeted
1634,2,974,2024-08-24,Email,True,False,False,0.0,Targeted
1635,2,6387,2024-07-02,Email,True,False,False,0.0,Targeted
1636,2,4878,2024-06-17,Email,True,False,False,0.0,Targeted
1637,2,2032,2024-08-27,Mobile Push,True,False,False,0.0,Targeted
1638,2,2335,2024-06-19,Mobile Push,True,False,False,0.0,Targeted
1639,2,3254,2024-07-01,Email,True,True,False,0.0,Targeted
1640,2,4517,2024-08-26,Mobile Push,False,False,False,0.0,Targeted
1641,2,5331,2024-07-05,Email,False,False,False,0.0,Targeted
1642,2,3905,2024-06-06,SMS,True,False,False,0.0,Control
1643,2,4307,2024-07-20,Email,True,False,False,0.0,Targeted
1644,2,5455,2024-07-30,Mobile Push,True,False,False,0.0,Targeted
1645,2,4058,2024-06-29,SMS,True,False,False,0.0,Control
1646,2,1237,2024-06-13,SMS,False,False,False,0.0,Targeted
1647,2,2107,2024-08-12,Advisor Call,True,False,False,0.0,Targeted
1648,2,5582,2024-08-28,Email,False,False,False,0.0,Targeted
1649,2,6196,2024-06-10,Advisor Call,True,False,False,0.0,Targeted
1650,2,1528,2024-07-24,Mobile Push,False,False,False,0.0,Targeted
1651,2,1710,2024-06-29,Email,True,True,False,0.0,Targeted
1652,2,171,2024-07-25,Mobile Push,False,False,False,0.0,Targeted
1653,2,1423,2024-07-01,Direct Mail,True,True,False,0.0,Targeted
1654,2,6937,2024-06-14,Email,False,False,False,0.0,Targeted
1655,2,1121,2024-06-29,Email,True,False,False,0.0,Targeted
1656,2,4004,2024-08-14,Email,False,False,False,0.0,Targeted
1657,2,2403,2024-07-03,SMS,False,False,False,0.0,Targeted
1658,2,1383,2024-07-18,Email,False,False,False,0.0,Targeted
1659,2,3295,2024-08-28,SMS,False,False,False,0.0,Targeted
1660,2,3767,2024-06-20,Email,True,False,False,0.0,Control
1661,2,627,2024-08-16,Email,False,False,False,0.0,Targeted
1662,2,4705,2024-08-20,Mobile Push,True,False,False,0.0,Targeted
1663,2,5905,2024-08-16,SMS,False,False,False,0.0,Targeted
1664,2,180,2024-07-08,Mobile Push,True,True,True,25.0,Targeted
1665,2,2550,2024-08-17,Mobile Push,True,False,False,0.0,Targeted
1666,2,4173,2024-08-13,SMS,True,True,False,0.0,Targeted
1667,2,2435,2024-07-16,SMS,False,False,False,0.0,Targeted
1668,2,6191,2024-07-26,Advisor Call,False,False,False,0.0,Targeted
1669,2,1403,2024-06-25,SMS,False,False,False,0.0,Targeted
1670,2,2332,2024-07-15,Mobile Push,True,False,False,0.0,Targeted
1671,2,2956,2024-08-04,Email,False,False,False,0.0,Targeted
1672,2,6187,2024-07-11,Email,True,False,False,0.0,Control
1673,2,6510,2024-07-15,Mobile Push,True,False,False,0.0,Targeted
1674,2,628,2024-06-05,Email,True,False,False,0.0,Targeted
1675,2,1683,2024-08-04,Advisor Call,True,False,False,0.0,Targeted
1676,2,2765,2024-07-22,Email,False,False,False,0.0,Targeted
1677,2,6472,2024-06-04,Email,False,False,False,0.0,Targeted
1678,2,3534,2024-08-08,Advisor Call,True,False,False,0.0,Targeted
1679,2,6299,2024-07-30,Email,False,False,False,0.0,Targeted
1680,2,5794,2024-06-02,SMS,False,False,False,0.0,Targeted
1681,2,5083,2024-07-11,Direct Mail,False,False,False,0.0,Control
1682,2,306,2024-07-26,Email,False,False,False,0.0,Targeted
1683,2,777,2024-07-15,Email,False,False,False,0.0,Targeted
1684,2,986,2024-08-01,SMS,True,False,False,0.0,Targeted
1685,2,5442,2024-06-29,Mobile Push,True,False,False,0.0,Targeted
1686,2,6944,2024-06-24,Email,True,True,True,500.0,Targeted
1687,2,1982,2024-07-06,Email,True,False,False,0.0,Targeted
1688,2,5851,2024-06-09,Email,True,False,False,0.0,Targeted
1689,2,4184,2024-07-06,Email,False,False,False,0.0,Targeted
1690,2,5075,2024-06-16,Direct Mail,False,False,False,0.0,Targeted
1691,2,6717,2024-06-30,Email,False,False,False,0.0,Targeted
1692,2,5301,2024-08-23,SMS,True,True,False,0.0,Targeted
1693,2,3701,2024-07-19,Advisor Call,True,True,False,0.0,Targeted
1694,2,412,2024-07-19,Email,True,False,False,0.0,Targeted
1695,2,6966,2024-06-08,Mobile Push,True,False,False,0.0,Targeted
1696,2,768,2024-07-30,Email,False,False,False,0.0,Targeted
1697,2,2699,2024-07-21,Advisor Call,False,False,False,0.0,Targeted
1698,2,918,2024-08-01,Email,True,False,False,0.0,Targeted
1699,2,987,2024-08-28,SMS,True,True,False,0.0,Targeted
1700,2,5750,2024-07-28,Mobile Push,False,False,False,0.0,Targeted
1701,2,2390,2024-06-07,Mobile Push,False,False,False,0.0,Targeted
1702,2,5026,2024-06-21,Direct Mail,False,False,False,0.0,Targeted
1703,2,3649,2024-07-13,Email,True,True,False,0.0,Targeted
1704,2,824,2024-06-24,Mobile Push,False,False,False,0.0,Targeted
1705,2,5711,2024-08-10,Email,False,False,False,0.0,Targeted
1706,2,6991,2024-07-15,Email,True,False,False,0.0,Targeted
1707,2,795,2024-08-17,Mobile Push,True,True,False,0.0,Targeted
1708,2,5696,2024-07-19,Email,True,True,False,0.0,Targeted
1709,2,3661,2024-07-02,Advisor Call,False,False,False,0.0,Targeted
1710,2,4224,2024-06-21,Advisor Call,False,False,False,0.0,Targeted
1711,2,2092,2024-08-22,Advisor Call,True,False,False,0.0,Targeted
1712,2,5795,2024-07-31,SMS,False,False,False,0.0,Targeted
1713,2,2471,2024-08-31,Email,False,False,False,0.0,Targeted
1714,2,78,2024-06-09,Email,False,False,False,0.0,Targeted
1715,2,5336,2024-07-07,Mobile Push,True,False,False,0.0,Targeted
1716,2,1230,2024-06-28,Direct Mail,True,False,False,0.0,Targeted
1717,2,6174,2024-06-24,SMS,False,False,False,0.0,Targeted
1718,2,3313,2024-06-19,Email,True,False,False,0.0,Targeted
1719,2,1502,2024-06-01,Email,False,False,False,0.0,Targeted
1720,2,2292,2024-08-11,Email,False,False,False,0.0,Control
1721,2,5218,2024-06-14,Mobile Push,False,False,False,0.0,Control
1722,2,2942,2024-06-10,Email,False,False,False,0.0,Targeted
1723,2,3337,2024-07-15,SMS,False,False,False,0.0,Targeted
1724,2,5624,2024-07-22,Mobile Push,True,True,True,100.0,Targeted
1725,2,4082,2024-07-13,Mobile Push,True,False,False,0.0,Targeted
1726,2,5638,2024-07-12,Direct Mail,False,False,False,0.0,Targeted
1727,2,859,2024-07-04,Email,True,False,False,0.0,Targeted
1728,2,556,2024-08-20,Mobile Push,True,True,False,0.0,Targeted
1729,2,596,2024-07-10,Email,True,False,False,0.0,Targeted
1730,2,5054,2024-08-26,Mobile Push,False,False,False,0.0,Targeted
1731,2,789,2024-06-21,Mobile Push,True,False,False,0.0,Targeted
1732,2,2969,2024-06-16,Mobile Push,True,False,False,0.0,Control
1733,2,1966,2024-06-16,Email,False,False,False,0.0,Targeted
1734,2,2030,2024-08-19,Email,False,False,False,0.0,Targeted
1735,2,6349,2024-07-06,Advisor Call,True,True,False,0.0,Targeted
1736,2,6504,2024-08-09,Direct Mail,False,False,False,0.0,Control
1737,2,6700,2024-08-16,Email,True,False,False,0.0,Targeted
1738,2,2644,2024-07-19,Advisor Call,True,True,True,50.0,Targeted
1739,2,3136,2024-07-05,Mobile Push,True,False,False,0.0,Targeted
1740,2,6743,2024-08-09,Mobile Push,False,False,False,0.0,Targeted
1741,2,241,2024-06-04,SMS,True,False,False,0.0,Targeted
1742,2,6019,2024-06-21,Advisor Call,False,False,False,0.0,Targeted
1743,2,5849,2024-06-10,SMS,True,False,False,0.0,Targeted
1744,2,5228,2024-07-29,SMS,False,False,False,0.0,Targeted
1745,2,1675,2024-06-04,Email,True,False,False,0.0,Targeted
1746,2,3497,2024-06-21,SMS,True,False,False,0.0,Targeted
1747,2,682,2024-08-31,Mobile Push,False,False,False,0.0,Targeted
1748,2,100,2024-07-26,Email,True,False,False,0.0,Targeted
1749,2,5948,2024-06-04,Mobile Push,False,False,False,0.0,Targeted
1750,2,223,2024-08-28,Mobile Push,True,False,False,0.0,Targeted
1751,2,4710,2024-07-05,Email,False,False,False,0.0,Targeted
1752,2,4509,2024-06-09,Mobile Push,True,False,False,0.0,Targeted
1753,2,6028,2024-08-27,Advisor Call,False,False,False,0.0,Targeted
1754,2,584,2024-07-02,Email,False,False,False,0.0,Targeted
1755,2,4062,2024-08-27,Mobile Push,False,False,False,0.0,Targeted
1756,2,6598,2024-06-22,Email,False,False,False,0.0,Targeted
1757,2,222,2024-08-31,Advisor Call,True,False,False,0.0,Targeted
1758,2,563,2024-06-24,Mobile Push,True,False,False,0.0,Targeted
1759,2,3866,2024-07-11,SMS,False,False,False,0.0,Targeted
1760,2,1288,2024-07-26,SMS,False,False,False,0.0,Targeted
1761,2,2559,2024-06-18,Mobile Push,True,False,False,0.0,Targeted
1762,2,4383,2024-08-28,Mobile Push,True,False,False,0.0,Targeted
1763,2,3380,2024-08-24,Email,False,False,False,0.0,Targeted
1764,2,4608,2024-07-23,SMS,False,False,False,0.0,Control
1765,2,1781,2024-07-10,Email,True,False,False,0.0,Targeted
1766,2,6439,2024-06-07,Email,False,False,False,0.0,Targeted
1767,2,6156,2024-07-14,Email,True,False,False,0.0,Control
1768,2,3633,2024-06-25,Advisor Call,False,False,False,0.0,Targeted
1769,2,4504,2024-08-13,Email,True,True,True,25.0,Targeted
1770,2,5125,2024-06-16,SMS,True,True,True,100.0,Targeted
1771,2,1010,2024-08-14,Email,False,False,False,0.0,Targeted
1772,2,6748,2024-06-22,Email,True,False,False,0.0,Control
1773,2,4257,2024-07-07,Direct Mail,False,False,False,0.0,Targeted
1774,2,804,2024-08-22,SMS,False,False,False,0.0,Targeted
1775,2,6482,2024-06-04,Direct Mail,True,False,False,0.0,Targeted
1776,2,3305,2024-08-25,SMS,True,False,False,0.0,Targeted
1777,2,6563,2024-08-17,Email,False,False,False,0.0,Control
1778,2,3976,2024-07-07,Email,False,False,False,0.0,Targeted
1779,2,851,2024-08-16,Mobile Push,True,True,False,0.0,Targeted
1780,2,2949,2024-07-03,Mobile Push,False,False,False,0.0,Targeted
1781,2,1249,2024-06-14,SMS,True,False,False,0.0,Control
1782,2,6224,2024-08-19,Mobile Push,True,False,False,0.0,Control
1783,2,2379,2024-06-09,Mobile Push,False,False,False,0.0,Targeted
1784,2,4343,2024-06-24,SMS,False,False,False,0.0,Targeted
1785,2,3729,2024-08-14,Mobile Push,True,False,False,0.0,Targeted
1786,2,4189,2024-08-28,Advisor Call,True,True,False,0.0,Targeted
1787,2,4345,2024-07-20,Mobile Push,False,False,False,0.0,Targeted
1788,2,4255,2024-08-03,Email,True,False,False,0.0,Targeted
1789,2,5089,2024-08-26,Email,False,False,False,0.0,Targeted
1790,2,1152,2024-08-01,Advisor Call,False,False,False,0.0,Targeted
1791,2,4602,2024-08-22,SMS,True,False,False,0.0,Targeted
1792,2,6408,2024-06-30,SMS,False,False,False,0.0,Targeted
1793,2,5918,2024-08-18,SMS,False,False,False,0.0,Targeted
1794,2,1129,2024-07-03,SMS,True,False,False,0.0,Targeted
1795,2,2290,2024-07-07,Advisor Call,True,False,False,0.0,Targeted
1796,2,3892,2024-07-05,SMS,True,False,False,0.0,Targeted
1797,2,2409,2024-06-13,Mobile Push,False,False,False,0.0,Targeted
1798,2,1045,2024-07-28,Advisor Call,True,False,False,0.0,Targeted
1799,2,4451,2024-08-24,SMS,False,False,False,0.0,Control
1800,2,2666,2024-08-20,Mobile Push,False,False,False,0.0,Targeted
1801,2,2898,2024-07-12,Email,False,False,False,0.0,Control
1802,2,5338,2024-08-10,Mobile Push,True,True,False,0.0,Control
1803,2,4080,2024-07-27,Email,False,False,False,0.0,Targeted
1804,2,1133,2024-08-23,Advisor Call,False,False,False,0.0,Targeted
1805,2,6248,2024-07-21,Email,True,False,False,0.0,Targeted
1806,2,1779,2024-08-27,Advisor Call,False,False,False,0.0,Targeted
1807,2,3973,2024-06-25,Mobile Push,False,False,False,0.0,Targeted
1808,2,2220,2024-06-29,Email,True,False,False,0.0,Targeted
1809,2,4695,2024-07-06,Mobile Push,False,False,False,0.0,Control
1810,2,1856,2024-07-18,Email,False,False,False,0.0,Targeted
1811,2,1123,2024-06-20,Mobile Push,False,False,False,0.0,Targeted
1812,2,3656,2024-07-21,Email,False,False,False,0.0,Control
1813,2,2927,2024-06-11,Direct Mail,False,False,False,0.0,Targeted
1814,2,5040,2024-08-24,Mobile Push,False,False,False,0.0,Targeted
1815,2,5877,2024-08-24,Email,True,False,False,0.0,Targeted
1816,2,3730,2024-07-15,Advisor Call,True,False,False,0.0,Control
1817,2,1007,2024-08-10,Email,False,False,False,0.0,Targeted
1818,2,5233,2024-08-09,Email,True,True,False,0.0,Targeted
1819,2,561,2024-07-25,SMS,False,False,False,0.0,Targeted
1820,2,722,2024-07-08,Advisor Call,True,False,False,0.0,Targeted
1821,2,237,2024-06-25,Email,False,False,False,0.0,Control
1822,2,259,2024-08-11,Email,False,False,False,0.0,Targeted
1823,2,10,2024-06-28,SMS,True,False,False,0.0,Targeted
1824,2,1277,2024-08-02,Email,False,False,False,0.0,Targeted
1825,2,1395,2024-08-12,Email,False,False,False,0.0,Targeted
1826,2,1588,2024-06-13,Mobile Push,True,True,False,0.0,Targeted
1827,2,1960,2024-06-14,SMS,True,False,False,0.0,Targeted
1828,2,1883,2024-06-27,Direct Mail,False,False,False,0.0,Control
1829,2,2646,2024-08-29,Email,False,False,False,0.0,Targeted
1830,2,2301,2024-07-09,Email,True,True,False,0.0,Control
1831,2,990,2024-06-09,Mobile Push,True,False,False,0.0,Targeted
1832,2,983,2024-07-02,Advisor Call,True,False,False,0.0,Targeted
1833,2,5255,2024-08-11,Email,False,False,False,0.0,Targeted
1834,2,1433,2024-07-21,Direct Mail,False,False,False,0.0,Targeted
1835,2,612,2024-06-10,Mobile Push,False,False,False,0.0,Targeted
1836,2,6173,2024-08-05,Mobile Push,True,False,False,0.0,Targeted
1837,2,497,2024-07-12,Email,True,False,False,0.0,Targeted
1838,2,5589,2024-07-23,Email,True,False,False,0.0,Targeted
1839,2,6068,2024-06-26,Email,True,False,False,0.0,Control
1840,2,3714,2024-07-05,Mobile Push,True,True,False,0.0,Targeted
1841,2,4648,2024-06-11,Email,False,False,False,0.0,Targeted
1842,2,4153,2024-06-01,Email,False,False,False,0.0,Targeted
1843,2,6600,2024-07-24,Email,False,False,False,0.0,Targeted
1844,2,4715,2024-07-14,Mobile Push,False,False,False,0.0,Targeted
1845,2,5030,2024-08-05,SMS,True,False,False,0.0,Targeted
1846,2,3991,2024-07-15,Mobile Push,True,False,False,0.0,Targeted
1847,2,4669,2024-06-03,Email,False,False,False,0.0,Targeted
1848,2,4834,2024-08-24,Advisor Call,False,False,False,0.0,Targeted
1849,2,471,2024-06-05,Mobile Push,False,False,False,0.0,Targeted
1850,2,6031,2024-08-04,Mobile Push,False,False,False,0.0,Control
1851,2,1555,2024-07-31,Email,False,False,False,0.0,Targeted
1852,2,4749,2024-06-14,Email,True,False,False,0.0,Targeted
1853,2,3396,2024-06-05,Email,False,False,False,0.0,Targeted
1854,2,5317,2024-06-16,Email,False,False,False,0.0,Targeted
1855,2,1104,2024-07-19,Advisor Call,True,False,False,0.0,Targeted
1856,2,3598,2024-06-20,Email,False,False,False,0.0,Targeted
1857,2,6564,2024-07-30,Email,False,False,False,0.0,Targeted
1858,2,83,2024-08-27,Email,False,False,False,0.0,Targeted
1859,2,5326,2024-07-07,Email,False,False,False,0.0,Targeted
1860,2,518,2024-08-13,Advisor Call,True,False,False,0.0,Targeted
1861,2,1443,2024-07-21,Email,False,False,False,0.0,Targeted
1862,2,2275,2024-08-06,Email,True,False,False,0.0,Targeted
1863,2,5598,2024-07-27,Email,True,False,False,0.0,Targeted
1864,2,3939,2024-08-19,SMS,False,False,False,0.0,Targeted
1865,2,6861,2024-06-08,Email,False,False,False,0.0,Targeted
1866,2,479,2024-08-10,Mobile Push,True,False,False,0.0,Targeted
1867,2,2064,2024-08-07,Email,False,False,False,0.0,Targeted
1868,2,1256,2024-08-18,Mobile Push,True,False,False,0.0,Targeted
1869,2,6494,2024-07-10,SMS,True,True,False,0.0,Targeted
1870,2,5903,2024-07-11,Email,True,False,False,0.0,Targeted
1871,2,1763,2024-08-28,Email,True,False,False,0.0,Targeted
1872,2,2134,2024-08-11,SMS,False,False,False,0.0,Targeted
1873,2,5637,2024-06-12,Email,True,False,False,0.0,Targeted
1874,2,2806,2024-07-28,Mobile Push,False,False,False,0.0,Targeted
1875,2,6890,2024-08-21,SMS,True,False,False,0.0,Targeted
1876,2,4942,2024-08-04,SMS,False,False,False,0.0,Targeted
1877,2,3610,2024-07-09,SMS,True,False,False,0.0,Control
1878,2,1962,2024-06-12,Email,False,False,False,0.0,Targeted
1879,2,1722,2024-07-20,Direct Mail,False,False,False,0.0,Targeted
1880,2,5392,2024-07-06,Advisor Call,False,False,False,0.0,Targeted
1881,2,5959,2024-06-28,Email,False,False,False,0.0,Control
1882,2,3403,2024-06-08,Email,True,True,False,0.0,Targeted
1883,2,2381,2024-06-20,Email,False,False,False,0.0,Targeted
1884,2,3129,2024-08-27,Email,True,True,True,50.0,Control
1885,2,2046,2024-08-07,Email,False,False,False,0.0,Control
1886,2,309,2024-08-23,Mobile Push,True,False,False,0.0,Targeted
1887,2,4914,2024-07-04,SMS,False,False,False,0.0,Targeted
1888,2,5126,2024-08-28,Mobile Push,False,False,False,0.0,Targeted
1889,2,3887,2024-08-07,SMS,False,False,False,0.0,Targeted
1890,2,5926,2024-08-30,Email,False,False,False,0.0,Targeted
1891,2,6426,2024-07-09,SMS,False,False,False,0.0,Targeted
1892,2,5977,2024-07-15,Advisor Call,True,False,False,0.0,Control
1893,2,3844,2024-06-17,SMS,True,False,False,0.0,Targeted
1894,2,3009,2024-06-12,Email,False,False,False,0.0,Targeted
1895,2,1577,2024-08-27,Advisor Call,True,False,False,0.0,Targeted
1896,2,5561,2024-08-07,SMS,False,False,False,0.0,Targeted
1897,2,3693,2024-07-04,Email,True,False,False,0.0,Targeted
1898,2,2904,2024-06-29,Direct Mail,False,False,False,0.0,Targeted
1899,2,3165,2024-07-09,Email,False,False,False,0.0,Targeted
1900,2,2074,2024-06-22,Direct Mail,True,True,False,0.0,Targeted
1901,2,3319,2024-08-30,SMS,True,False,False,0.0,Targeted
1902,2,5550,2024-06-29,Email,True,False,False,0.0,Targeted
1903,2,6975,2024-06-19,Email,False,False,False,0.0,Targeted
1904,2,1556,2024-08-19,Email,False,False,False,0.0,Targeted
1905,2,5237,2024-07-26,Advisor Call,True,False,False,0.0,Targeted
1906,2,6255,2024-07-07,SMS,True,False,False,0.0,Targeted
1907,2,1713,2024-07-02,Mobile Push,True,True,False,0.0,Targeted
1908,2,6030,2024-08-18,Advisor Call,False,False,False,0.0,Targeted
1909,2,6611,2024-08-26,Email,True,False,False,0.0,Targeted
1910,2,4811,2024-07-22,Email,False,False,False,0.0,Targeted
1911,2,2285,2024-07-23,Mobile Push,False,False,False,0.0,Targeted
1912,2,2981,2024-08-03,Email,True,False,False,0.0,Targeted
1913,2,1113,2024-07-01,SMS,False,False,False,0.0,Targeted
1914,2,6972,2024-08-27,SMS,False,False,False,0.0,Targeted
1915,2,127,2024-07-01,Email,True,False,False,0.0,Control
1916,2,4107,2024-06-04,Advisor Call,True,False,False,0.0,Targeted
1917,2,1634,2024-08-07,Advisor Call,True,False,False,0.0,Control
1918,2,5910,2024-08-18,Email,False,False,False,0.0,Targeted
1919,2,6686,2024-07-21,SMS,True,False,False,0.0,Targeted
1920,2,344,2024-06-02,Advisor Call,False,False,False,0.0,Targeted
1921,2,783,2024-08-20,Mobile Push,False,False,False,0.0,Control
1922,2,4682,2024-06-12,Advisor Call,False,False,False,0.0,Targeted
1923,2,3274,2024-06-16,Advisor Call,True,False,False,0.0,Targeted
1924,2,6215,2024-08-19,Email,True,False,False,0.0,Targeted
1925,2,671,2024-08-31,Email,False,False,False,0.0,Targeted
1926,2,300,2024-06-22,Mobile Push,False,False,False,0.0,Targeted
1927,2,6390,2024-06-28,SMS,False,False,False,0.0,Targeted
1928,2,1572,2024-07-19,Mobile Push,True,False,False,0.0,Targeted
1929,2,4647,2024-06-04,Mobile Push,True,True,False,0.0,Targeted
1930,2,2359,2024-07-15,Advisor Call,False,False,False,0.0,Targeted
1931,2,4502,2024-08-28,Mobile Push,False,False,False,0.0,Targeted
1932,2,3350,2024-07-19,Mobile Push,True,False,False,0.0,Targeted
1933,2,5138,2024-06-14,SMS,True,True,False,0.0,Control
1934,2,2369,2024-06-20,Mobile Push,False,False,False,0.0,Targeted
1935,2,6265,2024-07-21,SMS,True,False,False,0.0,Targeted
1936,2,636,2024-07-25,Email,False,False,False,0.0,Targeted
1937,2,3926,2024-06-23,Email,False,False,False,0.0,Targeted
1938,2,423,2024-06-14,Mobile Push,False,False,False,0.0,Targeted
1939,2,376,2024-06-18,SMS,True,False,False,0.0,Targeted
1940,2,6887,2024-06-04,Mobile Push,False,False,False,0.0,Targeted
1941,2,2472,2024-07-02,Email,False,False,False,0.0,Targeted
1942,2,177,2024-08-07,Email,False,False,False,0.0,Targeted
1943,2,1416,2024-07-21,Mobile Push,True,False,False,0.0,Targeted
1944,2,6784,2024-08-04,Email,False,False,False,0.0,Targeted
1945,2,3664,2024-06-02,Email,False,False,False,0.0,Targeted
1946,2,4466,2024-08-19,SMS,True,False,False,0.0,Targeted
1947,2,6118,2024-07-29,SMS,False,False,False,0.0,Targeted
1948,2,509,2024-06-03,Mobile Push,False,False,False,0.0,Targeted
1949,2,3233,2024-07-26,Email,False,False,False,0.0,Targeted
1950,2,5689,2024-07-07,Email,False,False,False,0.0,Targeted
1951,2,4730,2024-06-08,SMS,False,False,False,0.0,Control
1952,2,634,2024-07-20,Email,True,False,False,0.0,Control
1953,2,1563,2024-08-27,Email,False,False,False,0.0,Control
1954,2,4437,2024-08-14,Mobile Push,True,False,False,0.0,Targeted
1955,2,6233,2024-08-11,SMS,True,True,False,0.0,Targeted
1956,2,4021,2024-06-27,Direct Mail,False,False,False,0.0,Targeted
1957,2,4273,2024-06-22,Direct Mail,False,False,False,0.0,Targeted
1958,2,4762,2024-06-21,Mobile Push,False,False,False,0.0,Targeted
1959,2,1311,2024-06-28,Email,False,False,False,0.0,Targeted
1960,2,4186,2024-08-13,Email,False,False,False,0.0,Targeted
1961,2,961,2024-08-18,Email,False,False,False,0.0,Targeted
1962,2,1677,2024-08-02,Email,False,False,False,0.0,Targeted
