account_customer_id,account_id,customer_id,ownership_role,ownership_percent
2992,2763,1338,Primary,1.0
2993,2764,1339,Primary,1.0
2994,2765,1339,Primary,1.0
2995,2766,1340,Primary,1.0
2996,2767,1340,Primary,1.0
2997,2768,1340,Primary,1.0
2998,2769,1341,Primary,1.0
2999,2770,1341,Primary,1.0
3000,2771,1342,Primary,1.0
3001,2772,1342,Primary,1.0
3002,2773,1343,Primary,1.0
3003,2774,1344,Primary,1.0
3004,2775,1344,Primary,1.0
3005,2776,1345,Primary,1.0
3006,2777,1345,Primary,1.0
3007,2778,1345,Primary,1.0
3008,2779,1346,Primary,1.0
3009,2779,1844,Joint,0.5
3010,2780,1346,Primary,1.0
3011,2781,1347,Primary,1.0
3012,2782,1347,Primary,1.0
3013,2783,1347,Primary,1.0
3014,2783,3221,Joint,0.5
3015,2784,1348,Primary,1.0
3016,2785,1349,Primary,1.0
3017,2786,1350,Primary,1.0
3018,2787,1350,Primary,1.0
3019,2788,1350,Primary,1.0
3020,2789,1351,Primary,1.0
3021,2790,1351,Primary,1.0
3022,2791,1351,Primary,1.0
3023,2792,1351,Primary,1.0
3024,2793,1352,Primary,1.0
3025,2793,1964,Joint,0.5
3026,2794,1352,Primary,1.0
3027,2795,1352,Primary,1.0
3028,2796,1353,Primary,1.0
3029,2797,1353,Primary,1.0
3030,2798,1354,Primary,1.0
3031,2799,1354,Primary,1.0
3032,2800,1355,Primary,1.0
3033,2801,1355,Primary,1.0
3034,2802,1356,Primary,1.0
3035,2803,1357,Primary,1.0
3036,2804,1357,Primary,1.0
3037,2805,1358,Primary,1.0
3038,2806,1359,Primary,1.0
3039,2807,1359,Primary,1.0
3040,2808,1359,Primary,1.0
3041,2809,1360,Primary,1.0
3042,2810,1360,Primary,1.0
3043,2811,1360,Primary,1.0
3044,2812,1361,Primary,1.0
3045,2813,1362,Primary,1.0
3046,2814,1362,Primary,1.0
3047,2815,1363,Primary,1.0
3048,2816,1363,Primary,1.0
3049,2817,1364,Primary,1.0
3050,2818,1365,Primary,1.0
3051,2819,1365,Primary,1.0
3052,2820,1366,Primary,1.0
3053,2821,1367,Primary,1.0
3054,2821,5709,Joint,0.5
3055,2822,1368,Primary,1.0
3056,2823,1369,Primary,1.0
3057,2824,1369,Primary,1.0
3058,2824,436,Joint,0.5
3059,2825,1369,Primary,1.0
3060,2826,1369,Primary,1.0
3061,2827,1370,Primary,1.0
3062,2828,1370,Primary,1.0
3063,2829,1370,Primary,1.0
3064,2830,1371,Primary,1.0
3065,2831,1371,Primary,1.0
3066,2832,1372,Primary,1.0
3067,2833,1372,Primary,1.0
3068,2834,1373,Primary,1.0
3069,2835,1373,Primary,1.0
3070,2836,1373,Primary,1.0
3071,2837,1374,Primary,1.0
3072,2838,1374,Primary,1.0
3073,2839,1375,Primary,1.0
3074,2839,4965,Joint,0.5
3075,2840,1375,Primary,1.0
3076,2840,2385,Joint,0.5
3077,2841,1375,Primary,1.0
3078,2842,1376,Primary,1.0
3079,2843,1377,Primary,1.0
3080,2844,1377,Primary,1.0
3081,2844,499,Joint,0.5
3082,2845,1378,Primary,1.0
3083,2846,1378,Primary,1.0
3084,2847,1379,Primary,1.0
3085,2848,1379,Primary,1.0
3086,2849,1379,Primary,1.0
3087,2850,1379,Primary,1.0
3088,2851,1380,Primary,1.0
3089,2852,1380,Primary,1.0
3090,2853,1381,Primary,1.0
3091,2854,1381,Primary,1.0
3092,2855,1382,Primary,1.0
3093,2856,1383,Primary,1.0
3094,2857,1384,Primary,1.0
3095,2858,1385,Primary,1.0
3096,2859,1386,Primary,1.0
3097,2860,1387,Primary,1.0
3098,2861,1387,Primary,1.0
3099,2861,1003,Joint,0.5
3100,2862,1388,Primary,1.0
3101,2863,1388,Primary,1.0
3102,2864,1389,Primary,1.0
3103,2865,1389,Primary,1.0
3104,2866,1390,Primary,1.0
3105,2867,1390,Primary,1.0
3106,2868,1391,Primary,1.0
3107,2869,1392,Primary,1.0
3108,2870,1392,Primary,1.0
3109,2871,1393,Primary,1.0
3110,2872,1393,Primary,1.0
3111,2873,1393,Primary,1.0
3112,2873,6915,Joint,0.5
3113,2874,1394,Primary,1.0
3114,2875,1395,Primary,1.0
3115,2876,1396,Primary,1.0
3116,2877,1396,Primary,1.0
3117,2878,1397,Primary,1.0
3118,2879,1397,Primary,1.0
3119,2880,1398,Primary,1.0
3120,2881,1398,Primary,1.0
3121,2882,1398,Primary,1.0
3122,2883,1399,Primary,1.0
3123,2884,1399,Primary,1.0
3124,2885,1399,Primary,1.0
3125,2886,1400,Primary,1.0
3126,2887,1400,Primary,1.0
3127,2887,2135,Joint,0.5
3128,2888,1401,Primary,1.0
3129,2889,1402,Primary,1.0
3130,2890,1403,Primary,1.0
3131,2891,1403,Primary,1.0
3132,2892,1404,Primary,1.0
3133,2893,1404,Primary,1.0
3134,2894,1405,Primary,1.0
3135,2895,1405,Primary,1.0
3136,2896,1406,Primary,1.0
3137,2897,1406,Primary,1.0
3138,2898,1407,Primary,1.0
3139,2899,1408,Primary,1.0
3140,2900,1409,Primary,1.0
3141,2901,1410,Primary,1.0
3142,2902,1410,Primary,1.0
3143,2903,1411,Primary,1.0
3144,2904,1411,Primary,1.0
3145,2905,1412,Primary,1.0
3146,2906,1413,Primary,1.0
3147,2907,1414,Primary,1.0
3148,2908,1414,Primary,1.0
3149,2909,1414,Primary,1.0
3150,2910,1415,Primary,1.0
3151,2911,1415,Primary,1.0
3152,2912,1415,Primary,1.0
3153,2913,1416,Primary,1.0
3154,2913,3732,Joint,0.5
3155,2914,1417,Primary,1.0
3156,2915,1417,Primary,1.0
3157,2916,1417,Primary,1.0
3158,2917,1418,Primary,1.0
3159,2918,1418,Primary,1.0
3160,2918,6774,Joint,0.5
3161,2919,1419,Primary,1.0
3162,2920,1420,Primary,1.0
3163,2921,1420,Primary,1.0
3164,2922,1421,Primary,1.0
3165,2923,1421,Primary,1.0
3166,2924,1421,Primary,1.0
3167,2925,1422,Primary,1.0
3168,2926,1423,Primary,1.0
3169,2927,1423,Primary,1.0
3170,2928,1423,Primary,1.0
3171,2929,1424,Primary,1.0
3172,2930,1424,Primary,1.0
3173,2931,1425,Primary,1.0
3174,2932,1426,Primary,1.0
3175,2933,1426,Primary,1.0
3176,2934,1427,Primary,1.0
3177,2935,1427,Primary,1.0
3178,2936,1428,Primary,1.0
3179,2937,1429,Primary,1.0
3180,2938,1429,Primary,1.0
3181,2939,1429,Primary,1.0
3182,2940,1430,Primary,1.0
3183,2941,1431,Primary,1.0
3184,2942,1431,Primary,1.0
3185,2943,1432,Primary,1.0
3186,2944,1432,Primary,1.0
3187,2944,3837,Joint,0.5
3188,2945,1432,Primary,1.0
3189,2946,1432,Primary,1.0
3190,2947,1433,Primary,1.0
3191,2948,1434,Primary,1.0
3192,2949,1434,Primary,1.0
3193,2950,1434,Primary,1.0
3194,2951,1435,Primary,1.0
3195,2952,1436,Primary,1.0
3196,2953,1437,Primary,1.0
3197,2954,1438,Primary,1.0
3198,2955,1438,Primary,1.0
3199,2956,1439,Primary,1.0
3200,2957,1440,Primary,1.0
3201,2957,5502,Joint,0.5
3202,2958,1441,Primary,1.0
3203,2959,1442,Primary,1.0
3204,2960,1443,Primary,1.0
3205,2961,1443,Primary,1.0
3206,2962,1444,Primary,1.0
3207,2963,1444,Primary,1.0
3208,2964,1444,Primary,1.0
3209,2965,1444,Primary,1.0
3210,2965,3535,Joint,0.5
3211,2966,1445,Primary,1.0
3212,2967,1446,Primary,1.0
3213,2968,1446,Primary,1.0
3214,2968,1290,Joint,0.5
3215,2969,1446,Primary,1.0
3216,2969,3741,Joint,0.5
3217,2970,1447,Primary,1.0
3218,2971,1448,Primary,1.0
3219,2972,1449,Primary,1.0
3220,2973,1450,Primary,1.0
3221,2974,1451,Primary,1.0
3222,2975,1451,Primary,1.0
3223,2976,1452,Primary,1.0
3224,2977,1453,Primary,1.0
3225,2978,1453,Primary,1.0
3226,2979,1454,Primary,1.0
3227,2980,1455,Primary,1.0
3228,2981,1456,Primary,1.0
3229,2982,1457,Primary,1.0
3230,2983,1458,Primary,1.0
3231,2984,1459,Primary,1.0
3232,2985,1460,Primary,1.0
3233,2986,1460,Primary,1.0
3234,2987,1460,Primary,1.0
3235,2988,1461,Primary,1.0
3236,2989,1461,Primary,1.0
3237,2990,1461,Primary,1.0
3238,2991,1462,Primary,1.0
3239,2992,1462,Primary,1.0
3240,2993,1462,Primary,1.0
3241,2994,1462,Primary,1.0
3242,2995,1463,Primary,1.0
3243,2996,1463,Primary,1.0
3244,2997,1463,Primary,1.0
3245,2997,4479,Joint,0.5
3246,2998,1464,Primary,1.0
3247,2999,1464,Primary,1.0
3248,3000,1465,Primary,1.0
3249,3001,1466,Primary,1.0
3250,3002,1466,Primary,1.0
3251,3003,1466,Primary,1.0
3252,3004,1467,Primary,1.0
3253,3005,1467,Primary,1.0
3254,3006,1468,Primary,1.0
3255,3007,1468,Primary,1.0
3256,3008,1469,Primary,1.0
3257,3009,1470,Primary,1.0
3258,3010,1471,Primary,1.0
3259,3011,1471,Primary,1.0
3260,3012,1471,Primary,1.0
3261,3013,1472,Primary,1.0
3262,3014,1473,Primary,1.0
3263,3015,1474,Primary,1.0
3264,3016,1474,Primary,1.0
3265,3017,1475,Primary,1.0
3266,3017,6046,Joint,0.5
3267,3018,1475,Primary,1.0
3268,3019,1475,Primary,1.0
3269,3020,1475,Primary,1.0
3270,3021,1476,Primary,1.0
3271,3022,1476,Primary,1.0
3272,3023,1476,Primary,1.0
3273,3024,1477,Primary,1.0
3274,3025,1477,Primary,1.0
3275,3025,6484,Joint,0.5
3276,3026,1477,Primary,1.0
3277,3027,1477,Primary,1.0
3278,3027,1928,Joint,0.5
3279,3028,1478,Primary,1.0
3280,3029,1478,Primary,1.0
3281,3030,1479,Primary,1.0
3282,3031,1480,Primary,1.0
3283,3032,1481,Primary,1.0
3284,3033,1481,Primary,1.0
3285,3034,1482,Primary,1.0
3286,3035,1482,Primary,1.0
3287,3036,1483,Primary,1.0
3288,3037,1483,Primary,1.0
3289,3037,5948,Joint,0.5
3290,3038,1484,Primary,1.0
3291,3039,1484,Primary,1.0
3292,3040,1484,Primary,1.0
3293,3041,1485,Primary,1.0
3294,3041,5309,Joint,0.5
3295,3042,1486,Primary,1.0
3296,3043,1486,Primary,1.0
3297,3044,1487,Primary,1.0
3298,3045,1487,Primary,1.0
3299,3046,1487,Primary,1.0
3300,3047,1487,Primary,1.0
3301,3048,1488,Primary,1.0
3302,3049,1489,Primary,1.0
3303,3050,1489,Primary,1.0
3304,3051,1490,Primary,1.0
3305,3052,1491,Primary,1.0
3306,3053,1492,Primary,1.0
3307,3054,1492,Primary,1.0
3308,3055,1493,Primary,1.0
3309,3056,1493,Primary,1.0
3310,3057,1494,Primary,1.0
3311,3058,1495,Primary,1.0
3312,3059,1495,Primary,1.0
3313,3060,1496,Primary,1.0
3314,3061,1497,Primary,1.0
3315,3062,1498,Primary,1.0
3316,3063,1498,Primary,1.0
3317,3064,1499,Primary,1.0
3318,3065,1499,Primary,1.0
3319,3066,1499,Primary,1.0
3320,3067,1500,Primary,1.0
3321,3067,3557,Joint,0.5
3322,3068,1500,Primary,1.0
3323,3069,1500,Primary,1.0
3324,3070,1501,Primary,1.0
3325,3071,1502,Primary,1.0
3326,3072,1503,Primary,1.0
3327,3073,1504,Primary,1.0
3328,3074,1505,Primary,1.0
3329,3075,1506,Primary,1.0
3330,3076,1506,Primary,1.0
3331,3077,1507,Primary,1.0
3332,3078,1507,Primary,1.0
3333,3079,1508,Primary,1.0
3334,3080,1509,Primary,1.0
3335,3081,1509,Primary,1.0
3336,3082,1510,Primary,1.0
3337,3083,1510,Primary,1.0
3338,3084,1511,Primary,1.0
3339,3085,1511,Primary,1.0
3340,3086,1512,Primary,1.0
3341,3087,1512,Primary,1.0
3342,3088,1513,Primary,1.0
3343,3089,1513,Primary,1.0
3344,3090,1514,Primary,1.0
3345,3091,1514,Primary,1.0
3346,3092,1514,Primary,1.0
3347,3093,1514,Primary,1.0
3348,3093,2521,Joint,0.5
3349,3094,1515,Primary,1.0
3350,3095,1515,Primary,1.0
3351,3096,1516,Primary,1.0
3352,3097,1516,Primary,1.0
3353,3098,1516,Primary,1.0
3354,3099,1517,Primary,1.0
3355,3100,1518,Primary,1.0
3356,3101,1519,Primary,1.0
3357,3102,1519,Primary,1.0
3358,3103,1519,Primary,1.0
3359,3104,1520,Primary,1.0
3360,3105,1521,Primary,1.0
3361,3106,1522,Primary,1.0
3362,3107,1523,Primary,1.0
3363,3108,1524,Primary,1.0
3364,3109,1524,Primary,1.0
3365,3110,1524,Primary,1.0
3366,3111,1525,Primary,1.0
3367,3112,1525,Primary,1.0
3368,3113,1525,Primary,1.0
3369,3114,1525,Primary,1.0
3370,3115,1526,Primary,1.0
3371,3116,1527,Primary,1.0
3372,3117,1527,Primary,1.0
3373,3118,1528,Primary,1.0
3374,3119,1528,Primary,1.0
3375,3120,1528,Primary,1.0
3376,3121,1529,Primary,1.0
3377,3122,1529,Primary,1.0
3378,3123,1529,Primary,1.0
3379,3124,1529,Primary,1.0
3380,3125,1530,Primary,1.0
3381,3126,1531,Primary,1.0
3382,3127,1531,Primary,1.0
3383,3128,1532,Primary,1.0
3384,3129,1533,Primary,1.0
3385,3129,4302,Joint,0.5
3386,3130,1533,Primary,1.0
3387,3131,1534,Primary,1.0
3388,3131,478,Joint,0.5
3389,3132,1534,Primary,1.0
3390,3133,1534,Primary,1.0
3391,3134,1534,Primary,1.0
3392,3135,1535,Primary,1.0
3393,3136,1535,Primary,1.0
3394,3137,1536,Primary,1.0
3395,3138,1536,Primary,1.0
3396,3139,1536,Primary,1.0
3397,3140,1537,Primary,1.0
3398,3141,1537,Primary,1.0
3399,3142,1537,Primary,1.0
3400,3142,2278,Joint,0.5
3401,3143,1538,Primary,1.0
3402,3144,1538,Primary,1.0
3403,3144,2763,Joint,0.5
3404,3145,1538,Primary,1.0
3405,3146,1538,Primary,1.0
3406,3147,1539,Primary,1.0
3407,3148,1539,Primary,1.0
3408,3149,1539,Primary,1.0
3409,3150,1540,Primary,1.0
3410,3151,1540,Primary,1.0
3411,3152,1540,Primary,1.0
3412,3153,1541,Primary,1.0
3413,3154,1541,Primary,1.0
3414,3155,1541,Primary,1.0
3415,3156,1542,Primary,1.0
3416,3157,1542,Primary,1.0
3417,3158,1542,Primary,1.0
3418,3159,1543,Primary,1.0
3419,3160,1544,Primary,1.0
3420,3161,1544,Primary,1.0
3421,3162,1545,Primary,1.0
3422,3163,1546,Primary,1.0
3423,3164,1546,Primary,1.0
3424,3165,1546,Primary,1.0
3425,3166,1547,Primary,1.0
3426,3167,1547,Primary,1.0
3427,3168,1548,Primary,1.0
3428,3169,1548,Primary,1.0
3429,3170,1548,Primary,1.0
3430,3171,1549,Primary,1.0
3431,3172,1550,Primary,1.0
3432,3173,1550,Primary,1.0
3433,3174,1551,Primary,1.0
3434,3175,1551,Primary,1.0
3435,3176,1551,Primary,1.0
3436,3177,1552,Primary,1.0
3437,3178,1552,Primary,1.0
3438,3179,1552,Primary,1.0
3439,3180,1553,Primary,1.0
3440,3181,1553,Primary,1.0
3441,3182,1553,Primary,1.0
3442,3183,1553,Primary,1.0
3443,3184,1554,Primary,1.0
3444,3185,1555,Primary,1.0
3445,3186,1556,Primary,1.0
3446,3187,1556,Primary,1.0
3447,3188,1557,Primary,1.0
3448,3189,1557,Primary,1.0
3449,3190,1557,Primary,1.0
3450,3191,1557,Primary,1.0
3451,3192,1558,Primary,1.0
3452,3193,1558,Primary,1.0
3453,3194,1559,Primary,1.0
3454,3195,1559,Primary,1.0
3455,3196,1559,Primary,1.0
3456,3197,1560,Primary,1.0
3457,3198,1560,Primary,1.0
3458,3199,1560,Primary,1.0
3459,3200,1561,Primary,1.0
3460,3201,1562,Primary,1.0
3461,3201,2503,Joint,0.5
3462,3202,1562,Primary,1.0
3463,3203,1562,Primary,1.0
3464,3204,1563,Primary,1.0
3465,3205,1564,Primary,1.0
3466,3206,1564,Primary,1.0
3467,3207,1565,Primary,1.0
3468,3208,1565,Primary,1.0
3469,3209,1565,Primary,1.0
3470,3210,1566,Primary,1.0
3471,3211,1567,Primary,1.0
3472,3212,1567,Primary,1.0
3473,3213,1568,Primary,1.0
3474,3214,1568,Primary,1.0
3475,3215,1569,Primary,1.0
3476,3215,4357,Joint,0.5
3477,3216,1569,Primary,1.0
3478,3217,1570,Primary,1.0
3479,3218,1570,Primary,1.0
3480,3219,1570,Primary,1.0
3481,3220,1571,Primary,1.0
3482,3221,1572,Primary,1.0
3483,3222,1572,Primary,1.0
3484,3223,1573,Primary,1.0
3485,3224,1573,Primary,1.0
3486,3225,1573,Primary,1.0
3487,3226,1574,Primary,1.0
3488,3227,1574,Primary,1.0
3489,3228,1575,Primary,1.0
3490,3229,1576,Primary,1.0
3491,3230,1577,Primary,1.0
3492,3231,1578,Primary,1.0
3493,3232,1578,Primary,1.0
3494,3233,1579,Primary,1.0
3495,3234,1580,Primary,1.0
3496,3235,1581,Primary,1.0
3497,3236,1581,Primary,1.0
3498,3237,1582,Primary,1.0
3499,3238,1582,Primary,1.0
3500,3239,1583,Primary,1.0
3501,3240,1584,Primary,1.0
3502,3241,1584,Primary,1.0
3503,3242,1585,Primary,1.0
3504,3243,1586,Primary,1.0
3505,3244,1586,Primary,1.0
3506,3244,3112,Joint,0.5
3507,3245,1587,Primary,1.0
3508,3246,1587,Primary,1.0
3509,3247,1587,Primary,1.0
3510,3248,1588,Primary,1.0
3511,3249,1588,Primary,1.0
3512,3250,1589,Primary,1.0
3513,3251,1589,Primary,1.0
3514,3252,1589,Primary,1.0
3515,3253,1590,Primary,1.0
3516,3254,1590,Primary,1.0
3517,3255,1591,Primary,1.0
3518,3255,1903,Joint,0.5
3519,3256,1592,Primary,1.0
3520,3257,1593,Primary,1.0
3521,3258,1593,Primary,1.0
3522,3259,1593,Primary,1.0
3523,3260,1594,Primary,1.0
3524,3261,1594,Primary,1.0
3525,3262,1595,Primary,1.0
3526,3263,1596,Primary,1.0
3527,3264,1596,Primary,1.0
3528,3265,1596,Primary,1.0
3529,3266,1596,Primary,1.0
3530,3267,1597,Primary,1.0
3531,3268,1597,Primary,1.0
3532,3269,1598,Primary,1.0
3533,3270,1598,Primary,1.0
3534,3271,1599,Primary,1.0
3535,3272,1600,Primary,1.0
3536,3273,1600,Primary,1.0
3537,3274,1601,Primary,1.0
3538,3275,1602,Primary,1.0
3539,3276,1603,Primary,1.0
3540,3277,1603,Primary,1.0
3541,3278,1603,Primary,1.0
3542,3279,1604,Primary,1.0
3543,3280,1604,Primary,1.0
3544,3281,1605,Primary,1.0
3545,3282,1605,Primary,1.0
3546,3283,1605,Primary,1.0
3547,3284,1606,Primary,1.0
3548,3285,1607,Primary,1.0
3549,3286,1608,Primary,1.0
3550,3287,1608,Primary,1.0
3551,3288,1608,Primary,1.0
3552,3289,1609,Primary,1.0
3553,3290,1609,Primary,1.0
3554,3291,1609,Primary,1.0
3555,3292,1610,Primary,1.0
3556,3293,1610,Primary,1.0
3557,3294,1610,Primary,1.0
3558,3295,1610,Primary,1.0
3559,3296,1611,Primary,1.0
3560,3297,1611,Primary,1.0
3561,3298,1611,Primary,1.0
3562,3299,1612,Primary,1.0
3563,3300,1612,Primary,1.0
3564,3301,1613,Primary,1.0
3565,3302,1614,Primary,1.0
3566,3303,1614,Primary,1.0
3567,3304,1614,Primary,1.0
3568,3305,1615,Primary,1.0
3569,3306,1615,Primary,1.0
3570,3307,1616,Primary,1.0
3571,3308,1617,Primary,1.0
3572,3309,1617,Primary,1.0
3573,3310,1618,Primary,1.0
3574,3311,1618,Primary,1.0
3575,3312,1619,Primary,1.0
3576,3313,1619,Primary,1.0
3577,3314,1620,Primary,1.0
3578,3315,1620,Primary,1.0
3579,3316,1621,Primary,1.0
3580,3317,1621,Primary,1.0
3581,3318,1621,Primary,1.0
3582,3318,6319,Joint,0.5
3583,3319,1621,Primary,1.0
3584,3320,1622,Primary,1.0
3585,3321,1622,Primary,1.0
3586,3322,1623,Primary,1.0
3587,3323,1624,Primary,1.0
3588,3323,4400,Joint,0.5
3589,3324,1624,Primary,1.0
3590,3325,1625,Primary,1.0
3591,3326,1625,Primary,1.0
3592,3327,1625,Primary,1.0
3593,3328,1626,Primary,1.0
3594,3329,1626,Primary,1.0
3595,3330,1627,Primary,1.0
3596,3331,1627,Primary,1.0
3597,3332,1628,Primary,1.0
3598,3333,1629,Primary,1.0
3599,3334,1630,Primary,1.0
3600,3335,1630,Primary,1.0
3601,3336,1631,Primary,1.0
3602,3337,1631,Primary,1.0
3603,3338,1631,Primary,1.0
3604,3339,1632,Primary,1.0
3605,3340,1633,Primary,1.0
3606,3341,1634,Primary,1.0
3607,3342,1635,Primary,1.0
3608,3343,1636,Primary,1.0
3609,3344,1636,Primary,1.0
3610,3345,1637,Primary,1.0
3611,3346,1637,Primary,1.0
3612,3347,1637,Primary,1.0
3613,3348,1638,Primary,1.0
3614,3349,1638,Primary,1.0
3615,3349,599,Joint,0.5
3616,3350,1638,Primary,1.0
3617,3351,1639,Primary,1.0
3618,3351,6745,Joint,0.5
3619,3352,1639,Primary,1.0
3620,3353,1640,Primary,1.0
3621,3354,1641,Primary,1.0
3622,3355,1641,Primary,1.0
3623,3356,1642,Primary,1.0
3624,3357,1643,Primary,1.0
3625,3358,1644,Primary,1.0
3626,3359,1644,Primary,1.0
3627,3360,1644,Primary,1.0
3628,3361,1645,Primary,1.0
3629,3362,1646,Primary,1.0
3630,3363,1646,Primary,1.0
3631,3364,1646,Primary,1.0
3632,3365,1647,Primary,1.0
3633,3366,1647,Primary,1.0
3634,3367,1648,Primary,1.0
3635,3368,1649,Primary,1.0
3636,3369,1649,Primary,1.0
3637,3370,1649,Primary,1.0
3638,3371,1650,Primary,1.0
3639,3372,1651,Primary,1.0
3640,3373,1652,Primary,1.0
3641,3374,1652,Primary,1.0
3642,3375,1653,Primary,1.0
3643,3376,1653,Primary,1.0
3644,3377,1654,Primary,1.0
3645,3378,1654,Primary,1.0
3646,3379,1655,Primary,1.0
3647,3380,1656,Primary,1.0
3648,3380,290,Joint,0.5
3649,3381,1657,Primary,1.0
3650,3382,1658,Primary,1.0
3651,3383,1658,Primary,1.0
3652,3384,1659,Primary,1.0
3653,3385,1660,Primary,1.0
3654,3386,1660,Primary,1.0
3655,3387,1661,Primary,1.0
3656,3388,1662,Primary,1.0
3657,3389,1663,Primary,1.0
3658,3390,1663,Primary,1.0
3659,3391,1664,Primary,1.0
3660,3391,3076,Joint,0.5
3661,3392,1665,Primary,1.0
3662,3393,1665,Primary,1.0
3663,3394,1666,Primary,1.0
3664,3395,1666,Primary,1.0
3665,3395,1174,Joint,0.5
3666,3396,1666,Primary,1.0
3667,3397,1666,Primary,1.0
3668,3398,1667,Primary,1.0
3669,3399,1667,Primary,1.0
3670,3400,1667,Primary,1.0
3671,3401,1667,Primary,1.0
3672,3402,1668,Primary,1.0
3673,3403,1668,Primary,1.0
3674,3404,1668,Primary,1.0
3675,3405,1669,Primary,1.0
3676,3406,1670,Primary,1.0
3677,3407,1670,Primary,1.0
3678,3408,1671,Primary,1.0
3679,3409,1671,Primary,1.0
3680,3409,6995,Joint,0.5
3681,3410,1671,Primary,1.0
3682,3411,1671,Primary,1.0
3683,3412,1672,Primary,1.0
3684,3413,1672,Primary,1.0
3685,3414,1673,Primary,1.0
3686,3415,1673,Primary,1.0
3687,3416,1673,Primary,1.0
3688,3417,1674,Primary,1.0
3689,3418,1674,Primary,1.0
3690,3419,1675,Primary,1.0
3691,3420,1676,Primary,1.0
3692,3421,1677,Primary,1.0
3693,3422,1677,Primary,1.0
3694,3423,1677,Primary,1.0
3695,3424,1677,Primary,1.0
3696,3425,1678,Primary,1.0
3697,3426,1678,Primary,1.0
3698,3427,1678,Primary,1.0
3699,3428,1679,Primary,1.0
3700,3429,1679,Primary,1.0
3701,3430,1680,Primary,1.0
3702,3431,1681,Primary,1.0
3703,3432,1681,Primary,1.0
3704,3433,1681,Primary,1.0
3705,3434,1681,Primary,1.0
3706,3435,1682,Primary,1.0
3707,3436,1682,Primary,1.0
3708,3437,1682,Primary,1.0
3709,3438,1683,Primary,1.0
3710,3439,1683,Primary,1.0
3711,3440,1683,Primary,1.0
3712,3441,1684,Primary,1.0
3713,3442,1684,Primary,1.0
3714,3442,6590,Joint,0.5
3715,3443,1685,Primary,1.0
3716,3444,1685,Primary,1.0
3717,3445,1686,Primary,1.0
3718,3445,6250,Joint,0.5
3719,3446,1686,Primary,1.0
3720,3447,1686,Primary,1.0
3721,3448,1687,Primary,1.0
3722,3449,1687,Primary,1.0
3723,3450,1687,Primary,1.0
3724,3451,1687,Primary,1.0
3725,3452,1688,Primary,1.0
3726,3453,1688,Primary,1.0
3727,3454,1688,Primary,1.0
3728,3455,1689,Primary,1.0
3729,3455,2610,Joint,0.5
3730,3456,1689,Primary,1.0
3731,3457,1690,Primary,1.0
3732,3458,1691,Primary,1.0
3733,3459,1692,Primary,1.0
3734,3460,1693,Primary,1.0
3735,3460,2273,Joint,0.5
3736,3461,1693,Primary,1.0
3737,3462,1694,Primary,1.0
3738,3463,1695,Primary,1.0
3739,3464,1695,Primary,1.0
3740,3465,1696,Primary,1.0
3741,3466,1696,Primary,1.0
3742,3467,1697,Primary,1.0
3743,3468,1697,Primary,1.0
3744,3469,1698,Primary,1.0
3745,3470,1698,Primary,1.0
3746,3471,1698,Primary,1.0
3747,3472,1699,Primary,1.0
3748,3473,1700,Primary,1.0
3749,3474,1701,Primary,1.0
3750,3475,1701,Primary,1.0
3751,3476,1702,Primary,1.0
3752,3477,1702,Primary,1.0
3753,3478,1703,Primary,1.0
3754,3479,1703,Primary,1.0
3755,3480,1704,Primary,1.0
3756,3481,1705,Primary,1.0
3757,3482,1706,Primary,1.0
3758,3483,1706,Primary,1.0
3759,3484,1707,Primary,1.0
3760,3485,1707,Primary,1.0
3761,3486,1707,Primary,1.0
3762,3487,1708,Primary,1.0
3763,3488,1708,Primary,1.0
3764,3489,1708,Primary,1.0
3765,3490,1709,Primary,1.0
3766,3491,1709,Primary,1.0
3767,3492,1709,Primary,1.0
3768,3493,1709,Primary,1.0
3769,3494,1710,Primary,1.0
3770,3495,1711,Primary,1.0
3771,3496,1712,Primary,1.0
3772,3497,1712,Primary,1.0
3773,3498,1713,Primary,1.0
3774,3499,1713,Primary,1.0
3775,3499,2009,Joint,0.5
3776,3500,1713,Primary,1.0
3777,3501,1714,Primary,1.0
3778,3502,1715,Primary,1.0
3779,3502,6298,Joint,0.5
3780,3503,1715,Primary,1.0
3781,3504,1716,Primary,1.0
3782,3505,1716,Primary,1.0
3783,3505,6718,Joint,0.5
3784,3506,1717,Primary,1.0
3785,3507,1717,Primary,1.0
3786,3507,626,Joint,0.5
3787,3508,1717,Primary,1.0
3788,3509,1718,Primary,1.0
3789,3509,6160,Joint,0.5
3790,3510,1718,Primary,1.0
3791,3511,1718,Primary,1.0
3792,3512,1719,Primary,1.0
3793,3513,1719,Primary,1.0
3794,3514,1719,Primary,1.0
3795,3515,1720,Primary,1.0
3796,3516,1720,Primary,1.0
3797,3517,1720,Primary,1.0
3798,3518,1721,Primary,1.0
3799,3519,1722,Primary,1.0
3800,3520,1722,Primary,1.0
3801,3521,1723,Primary,1.0
3802,3522,1724,Primary,1.0
3803,3523,1724,Primary,1.0
3804,3524,1725,Primary,1.0
3805,3525,1726,Primary,1.0
3806,3526,1727,Primary,1.0
3807,3527,1728,Primary,1.0
3808,3528,1729,Primary,1.0
3809,3529,1729,Primary,1.0
3810,3530,1730,Primary,1.0
3811,3531,1730,Primary,1.0
3812,3532,1731,Primary,1.0
3813,3533,1732,Primary,1.0
