loan_id,account_id,customer_id,institution_id,branch_id,product_id,origination_date,close_date,original_principal,annual_interest_rate,term_months,scheduled_monthly_payment,loan_status
334,2630,1277,5,208,13,2023-08-26,,350000.0,0.0934,60,7323.5,Delinquent 30
335,2646,1283,4,150,11,2025-07-11,,25000.0,0.0624,300,164.72,Current
336,2651,1285,1,7,13,2022-06-02,,15000.0,0.0903,36,477.23,Current
337,2659,1289,6,216,12,2023-06-10,,550000.0,0.1033,84,9224.4,Current
338,2665,1290,3,117,12,2022-10-25,,65000.0,0.0855,84,1030.86,Current
339,2668,1292,1,11,10,2022-02-18,,550000.0,0.0581,300,3480.08,Current
340,2670,1293,2,50,11,2025-03-23,,150000.0,0.0669,300,1030.26,Current
341,2677,1295,2,50,10,2025-11-06,,15000.0,0.0469,300,85.02,Current
342,2684,1298,2,87,12,2022-07-16,,35000.0,0.0985,84,578.42,Current
343,2695,1301,2,64,12,2024-06-16,,350000.0,0.0949,48,8791.14,Delinquent 90+
344,2697,1302,2,84,10,2020-11-10,,15000.0,0.0576,300,94.42,Current
345,2716,1311,3,123,10,2022-03-28,,350000.0,0.0558,300,2165.54,Delinquent 90+
346,2730,1320,3,129,12,2025-07-21,,15000.0,0.0943,84,244.62,Current
347,2734,1321,5,179,13,2023-11-15,,15000.0,0.0798,48,366.03,Current
348,2739,1324,1,24,11,2023-01-09,,550000.0,0.0637,300,3667.93,Current
349,2748,1329,4,136,13,2022-07-17,,550000.0,0.0917,60,11461.69,Delinquent 90+
350,2760,1336,2,81,13,2023-04-04,,15000.0,0.0901,60,311.45,Current
351,2762,1337,5,198,11,2025-05-11,,550000.0,0.0609,300,3573.95,Current
352,2770,1341,2,57,11,2022-09-14,,35000.0,0.0588,300,222.99,Charged Off
353,2771,1342,1,5,10,2025-12-13,,350000.0,0.0524,300,2094.88,Current
354,2775,1344,5,183,13,2024-02-05,,350000.0,0.0965,48,8818.33,Current
355,2780,1346,1,40,10,2025-09-18,,350000.0,0.0454,300,1953.83,Current
356,2798,1354,3,119,10,2024-11-11,,15000.0,0.055,300,92.09,Delinquent 30
357,2801,1355,4,167,11,2023-07-23,,35000.0,0.0623,300,230.45,Current
358,2803,1357,1,45,12,2025-10-20,,65000.0,0.0966,120,846.86,Current
359,2809,1360,5,184,12,2023-03-15,,350000.0,0.0923,36,11166.87,Current
360,2826,1369,5,193,13,2022-10-08,,25000.0,0.0854,36,789.67,Delinquent 30
361,2839,1375,5,202,12,2025-03-11,,25000.0,0.0939,84,407.18,Current
362,2840,1375,4,154,10,2021-06-29,,25000.0,0.0636,300,166.69,Current
363,2847,1379,1,11,10,2024-12-18,,350000.0,0.0473,300,1990.51,Current
364,2865,1389,3,98,11,2024-02-14,,25000.0,0.0607,300,162.07,Current
365,2867,1390,3,123,12,2023-12-04,,350000.0,0.0867,48,8654.67,Current
366,2870,1392,2,47,13,2023-01-24,,65000.0,0.0912,60,1353.19,Current
367,2871,1393,2,89,12,2020-10-20,,15000.0,0.0956,60,315.44,Current
368,2891,1403,4,162,11,2025-05-28,,65000.0,0.0544,300,396.71,Current
369,2916,1417,3,113,11,2024-11-08,,550000.0,0.0574,300,3457.17,Current
370,2923,1421,5,202,13,2025-09-17,,350000.0,0.0788,48,8525.33,Charged Off
371,2924,1421,1,13,11,2022-05-31,,15000.0,0.0585,300,95.27,Paid Off
372,2927,1423,2,85,10,2023-08-15,,35000.0,0.041,300,186.7,Current
373,2930,1424,4,154,12,2025-10-07,,35000.0,0.0995,60,742.77,Delinquent 60
374,2935,1427,2,72,10,2025-11-15,,350000.0,0.0437,300,1920.18,Current
375,2937,1429,1,14,12,2025-09-27,,35000.0,0.0979,84,577.16,Delinquent 90+
376,2946,1432,4,158,11,2024-10-15,,150000.0,0.0635,300,998.52,Current
377,2949,1434,4,166,11,2025-04-12,,65000.0,0.0591,300,415.2,Current
378,2955,1438,5,188,10,2024-09-07,,35000.0,0.0551,300,215.19,Current
379,2994,1462,1,31,12,2024-09-12,,65000.0,0.1048,36,2112.15,Current
380,3012,1471,1,11,12,2024-01-01,,25000.0,0.1017,36,808.66,Current
381,3022,1476,4,149,11,2022-06-05,,35000.0,0.0611,300,227.97,Delinquent 60
382,3023,1476,2,77,10,2025-02-19,,15000.0,0.0563,300,93.3,Delinquent 30
383,3029,1478,2,79,12,2025-02-06,,350000.0,0.1027,120,4677.42,Current
384,3033,1481,5,202,13,2025-03-13,,65000.0,0.0929,36,2075.64,Current
385,3042,1486,5,200,10,2021-08-27,,550000.0,0.0492,300,3188.92,Current
386,3046,1487,3,114,10,2025-07-16,,25000.0,0.0512,300,147.95,Current
387,3053,1492,4,170,11,2021-11-11,,550000.0,0.0645,300,3695.41,Current
388,3056,1493,6,221,13,2025-08-11,,550000.0,0.0807,84,8590.69,Current
389,3064,1499,2,80,11,2022-08-07,,350000.0,0.0676,300,2419.47,Current
390,3065,1499,4,148,12,2022-08-07,,15000.0,0.09,36,477.02,Current
391,3090,1514,1,19,12,2023-07-02,,35000.0,0.0988,120,460.13,Current
392,3094,1515,3,128,12,2022-12-13,2023-03-08,15000.0,0.0989,84,248.17,Charged Off
393,3097,1516,1,32,10,2022-06-07,,350000.0,0.0455,300,1956.24,Current
394,3110,1524,6,215,10,2025-11-09,,150000.0,0.0455,300,838.18,Delinquent 60
395,3117,1527,4,143,12,2025-03-25,,350000.0,0.0976,120,4579.55,Current
396,3119,1528,3,128,12,2023-01-03,,150000.0,0.0925,48,3750.94,Current
397,3123,1529,4,144,12,2025-08-27,,550000.0,0.0959,48,13840.13,Delinquent 30
398,3124,1529,2,87,13,2024-08-18,,350000.0,0.0837,60,7159.24,Current
399,3126,1531,5,191,10,2023-04-19,,550000.0,0.0432,300,3002.62,Current
400,3129,1533,5,186,10,2021-08-09,,25000.0,0.0562,300,155.32,Current
401,3142,1537,1,26,12,2023-07-27,,15000.0,0.0919,84,242.8,Current
402,3144,1538,4,134,12,2024-05-24,,35000.0,0.1025,48,891.87,Current
403,3149,1539,3,104,12,2021-05-06,,35000.0,0.0916,36,1115.66,Current
404,3152,1540,1,19,13,2021-04-27,,350000.0,0.0797,84,5449.71,Delinquent 30
405,3156,1542,4,136,12,2023-05-05,,15000.0,0.0965,120,195.34,Current
406,3164,1546,4,157,10,2024-01-07,,15000.0,0.0489,300,86.76,Current
407,3168,1548,1,37,12,2024-06-02,,150000.0,0.1002,84,2492.1,Paid Off
408,3175,1551,4,168,13,2025-12-10,,35000.0,0.08,120,424.6,Current
409,3188,1557,2,49,12,2024-10-18,,65000.0,0.1047,84,1095.09,Current
410,3194,1559,4,134,13,2024-10-06,,350000.0,0.0781,60,7064.67,Current
411,3215,1569,3,94,12,2025-07-25,,150000.0,0.0914,84,2423.81,Current
412,3217,1570,3,114,12,2024-06-08,,25000.0,0.1003,120,330.82,Current
413,3225,1573,2,59,13,2024-01-24,,350000.0,0.0822,48,8581.3,Current
414,3249,1588,2,78,12,2025-08-06,,150000.0,0.102,120,1999.21,Current
415,3252,1589,2,73,10,2025-11-18,,25000.0,0.0447,300,138.54,Current
416,3265,1596,1,8,13,2024-01-27,,350000.0,0.0924,48,8749.47,Current
417,3281,1605,6,221,12,2021-07-04,,350000.0,0.0964,48,8816.87,Current
418,3290,1609,6,211,12,2021-11-14,,25000.0,0.0937,60,523.41,Current
419,3291,1609,2,68,10,2022-09-17,,25000.0,0.0533,300,150.93,Current
420,3304,1614,2,82,10,2021-01-17,,65000.0,0.0466,300,367.08,Current
421,3311,1618,6,223,11,2024-09-07,,35000.0,0.0662,300,239.04,Current
422,3325,1625,4,150,13,2025-07-17,,65000.0,0.0863,120,810.59,Current
423,3328,1626,6,221,12,2024-10-06,,35000.0,0.1018,36,1132.31,Current
424,3347,1637,4,160,12,2025-11-10,,550000.0,0.0944,60,11534.42,Current
425,3359,1644,5,200,10,2023-12-29,,350000.0,0.0553,300,2155.96,Current
426,3378,1654,4,139,12,2024-03-31,,550000.0,0.0964,84,9029.44,Current
427,3398,1667,5,196,11,2025-08-18,,550000.0,0.0566,300,3429.27,Paid Off
428,3403,1668,1,21,11,2021-04-26,2023-09-03,350000.0,0.0605,300,2266.54,Delinquent 90+
429,3411,1671,3,126,13,2024-12-23,,65000.0,0.0958,36,2084.49,Delinquent 30
430,3421,1677,3,122,10,2021-01-24,,550000.0,0.0545,300,3362.18,Current
431,3424,1677,1,10,11,2024-06-06,,25000.0,0.0667,300,171.46,Current
432,3429,1679,3,123,13,2025-05-15,,15000.0,0.0864,36,474.52,Current
433,3432,1681,3,116,12,2022-07-31,,15000.0,0.0959,120,194.82,Delinquent 60
434,3434,1681,2,47,11,2022-10-17,2024-07-14,550000.0,0.06,300,3542.62,Current
435,3440,1683,4,167,13,2022-03-01,,15000.0,0.092,48,374.67,Current
436,3451,1687,2,60,10,2025-07-23,,35000.0,0.0547,300,214.27,Current
437,3465,1696,4,161,12,2024-07-06,,15000.0,0.0943,60,314.49,Current
438,3467,1697,1,21,12,2024-04-27,,350000.0,0.0992,48,8863.82,Current
439,3484,1707,5,198,12,2022-07-02,,35000.0,0.1132,48,909.98,Delinquent 30
440,3489,1708,3,109,13,2025-04-22,,350000.0,0.0901,120,4435.99,Current
441,3490,1709,1,18,10,2023-04-11,,350000.0,0.046,300,1964.41,Delinquent 30
442,3505,1716,4,163,12,2025-09-12,,25000.0,0.0991,60,530.06,Current
443,3509,1718,1,22,11,2025-04-13,,25000.0,0.067,300,171.93,Charged Off
444,3511,1718,5,194,12,2022-09-10,,15000.0,0.0994,84,248.58,Current
445,3514,1719,4,156,12,2022-04-09,,350000.0,0.1022,48,8914.28,Delinquent 30
446,3517,1720,2,83,12,2021-01-27,,150000.0,0.1005,120,1986.3,Current
447,3522,1724,4,131,10,2024-06-15,2024-12-22,150000.0,0.056,300,930.44,Current
448,3536,1733,1,14,11,2023-09-03,,550000.0,0.0675,300,3798.58,Charged Off
449,3550,1740,2,51,10,2024-03-10,2025-10-29,65000.0,0.0596,300,417.01,Delinquent 90+
450,3552,1740,5,204,12,2022-12-25,,550000.0,0.0945,48,13805.54,Current
451,3554,1741,1,39,12,2025-11-02,,35000.0,0.1006,84,582.18,Current
452,3575,1750,3,108,11,2025-04-15,,350000.0,0.0571,300,2192.58,Current
453,3579,1753,2,58,10,2024-03-14,,150000.0,0.0488,300,866.71,Current
454,3586,1755,3,114,10,2025-08-14,,350000.0,0.0555,300,2159.79,Current
455,3599,1762,3,95,13,2024-02-10,,25000.0,0.0817,60,508.9,Delinquent 30
456,3600,1762,1,6,11,2024-07-15,,150000.0,0.0584,300,951.85,Current
457,3606,1764,3,96,11,2025-09-11,,65000.0,0.0557,300,401.97,Current
458,3609,1765,6,216,12,2024-01-27,,550000.0,0.1043,120,7399.09,Current
459,3613,1767,5,183,12,2024-01-18,,150000.0,0.0912,84,2422.46,Delinquent 90+
460,3618,1770,2,67,11,2024-03-21,,350000.0,0.0564,300,2178.45,Current
461,3631,1777,3,113,13,2025-04-04,,35000.0,0.0861,84,556.14,Current
462,3637,1780,1,31,10,2024-03-15,,550000.0,0.0485,300,3168.35,Current
463,3649,1785,1,9,11,2023-10-04,,35000.0,0.0567,300,218.43,Current
464,3660,1790,3,94,12,2021-11-11,,35000.0,0.101,36,1131.01,Paid Off
465,3666,1795,4,167,11,2024-11-28,,35000.0,0.0617,300,229.06,Current
466,3671,1796,1,37,12,2025-04-10,,25000.0,0.0921,60,521.47,Current
467,3673,1797,4,170,12,2025-11-28,,15000.0,0.1055,36,487.89,Current
468,3680,1799,1,7,12,2025-08-15,,65000.0,0.0952,48,1633.77,Current
469,3681,1800,3,106,11,2024-10-31,,150000.0,0.0683,300,1044.13,Delinquent 60
470,3690,1804,1,7,12,2022-04-17,,25000.0,0.0961,84,410.04,Current
471,3702,1810,1,3,10,2024-06-04,,350000.0,0.0626,300,2310.56,Current
472,3703,1810,2,73,12,2024-03-20,,35000.0,0.0981,120,458.92,Current
473,3707,1812,5,202,11,2025-04-27,,350000.0,0.0545,300,2139.77,Current
474,3709,1813,3,116,10,2025-02-06,,150000.0,0.0481,300,860.16,Current
475,3725,1819,5,184,12,2022-01-15,,15000.0,0.0974,84,247.0,Delinquent 30
476,3728,1821,1,30,12,2023-07-01,,150000.0,0.0894,120,1895.46,Current
477,3734,1824,1,10,10,2024-05-19,,350000.0,0.056,300,2170.39,Current
478,3736,1825,4,162,12,2025-11-07,,65000.0,0.1001,48,1648.94,Current
479,3742,1827,2,69,11,2024-01-02,,350000.0,0.0696,300,2464.58,Delinquent 60
480,3765,1838,4,170,13,2024-10-25,,150000.0,0.0853,84,2377.87,Current
481,3767,1838,6,211,12,2023-07-07,,550000.0,0.1014,84,9171.36,Current
482,3777,1844,6,215,10,2023-05-06,,350000.0,0.0583,300,2218.17,Current
483,3791,1852,1,14,13,2025-05-07,,65000.0,0.0801,48,1587.11,Current
484,3794,1853,4,151,12,2025-10-02,,350000.0,0.1097,84,5987.92,Current
485,3798,1854,4,140,12,2022-02-07,,35000.0,0.0913,60,728.81,Delinquent 60
486,3801,1855,3,95,10,2023-05-26,,65000.0,0.0543,300,396.58,Delinquent 30
487,3803,1856,1,26,10,2025-04-07,,350000.0,0.0623,300,2303.88,Delinquent 30
488,3805,1857,2,61,12,2024-11-18,,25000.0,0.089,48,620.94,Delinquent 30
489,3811,1860,5,183,12,2025-09-19,,350000.0,0.0934,84,5690.87,Current
490,3821,1866,1,8,11,2024-11-30,,65000.0,0.0632,300,431.78,Current
491,3824,1867,6,219,12,2021-09-03,,350000.0,0.0999,120,4622.88,Current
492,3826,1867,5,208,11,2024-08-07,,25000.0,0.0593,300,160.04,Delinquent 90+
493,3830,1869,1,34,12,2022-09-08,,25000.0,0.1058,36,813.51,Current
494,3836,1871,3,102,12,2024-04-07,,65000.0,0.0873,60,1340.93,Current
495,3839,1873,4,162,10,2024-11-24,,150000.0,0.0532,300,905.25,Current
496,3844,1876,6,218,11,2025-04-29,,150000.0,0.0617,300,982.01,Current
497,3848,1878,3,122,12,2025-05-21,,15000.0,0.0935,60,313.95,Delinquent 90+
498,3858,1883,5,173,12,2023-01-13,,15000.0,0.0972,84,246.84,Current
499,3865,1885,5,191,12,2021-12-01,,350000.0,0.0962,120,4551.32,Current
500,3869,1886,2,84,11,2023-07-25,,350000.0,0.057,300,2190.41,Current
501,3889,1896,2,55,10,2025-03-30,,15000.0,0.0492,300,87.0,Current
502,3890,1897,6,215,13,2025-12-01,,25000.0,0.0971,36,803.32,Current
503,3897,1901,4,132,10,2024-05-07,,35000.0,0.0489,300,202.41,Current
504,3902,1902,5,177,12,2024-10-21,,65000.0,0.1016,84,1084.56,Current
505,3918,1912,6,222,10,2023-12-19,,65000.0,0.0483,300,373.53,Current
506,3923,1914,4,133,13,2025-05-04,,25000.0,0.0806,120,304.07,Current
507,3929,1917,1,8,12,2025-02-03,,15000.0,0.0915,48,374.36,Current
508,3937,1921,1,22,10,2022-10-05,,550000.0,0.0551,300,3380.8,Current
509,3943,1923,2,77,12,2025-07-06,,350000.0,0.0912,48,8728.94,Current
510,3951,1929,3,96,10,2023-02-08,,150000.0,0.0534,300,906.41,Charged Off
511,3957,1933,4,133,12,2024-03-13,,350000.0,0.0874,84,5585.46,Current
512,3958,1933,3,121,13,2024-03-13,,15000.0,0.0842,84,236.93,Current
513,3978,1944,2,80,11,2022-10-22,,350000.0,0.0531,300,2110.35,Paid Off
514,3988,1949,1,29,12,2024-01-05,,15000.0,0.1039,48,383.28,Current
515,4016,1963,2,90,11,2024-02-23,,15000.0,0.0644,300,100.7,Current
516,4017,1964,2,78,12,2022-10-08,,15000.0,0.0947,60,314.78,Paid Off
517,4020,1965,4,138,12,2024-02-28,2025-02-24,350000.0,0.1016,36,11319.94,Current
518,4025,1966,1,27,12,2024-06-30,,25000.0,0.0966,120,325.68,Current
519,4032,1970,2,85,13,2025-04-05,,25000.0,0.0833,84,393.72,Current
520,4042,1975,1,26,11,2022-09-08,,15000.0,0.0707,300,106.7,Current
521,4046,1976,1,1,11,2024-08-15,,15000.0,0.0528,300,90.15,Current
522,4049,1977,1,15,13,2025-06-14,,65000.0,0.0816,60,1323.1,Current
523,4051,1978,2,77,12,2024-11-12,,35000.0,0.0951,120,453.12,Current
524,4061,1983,3,128,12,2022-05-15,,550000.0,0.0952,48,13822.15,Current
525,4070,1987,2,81,12,2024-06-24,,350000.0,0.1077,84,5950.75,Current
526,4075,1989,1,9,10,2024-04-02,,15000.0,0.0515,300,89.0,Current
527,4104,2003,2,73,10,2023-05-12,,550000.0,0.0488,300,3176.69,Current
528,4105,2003,4,153,11,2023-04-29,,35000.0,0.0696,300,246.56,Current
529,4114,2008,1,13,13,2024-09-07,,35000.0,0.0797,120,424.08,Current
530,4147,2026,4,138,10,2020-11-14,,15000.0,0.0388,300,78.18,Current
531,4169,2038,1,40,10,2022-11-22,,350000.0,0.0562,300,2174.55,Delinquent 30
532,4173,2039,5,191,10,2023-07-17,,65000.0,0.0576,300,409.21,Delinquent 30
533,4181,2045,4,140,13,2022-12-13,,15000.0,0.0808,120,182.61,Paid Off
534,4188,2048,2,56,11,2024-03-31,,35000.0,0.0574,300,219.92,Current
535,4191,2049,1,21,12,2025-04-24,,550000.0,0.1004,84,9141.78,Current
536,4209,2057,2,87,12,2024-09-30,,35000.0,0.0954,36,1121.73,Current
537,4226,2066,3,119,11,2023-10-26,,350000.0,0.0679,300,2426.7,Current
538,4230,2068,5,193,12,2024-03-07,,15000.0,0.1017,36,485.21,Current
539,4242,2074,4,151,11,2025-07-26,,25000.0,0.055,300,153.58,Current
540,4252,2080,5,189,10,2022-05-25,,35000.0,0.057,300,219.21,Current
541,4258,2084,3,124,12,2024-01-18,,35000.0,0.0929,84,568.33,Delinquent 30
542,4263,2086,6,221,11,2022-01-04,,550000.0,0.0575,300,3460.91,Paid Off
543,4276,2093,5,187,10,2025-05-11,,65000.0,0.0529,300,390.97,Delinquent 30
544,4280,2094,5,203,10,2020-11-22,,35000.0,0.0519,300,208.47,Current
545,4287,2097,5,192,11,2022-06-25,,150000.0,0.074,300,1098.76,Delinquent 90+
546,4288,2097,1,15,12,2025-10-05,,550000.0,0.0892,60,11395.74,Current
547,4295,2100,4,139,11,2024-04-02,,350000.0,0.0496,300,2037.39,Current
548,4308,2107,5,177,11,2023-01-23,,550000.0,0.0573,300,3452.09,Current
549,4312,2108,3,127,11,2024-11-24,,150000.0,0.0574,300,942.41,Delinquent 90+
550,4319,2111,5,192,10,2021-05-20,2021-12-01,15000.0,0.068,300,104.12,Current
551,4329,2118,2,56,13,2024-07-23,,65000.0,0.0709,120,757.81,Current
552,4358,2135,2,88,12,2025-10-20,,350000.0,0.094,84,5702.81,Current
553,4364,2137,5,201,12,2024-11-05,,350000.0,0.0999,60,7434.29,Current
554,4375,2141,3,125,10,2021-12-29,,35000.0,0.0551,300,215.13,Delinquent 30
555,4394,2149,5,178,13,2023-11-24,,350000.0,0.094,48,8776.35,Current
556,4408,2157,4,158,13,2022-05-02,,350000.0,0.0834,36,11023.43,Delinquent 30
557,4409,2157,4,169,12,2021-06-01,,550000.0,0.0864,120,6861.43,Current
558,4415,2159,2,70,13,2025-01-03,,150000.0,0.0933,120,1926.85,Delinquent 30
559,4425,2164,1,42,13,2021-02-22,,65000.0,0.081,120,791.94,Current
560,4439,2170,6,223,12,2020-08-23,,150000.0,0.0974,84,2469.72,Current
561,4441,2172,2,80,12,2025-09-04,,550000.0,0.0977,60,11624.52,Current
562,4458,2180,5,205,12,2025-11-01,,65000.0,0.0929,36,2075.85,Current
563,4464,2185,1,32,12,2024-04-25,,25000.0,0.0999,120,330.22,Delinquent 30
564,4467,2186,5,178,11,2021-04-18,,150000.0,0.0661,300,1023.13,Delinquent 60
565,4478,2192,3,118,12,2024-06-08,,25000.0,0.1004,48,634.52,Current
566,4479,2192,3,124,11,2023-10-25,,65000.0,0.0626,300,429.07,Current
567,4505,2206,6,221,13,2022-12-05,,25000.0,0.0871,48,618.65,Current
568,4507,2207,3,101,12,2024-11-04,,65000.0,0.0972,60,1372.03,Current
569,4523,2215,3,104,10,2023-05-20,,35000.0,0.0572,300,219.63,Charged Off
570,4530,2217,4,139,12,2024-01-25,,350000.0,0.1028,84,5860.85,Current
571,4542,2223,1,19,11,2024-09-14,,15000.0,0.0632,300,99.64,Delinquent 30
572,4555,2231,2,62,12,2023-04-05,,25000.0,0.0999,84,414.9,Current
573,4577,2240,4,162,12,2024-06-11,,15000.0,0.0919,60,312.8,Current
574,4608,2255,1,39,12,2021-10-15,,15000.0,0.1066,60,323.63,Current
575,4610,2255,4,160,10,2021-10-15,,550000.0,0.0504,300,3229.59,Current
576,4624,2264,2,66,13,2025-06-06,2025-08-12,25000.0,0.087,48,618.58,Current
577,4626,2265,5,202,13,2024-03-24,,350000.0,0.0944,60,7339.65,Delinquent 30
578,4634,2267,4,146,11,2021-05-09,2022-12-24,25000.0,0.063,300,165.65,Current
579,4637,2268,2,47,12,2025-01-24,,65000.0,0.0967,36,2087.39,Current
580,4667,2284,1,39,13,2025-03-30,,550000.0,0.0863,84,8746.88,Current
581,4687,2295,4,155,10,2022-06-13,,35000.0,0.0647,300,235.64,Current
582,4709,2308,2,69,10,2025-09-11,,35000.0,0.0504,300,205.48,Delinquent 30
583,4732,2319,2,74,10,2023-08-11,,65000.0,0.0509,300,383.57,Current
584,4735,2321,1,30,10,2024-06-08,,25000.0,0.048,300,143.19,Current
585,4736,2321,5,171,13,2024-03-29,,15000.0,0.0731,120,176.6,Current
586,4742,2323,5,178,12,2025-06-15,,25000.0,0.099,60,530.01,Current
587,4747,2326,6,221,10,2024-04-25,,550000.0,0.0547,300,3367.62,Current
588,4753,2329,6,220,13,2021-12-30,2023-02-17,25000.0,0.0836,48,614.57,Current
589,4762,2333,1,32,10,2024-12-11,,65000.0,0.0507,300,382.57,Delinquent 90+
590,4769,2337,2,54,11,2023-03-24,,350000.0,0.0552,300,2153.59,Current
591,4779,2342,5,187,12,2023-10-08,,65000.0,0.0963,60,1369.38,Current
592,4816,2363,2,78,12,2023-02-13,,35000.0,0.0947,36,1120.59,Current
593,4822,2366,4,169,13,2022-01-30,,15000.0,0.0806,60,304.61,Current
594,4826,2367,1,39,10,2023-04-18,,35000.0,0.0617,300,229.17,Current
595,4838,2373,3,117,12,2023-11-11,,150000.0,0.1027,48,3823.65,Current
596,4842,2374,4,149,10,2025-07-22,,15000.0,0.0518,300,89.24,Current
597,4843,2375,6,214,12,2023-12-29,2025-12-08,350000.0,0.0797,48,8539.03,Current
598,4857,2379,3,119,12,2021-05-18,,65000.0,0.1036,48,1659.92,Current
599,4862,2382,3,119,11,2023-11-11,,350000.0,0.0536,300,2119.74,Current
600,4869,2386,6,216,13,2023-06-29,,150000.0,0.0767,36,4677.6,Current
601,4890,2397,4,155,10,2023-09-12,,35000.0,0.0445,300,193.47,Current
602,4893,2398,1,23,12,2022-12-11,,25000.0,0.1046,48,639.57,Current
603,4912,2407,2,75,13,2023-01-09,,25000.0,0.0934,84,406.62,Current
604,4916,2408,2,86,12,2022-12-13,,350000.0,0.0936,120,4501.34,Delinquent 90+
605,4933,2418,5,183,11,2023-08-22,,35000.0,0.0577,300,220.65,Current
606,4944,2423,1,14,13,2024-07-02,,15000.0,0.0883,120,188.62,Delinquent 60
607,4955,2429,2,48,13,2025-02-09,,350000.0,0.0808,60,7109.55,Current
608,4968,2435,2,48,10,2020-07-26,,15000.0,0.059,300,95.76,Current
609,4979,2442,2,60,13,2021-03-05,,550000.0,0.0788,36,17205.48,Current
610,4988,2444,1,44,13,2024-01-01,,15000.0,0.0795,36,469.67,Current
611,4998,2449,4,159,13,2024-12-30,,25000.0,0.0831,60,510.68,Current
612,5000,2450,1,9,12,2025-08-02,,25000.0,0.1094,60,542.78,Current
613,5026,2465,4,133,13,2025-11-29,,25000.0,0.083,120,307.33,Current
614,5028,2466,1,1,13,2025-12-10,,25000.0,0.0693,36,771.11,Current
615,5032,2467,3,120,12,2022-01-22,,35000.0,0.1011,120,464.57,Charged Off
616,5034,2468,6,221,12,2025-04-24,,25000.0,0.1065,84,423.53,Paid Off
617,5038,2470,1,19,13,2025-03-31,,150000.0,0.0863,36,4744.45,Current
618,5049,2475,5,203,10,2025-08-22,,550000.0,0.0524,300,3293.43,Delinquent 30
619,5050,2475,6,214,11,2025-08-22,,15000.0,0.0571,300,94.03,Current
620,5062,2481,2,65,13,2024-05-16,,150000.0,0.0874,84,2393.95,Charged Off
621,5087,2496,3,122,13,2024-02-11,,65000.0,0.0941,120,837.97,Current
622,5106,2505,2,54,11,2025-07-12,,150000.0,0.0633,300,996.88,Current
623,5108,2506,2,89,11,2023-11-17,,25000.0,0.0611,300,162.81,Paid Off
624,5113,2508,3,123,13,2024-02-02,,65000.0,0.0711,48,1559.83,Current
625,5127,2515,1,5,13,2024-07-27,2024-11-12,35000.0,0.0791,36,1095.32,Current
626,5132,2518,1,26,11,2023-04-02,,35000.0,0.0577,300,220.67,Current
627,5133,2518,4,162,10,2023-04-02,,25000.0,0.0501,300,146.24,Current
628,5159,2534,4,137,11,2022-12-05,,65000.0,0.0622,300,427.72,Charged Off
629,5170,2539,4,157,10,2020-09-06,,550000.0,0.0595,300,3528.03,Current
630,5174,2541,2,65,12,2022-12-13,,25000.0,0.1015,60,533.0,Charged Off
631,5175,2541,3,130,10,2020-10-13,,350000.0,0.0545,300,2138.29,Current
632,5180,2544,6,217,12,2022-08-26,,550000.0,0.0933,120,7065.73,Current
633,5200,2554,4,159,12,2024-04-22,,550000.0,0.0998,84,9125.66,Current
634,5209,2559,5,176,12,2025-04-17,,350000.0,0.0971,48,8828.08,Paid Off
635,5229,2566,5,195,10,2024-12-22,,350000.0,0.0484,300,2013.76,Current
636,5233,2568,3,129,10,2024-06-19,,15000.0,0.0464,300,84.53,Paid Off
637,5235,2569,1,44,13,2020-05-14,,25000.0,0.0828,48,613.6,Delinquent 60
638,5242,2572,4,141,13,2025-09-10,,15000.0,0.0864,36,474.46,Current
639,5245,2574,4,146,13,2023-07-23,,65000.0,0.0777,120,780.63,Current
640,5259,2583,1,40,13,2022-05-02,2024-04-07,350000.0,0.0824,48,8584.38,Delinquent 30
641,5277,2593,1,15,10,2023-06-16,,15000.0,0.0542,300,91.43,Current
642,5279,2594,2,81,12,2020-10-02,,350000.0,0.1,36,11294.25,Delinquent 30
643,5282,2595,3,107,12,2025-10-06,,550000.0,0.1022,48,14006.3,Current
644,5297,2602,4,165,10,2024-09-25,,25000.0,0.0563,300,155.44,Current
645,5316,2611,4,167,13,2022-06-30,,350000.0,0.0765,120,4182.23,Current
646,5331,2619,3,116,12,2025-09-26,,15000.0,0.0982,60,317.35,Current
647,5337,2620,1,42,12,2021-03-24,,35000.0,0.0979,48,884.14,Current
648,5339,2621,6,223,13,2025-07-02,,550000.0,0.0871,48,13612.14,Current
649,5342,2622,2,66,12,2021-02-12,,25000.0,0.098,84,412.49,Current
650,5345,2624,2,60,13,2022-12-21,,550000.0,0.0829,48,13501.68,Current
651,5348,2625,2,55,13,2023-07-21,,25000.0,0.0917,48,624.13,Current
652,5362,2633,5,207,12,2024-09-24,,35000.0,0.1047,48,895.63,Current
653,5365,2634,1,21,12,2025-06-02,,350000.0,0.0942,84,5705.99,Current
654,5374,2640,5,199,11,2025-03-09,,35000.0,0.0588,300,223.0,Delinquent 60
655,5378,2641,3,130,10,2024-10-31,,550000.0,0.0483,300,3162.56,Current
656,5385,2644,6,210,10,2023-09-18,,150000.0,0.0473,300,853.12,Delinquent 30
657,5407,2657,2,51,12,2025-07-15,,25000.0,0.1008,84,416.12,Current
658,5413,2659,4,133,12,2022-06-26,,350000.0,0.1014,84,5835.24,Current
659,5418,2663,5,193,12,2023-09-12,,150000.0,0.0954,60,3153.04,Current
