fraud_alert_id,transaction_id,account_id,customer_id,institution_id,branch_id,alert_date,alert_type,severity,confirmed_fraud_flag,estimated_loss_amount,resolution_status
288,27014,2783,1347,5,182,2024-05-10,Geo Mismatch,Low,False,0.0,Closed - Confirmed Fraud
289,25884,7612,3728,2,57,2023-09-26,High Risk Merchant,High,True,976.12,Account Frozen
290,30708,12679,6164,2,57,2025-04-09,Velocity Spike,High,False,0.0,Closed - False Positive
291,2227,3355,1641,4,151,2024-04-28,Velocity Spike,Low,False,0.0,Closed - False Positive
292,30780,11740,5728,3,101,2023-12-21,Card Not Present,High,True,589.11,Account Frozen
293,27721,10892,5305,5,187,2024-09-24,Known Compromise,Medium,False,0.0,Closed - False Positive
294,27105,602,287,5,199,2023-02-08,Card Not Present,Critical,False,0.0,Closed - False Positive
295,20488,5543,2720,2,81,2024-06-10,Known Compromise,Low,False,0.0,Closed - False Positive
296,22595,4867,2385,4,160,2024-05-11,Card Not Present,High,True,630.64,Closed - Confirmed Fraud
297,38883,6617,3234,1,40,2023-08-11,Velocity Spike,Medium,False,0.0,Closed - False Positive
298,21903,3128,1532,2,84,2023-11-08,Geo Mismatch,High,False,0.0,Closed - False Positive
299,54914,9414,4593,5,181,2025-09-19,Card Not Present,Low,False,0.0,Customer Contacted
300,14454,1737,843,3,93,2025-05-17,High Risk Merchant,Low,False,0.0,Closed - False Positive
301,56418,5863,2877,3,101,2024-08-20,High Risk Merchant,Low,False,0.0,Closed - False Positive
302,28004,13351,6501,4,166,2023-11-15,High Risk Merchant,High,False,0.0,Under Review
303,20826,3622,1772,2,76,2024-03-23,Card Not Present,Critical,True,1419.01,Closed - Confirmed Fraud
304,1271,2542,1236,2,66,2024-05-17,High Risk Merchant,Low,False,0.0,Closed - False Positive
305,6797,5217,2561,5,191,2025-04-25,Velocity Spike,Medium,False,0.0,Closed - Confirmed Fraud
306,62757,12249,5957,6,209,2023-12-25,Unusual Amount,Low,False,0.0,Closed - False Positive
307,52914,8081,3952,2,60,2023-09-05,Geo Mismatch,Low,False,0.0,Customer Contacted
308,61052,5637,2766,5,175,2023-09-12,High Risk Merchant,Low,False,0.0,Closed - False Positive
309,3317,8421,4116,5,192,2025-09-22,Unusual Amount,Medium,False,0.0,Closed - False Positive
310,59201,2063,1008,3,92,2025-09-10,Unusual Amount,High,True,15.98,Customer Contacted
311,29492,7405,3630,2,55,2025-11-27,Velocity Spike,Low,False,0.0,Customer Contacted
312,52739,9672,4722,4,139,2023-06-03,Unusual Amount,Low,False,0.0,Closed - False Positive
313,35203,402,192,1,15,2024-09-13,Card Not Present,Low,False,0.0,Closed - False Positive
314,29965,12038,5860,3,98,2023-12-13,Velocity Spike,Medium,False,0.0,Closed - False Positive
315,39816,8171,3995,1,40,2023-12-14,Card Not Present,Medium,False,0.0,Closed - False Positive
316,35131,560,264,5,178,2024-08-01,Velocity Spike,Low,False,0.0,Closed - False Positive
317,23424,4229,2067,3,91,2024-02-28,Unusual Amount,Low,False,0.0,Customer Contacted
318,10798,4475,2190,6,220,2025-10-10,Card Not Present,Medium,False,0.0,Closed - Confirmed Fraud
319,1385,8420,4115,4,137,2023-09-22,Geo Mismatch,High,False,0.0,Customer Contacted
320,18384,4977,2440,5,206,2025-03-25,Velocity Spike,Low,False,0.0,Customer Contacted
321,9424,6162,3017,4,137,2023-06-03,Card Not Present,Medium,False,0.0,Closed - False Positive
322,33158,333,159,1,30,2024-02-11,Unusual Amount,High,True,492.04,Closed - Confirmed Fraud
323,7062,10965,5342,3,116,2024-05-11,Card Not Present,Medium,False,0.0,Closed - False Positive
324,2534,8460,4134,1,32,2024-12-01,Velocity Spike,Low,False,0.0,Closed - False Positive
325,26631,9845,4799,3,104,2023-07-22,Unusual Amount,Low,False,0.0,Closed - False Positive
326,25297,8733,4271,6,223,2024-06-08,Card Not Present,Medium,True,249.46,Closed - Confirmed Fraud
327,53817,6685,3275,5,206,2024-09-11,Velocity Spike,Medium,True,891.35,Closed - Confirmed Fraud
328,36901,2602,1264,4,157,2025-10-29,Geo Mismatch,High,False,0.0,Closed - False Positive
329,9575,8674,4237,2,73,2025-02-01,Unusual Amount,Low,False,0.0,Closed - False Positive
330,16165,288,138,4,136,2024-10-03,Unusual Amount,Low,False,0.0,Closed - False Positive
331,3705,11042,5378,4,147,2024-04-14,Velocity Spike,Low,False,0.0,Closed - Confirmed Fraud
332,34755,772,368,1,23,2024-05-26,Velocity Spike,Medium,False,0.0,Closed - False Positive
333,29091,5475,2687,3,104,2024-08-02,Velocity Spike,Low,False,0.0,Closed - False Positive
334,54099,10626,5173,2,60,2024-08-16,Geo Mismatch,High,False,0.0,Under Review
335,31229,9791,4774,5,180,2025-06-30,Card Not Present,Medium,True,192.71,Closed - Confirmed Fraud
336,66427,4892,2398,5,199,2024-05-15,Unusual Amount,Critical,True,60.64,Customer Contacted
337,49877,8051,3934,3,93,2023-11-12,Card Not Present,Low,False,0.0,Under Review
338,10565,2798,1354,3,119,2023-06-09,Geo Mismatch,Low,False,0.0,Closed - False Positive
339,3780,7889,3859,3,113,2024-09-05,Velocity Spike,Medium,False,0.0,Under Review
340,37091,1792,872,5,207,2025-03-31,Velocity Spike,Medium,False,0.0,Closed - False Positive
341,6297,5231,2567,2,59,2025-01-07,Geo Mismatch,Low,False,0.0,Customer Contacted
342,42161,8257,4038,4,152,2024-08-01,Velocity Spike,Low,False,0.0,Closed - False Positive
343,62245,6743,3302,3,93,2023-08-10,Card Not Present,Medium,False,0.0,Closed - Confirmed Fraud
344,5318,5579,2737,6,225,2025-05-08,Unusual Amount,Low,False,0.0,Closed - Confirmed Fraud
345,16840,8480,4143,4,165,2024-04-24,Geo Mismatch,Medium,False,0.0,Closed - Confirmed Fraud
346,67218,11870,5786,5,180,2025-07-05,High Risk Merchant,High,False,0.0,Closed - False Positive
347,13770,3496,1712,5,192,2023-10-17,Velocity Spike,Low,False,0.0,Closed - False Positive
348,46470,8441,4126,5,188,2025-07-09,Velocity Spike,Medium,False,0.0,Customer Contacted
349,34559,4845,2375,6,210,2024-07-19,Known Compromise,Low,False,0.0,Account Frozen
350,50143,8744,4277,6,218,2023-01-24,Card Not Present,Low,False,0.0,Account Frozen
351,3564,10780,5252,2,77,2024-11-08,High Risk Merchant,Low,False,0.0,Account Frozen
352,48854,4353,2132,5,190,2025-05-20,Known Compromise,Low,False,0.0,Closed - Confirmed Fraud
353,24807,5417,2662,6,221,2023-04-25,Card Not Present,Medium,False,0.0,Closed - False Positive
354,12290,2278,1108,4,156,2024-04-14,Card Not Present,High,False,0.0,Closed - False Positive
355,35975,5796,2846,4,161,2024-04-10,High Risk Merchant,Medium,False,0.0,Closed - False Positive
356,60617,14203,6921,1,28,2025-04-12,Card Not Present,Low,False,0.0,Closed - Confirmed Fraud
357,18403,12749,6195,2,63,2023-08-23,Velocity Spike,Low,False,0.0,Customer Contacted
358,42516,5147,2524,6,223,2023-04-09,Unusual Amount,Medium,False,0.0,Closed - False Positive
359,1950,12789,6218,5,186,2023-05-22,Velocity Spike,Medium,False,0.0,Customer Contacted
360,43959,10719,5221,1,2,2023-02-22,Velocity Spike,Low,False,0.0,Closed - False Positive
361,34836,8858,4332,4,146,2023-07-27,Card Not Present,Critical,False,0.0,Under Review
362,13907,6420,3143,3,103,2025-01-31,Velocity Spike,Medium,False,0.0,Closed - False Positive
363,65490,10139,4942,5,181,2023-06-24,Card Not Present,Low,False,0.0,Closed - False Positive
364,43130,12978,6316,4,134,2023-03-09,Velocity Spike,Low,False,0.0,Closed - False Positive
365,3116,9071,4431,5,171,2025-07-10,High Risk Merchant,High,True,48.44,Account Frozen
366,38760,14325,6987,3,113,2025-03-29,Card Not Present,High,True,487.66,Closed - Confirmed Fraud
367,2133,1498,728,2,83,2024-02-20,Velocity Spike,High,False,0.0,Closed - False Positive
368,24549,13772,6706,4,131,2023-12-05,Unusual Amount,Medium,False,0.0,Customer Contacted
369,12587,10480,5104,5,181,2024-06-14,Velocity Spike,Medium,True,375.7,Closed - Confirmed Fraud
370,46966,9624,4698,3,91,2024-09-16,High Risk Merchant,High,False,0.0,Under Review
371,48561,1280,618,1,37,2024-05-07,High Risk Merchant,Medium,False,0.0,Customer Contacted
372,7907,4455,2179,2,53,2024-03-23,High Risk Merchant,Low,False,0.0,Under Review
373,56801,11471,5592,2,76,2024-07-19,High Risk Merchant,Low,False,0.0,Under Review
374,67665,10863,5291,4,139,2023-03-20,Known Compromise,Low,False,0.0,Closed - False Positive
375,43011,12034,5858,6,222,2025-04-13,Geo Mismatch,High,False,0.0,Closed - False Positive
376,41131,4576,2240,1,22,2025-01-09,Geo Mismatch,Medium,False,0.0,Under Review
377,40604,1698,825,5,178,2023-10-19,Card Not Present,Medium,False,0.0,Closed - False Positive
378,14661,3648,1785,3,93,2023-09-24,Velocity Spike,Medium,False,0.0,Closed - False Positive
379,44593,442,212,4,159,2024-08-26,Velocity Spike,Medium,False,0.0,Closed - False Positive
380,51519,1179,575,4,145,2023-12-28,High Risk Merchant,Medium,False,0.0,Customer Contacted
381,56066,21,9,2,89,2025-12-02,Unusual Amount,Low,False,0.0,Closed - False Positive
382,41770,10528,5128,6,219,2024-08-14,Velocity Spike,High,True,153.21,Account Frozen
383,57891,7747,3790,3,107,2024-02-22,Geo Mismatch,High,False,0.0,Closed - False Positive
384,22070,5463,2681,4,155,2023-10-04,Geo Mismatch,Low,False,0.0,Closed - False Positive
385,6748,10006,4877,3,99,2024-12-02,Geo Mismatch,Critical,False,0.0,Closed - False Positive
386,22295,1133,554,4,147,2023-02-07,Card Not Present,Low,False,0.0,Closed - Confirmed Fraud
387,34612,6569,3209,4,147,2023-03-14,High Risk Merchant,Medium,False,0.0,Closed - False Positive
388,2992,12412,6036,6,214,2024-10-21,Card Not Present,Low,False,0.0,Customer Contacted
389,42261,983,480,1,41,2025-05-28,Card Not Present,Medium,False,0.0,Under Review
390,26121,10598,5160,4,141,2025-10-18,Known Compromise,High,False,0.0,Closed - False Positive
391,29234,4418,2161,3,96,2023-05-12,Velocity Spike,Medium,False,0.0,Under Review
392,65254,11449,5579,2,52,2023-05-30,Unusual Amount,High,True,469.25,Account Frozen
393,2279,8180,4000,2,81,2025-03-18,Unusual Amount,Low,False,0.0,Closed - False Positive
394,42286,10706,5214,5,193,2024-10-12,Unusual Amount,Low,False,0.0,Closed - False Positive
395,37125,2050,1002,1,33,2023-03-18,Velocity Spike,Critical,True,823.58,Customer Contacted
396,14555,8377,4095,5,197,2024-02-28,Card Not Present,Low,True,312.25,Closed - Confirmed Fraud
397,48789,455,219,5,204,2023-05-07,Unusual Amount,Low,False,0.0,Under Review
398,9985,10674,5198,4,157,2025-10-07,Card Not Present,Low,False,0.0,Closed - False Positive
399,17878,2811,1360,1,13,2024-10-10,Velocity Spike,Low,False,0.0,Closed - False Positive
400,12803,9690,4730,4,170,2024-01-23,Known Compromise,High,False,0.0,Account Frozen
401,61034,5027,2465,1,17,2025-02-10,Velocity Spike,Low,False,0.0,Closed - False Positive
402,20360,6449,3157,3,115,2025-04-14,Velocity Spike,Low,False,0.0,Closed - Confirmed Fraud
403,21739,3107,1523,2,48,2023-10-21,Unusual Amount,Low,False,0.0,Under Review
404,5141,5899,2896,1,1,2023-11-23,Velocity Spike,Medium,False,0.0,Customer Contacted
405,35915,4605,2253,4,166,2025-06-30,Velocity Spike,High,True,3387.77,Closed - Confirmed Fraud
406,61228,10342,5044,1,17,2023-10-08,Geo Mismatch,Medium,False,0.0,Account Frozen
407,46606,8333,4074,4,161,2025-04-06,Geo Mismatch,High,False,0.0,Customer Contacted
408,66024,8318,4065,1,15,2023-09-20,Known Compromise,Medium,False,0.0,Customer Contacted
409,46674,8653,4225,6,220,2023-07-08,Geo Mismatch,Medium,True,257.93,Account Frozen
410,16515,2264,1101,3,100,2024-12-09,Unusual Amount,Medium,False,0.0,Closed - False Positive
411,66799,10138,4942,3,127,2025-07-21,Velocity Spike,Low,False,0.0,Closed - False Positive
412,61295,11179,5444,1,42,2025-05-16,Velocity Spike,Low,False,0.0,Closed - False Positive
413,20628,9220,4503,3,100,2025-08-05,Velocity Spike,High,False,0.0,Closed - Confirmed Fraud
414,48859,4093,1998,1,18,2023-02-24,Card Not Present,Low,False,0.0,Closed - False Positive
415,45133,4353,2132,5,190,2025-01-05,Geo Mismatch,Medium,False,0.0,Closed - False Positive
416,46094,470,225,5,208,2025-06-27,Card Not Present,High,False,0.0,Under Review
417,23427,587,279,4,160,2023-06-24,High Risk Merchant,Medium,False,0.0,Closed - False Positive
418,49712,11715,5717,4,139,2024-01-10,Velocity Spike,Medium,False,0.0,Account Frozen
419,30726,8368,4089,5,205,2024-01-03,Unusual Amount,Low,False,0.0,Closed - False Positive
420,59910,13909,6781,2,73,2025-10-14,Unusual Amount,Low,False,0.0,Closed - Confirmed Fraud
421,22667,2898,1407,1,8,2023-11-12,Unusual Amount,Low,False,0.0,Closed - False Positive
422,27104,6832,3346,1,14,2025-12-26,High Risk Merchant,High,False,0.0,Closed - False Positive
423,35472,1907,930,1,14,2024-12-04,Velocity Spike,Medium,False,0.0,Closed - False Positive
424,67201,5421,2663,1,22,2024-01-12,Card Not Present,Low,False,0.0,Under Review
425,286,9219,4503,1,7,2023-03-01,Velocity Spike,Low,False,0.0,Account Frozen
426,49382,3198,1560,4,159,2023-10-25,Card Not Present,Low,False,0.0,Under Review
427,67992,13130,6390,1,18,2025-12-09,Card Not Present,High,False,0.0,Under Review
428,26163,6752,3306,4,143,2024-10-20,Known Compromise,High,True,36.17,Customer Contacted
429,41118,7598,3721,5,193,2025-09-01,Velocity Spike,Low,False,0.0,Closed - False Positive
430,45609,3699,1808,4,153,2023-10-29,Known Compromise,Medium,False,0.0,Customer Contacted
431,12464,8695,4250,5,197,2023-06-19,Unusual Amount,Low,True,243.81,Customer Contacted
432,21133,4236,2071,5,193,2023-02-19,High Risk Merchant,High,False,0.0,Closed - False Positive
433,11702,13136,6393,5,208,2024-04-03,Geo Mismatch,Low,False,0.0,Closed - False Positive
434,32706,4709,2308,2,69,2025-10-26,Card Not Present,High,True,602.96,Closed - Confirmed Fraud
435,531,7759,3797,2,68,2025-10-07,Unusual Amount,Medium,False,0.0,Closed - False Positive
436,46900,3493,1709,4,164,2023-03-25,Unusual Amount,Low,False,0.0,Closed - False Positive
437,49405,10256,5002,3,105,2023-02-24,Velocity Spike,Low,False,0.0,Under Review
438,21598,3108,1524,5,176,2024-09-12,High Risk Merchant,Low,False,0.0,Closed - Confirmed Fraud
439,52762,6045,2963,6,211,2025-08-27,Known Compromise,Low,False,0.0,Customer Contacted
440,35757,3888,1896,4,150,2023-11-24,Velocity Spike,Low,False,0.0,Account Frozen
441,62303,3176,1551,4,153,2023-09-20,Card Not Present,Medium,False,0.0,Closed - False Positive
442,9003,10450,5093,3,110,2025-12-27,Unusual Amount,Medium,False,0.0,Closed - False Positive
443,25790,3149,1539,3,104,2024-08-22,Velocity Spike,Low,False,0.0,Closed - False Positive
444,4677,3400,1667,5,188,2024-01-02,Geo Mismatch,Low,False,0.0,Closed - False Positive
445,60493,7409,3633,3,93,2025-01-20,Velocity Spike,Low,True,47.09,Customer Contacted
446,16353,8102,3960,2,80,2025-09-21,Geo Mismatch,Medium,False,0.0,Account Frozen
447,33534,5757,2826,3,111,2025-05-02,High Risk Merchant,High,False,0.0,Closed - False Positive
448,32804,2361,1149,1,6,2024-12-18,Velocity Spike,Low,False,0.0,Account Frozen
449,12442,930,450,2,69,2025-09-08,Velocity Spike,Low,False,0.0,Closed - False Positive
450,63597,14164,6902,1,43,2025-04-03,Velocity Spike,Low,False,0.0,Customer Contacted
451,19224,7580,3714,2,90,2025-11-28,Unusual Amount,High,False,0.0,Customer Contacted
452,32179,8390,4100,5,171,2025-04-29,Unusual Amount,High,False,0.0,Closed - False Positive
453,12743,3610,1766,2,77,2025-06-05,Geo Mismatch,Medium,False,0.0,Closed - False Positive
454,25049,5641,2769,1,8,2023-01-10,High Risk Merchant,Low,False,0.0,Closed - False Positive
455,65830,8260,4039,4,146,2023-11-24,Card Not Present,Critical,True,1153.42,Closed - Confirmed Fraud
456,10842,12665,6156,6,223,2025-07-29,High Risk Merchant,Low,False,0.0,Closed - False Positive
457,57786,10484,5107,2,83,2023-03-01,Card Not Present,Medium,False,0.0,Closed - Confirmed Fraud
458,48673,2164,1054,4,143,2025-12-05,High Risk Merchant,Low,False,0.0,Account Frozen
459,5383,11117,5412,5,180,2023-11-09,Unusual Amount,Medium,False,0.0,Closed - False Positive
460,59502,9352,4564,5,195,2023-12-07,High Risk Merchant,Low,False,0.0,Closed - False Positive
461,64239,11986,5839,1,21,2023-05-30,Unusual Amount,Low,False,0.0,Closed - False Positive
462,66664,11298,5503,3,116,2025-04-26,Card Not Present,Low,False,0.0,Account Frozen
463,17840,8190,4005,1,39,2023-11-22,Unusual Amount,Low,False,0.0,Closed - False Positive
464,58580,6461,3162,5,175,2025-04-09,Card Not Present,Low,True,105.25,Closed - Confirmed Fraud
465,45310,379,182,4,143,2025-02-17,Card Not Present,Medium,False,0.0,Closed - False Positive
466,41133,13063,6359,4,155,2025-10-10,Card Not Present,Low,False,0.0,Closed - False Positive
467,40653,13742,6690,2,68,2024-12-29,Card Not Present,Low,True,2640.72,Closed - Confirmed Fraud
468,10678,5365,2634,1,21,2025-05-07,Card Not Present,Low,False,0.0,Closed - False Positive
469,53462,2608,1267,6,218,2025-05-13,Card Not Present,Medium,False,0.0,Closed - False Positive
470,49643,5838,2865,5,199,2024-02-27,Card Not Present,Medium,True,229.28,Closed - Confirmed Fraud
471,42759,3135,1535,6,220,2025-12-17,Unusual Amount,High,False,0.0,Closed - False Positive
472,31672,10230,4987,1,30,2024-08-22,Unusual Amount,Medium,False,0.0,Closed - False Positive
473,48137,3051,1490,1,45,2024-06-10,Card Not Present,Medium,False,0.0,Under Review
474,65778,5379,2641,2,87,2024-12-08,Known Compromise,Low,True,199.74,Closed - Confirmed Fraud
475,30686,9051,4423,1,36,2024-08-11,Card Not Present,Medium,False,0.0,Closed - False Positive
476,48194,2438,1186,4,144,2024-05-17,Velocity Spike,Low,False,0.0,Closed - False Positive
477,30523,1203,583,6,215,2023-09-02,Known Compromise,Low,False,0.0,Customer Contacted
478,11799,9377,4575,4,146,2023-05-15,Card Not Present,Low,False,0.0,Closed - False Positive
479,19713,3646,1784,3,130,2024-06-30,Unusual Amount,Low,False,0.0,Closed - False Positive
480,44885,12330,5993,5,171,2024-07-23,Velocity Spike,Critical,False,0.0,Customer Contacted
481,63256,9135,4458,3,98,2023-01-18,High Risk Merchant,Medium,False,0.0,Closed - Confirmed Fraud
482,60389,5672,2780,4,151,2025-05-18,Known Compromise,Low,False,0.0,Customer Contacted
483,69419,10973,5346,3,116,2024-11-24,Velocity Spike,High,False,0.0,Closed - False Positive
484,16501,363,175,2,72,2025-04-05,Unusual Amount,Medium,False,0.0,Closed - False Positive
485,46910,9773,4765,6,224,2025-10-08,Velocity Spike,Low,False,0.0,Customer Contacted
486,65096,9483,4629,5,180,2025-10-17,Card Not Present,Medium,False,0.0,Closed - False Positive
487,23704,6699,3282,6,222,2023-08-11,Card Not Present,Low,False,0.0,Closed - False Positive
488,29210,7282,3570,5,184,2023-08-19,Velocity Spike,Low,False,0.0,Closed - False Positive
489,56653,11444,5576,1,27,2023-12-06,Card Not Present,Low,False,0.0,Under Review
490,60642,757,361,1,10,2024-12-02,Card Not Present,High,False,0.0,Closed - False Positive
491,67139,12168,5920,5,203,2023-07-29,Velocity Spike,Low,False,0.0,Account Frozen
492,27678,10800,5262,5,181,2024-10-01,Velocity Spike,High,True,15.4,Closed - Confirmed Fraud
493,2056,8027,3923,6,212,2023-07-15,Geo Mismatch,High,False,0.0,Customer Contacted
494,7431,7044,3449,5,201,2023-12-04,Velocity Spike,Critical,True,491.39,Customer Contacted
495,39275,3602,1763,1,12,2025-09-08,Velocity Spike,Medium,False,0.0,Closed - False Positive
496,18707,3514,1719,4,156,2024-04-27,High Risk Merchant,Low,False,0.0,Closed - False Positive
497,58032,4457,2180,4,149,2023-04-11,Known Compromise,Medium,False,0.0,Closed - Confirmed Fraud
498,46330,12720,6183,4,139,2025-06-29,Unusual Amount,High,True,163.65,Closed - Confirmed Fraud
499,3972,12447,6052,6,218,2024-04-21,Geo Mismatch,High,False,0.0,Closed - False Positive
500,4310,13872,6760,1,31,2023-05-25,Card Not Present,Medium,True,2365.08,Closed - Confirmed Fraud
501,35981,10368,5058,2,66,2023-07-15,Known Compromise,Medium,False,0.0,Account Frozen
502,41558,1549,750,4,135,2025-01-09,Velocity Spike,Medium,False,0.0,Under Review
503,22056,4310,2108,1,2,2025-03-22,Known Compromise,High,False,0.0,Closed - False Positive
504,855,4603,2252,2,72,2023-11-04,Geo Mismatch,High,True,87.07,Closed - Confirmed Fraud
505,2143,2034,993,5,186,2025-07-09,Geo Mismatch,Medium,False,0.0,Account Frozen
506,29688,8730,4269,4,154,2025-03-04,Unusual Amount,Low,False,0.0,Closed - False Positive
507,20573,6792,3327,5,179,2024-01-04,High Risk Merchant,Medium,False,0.0,Closed - False Positive
508,22157,6562,3205,2,84,2023-09-01,High Risk Merchant,Low,False,0.0,Closed - False Positive
509,64877,3531,1730,2,81,2023-03-19,High Risk Merchant,Low,False,0.0,Closed - False Positive
510,52740,9964,4853,1,6,2024-01-10,High Risk Merchant,Low,False,0.0,Closed - Confirmed Fraud
511,61956,2061,1007,2,61,2023-04-24,Unusual Amount,Low,False,0.0,Customer Contacted
512,23485,12947,6300,2,69,2023-07-24,Unusual Amount,High,False,0.0,Closed - False Positive
513,30301,11254,5480,2,72,2023-08-23,Velocity Spike,High,False,0.0,Account Frozen
514,53480,8726,4267,2,88,2025-09-16,Geo Mismatch,High,False,0.0,Closed - False Positive
515,6478,2703,1304,2,59,2025-01-06,Card Not Present,Low,False,0.0,Closed - False Positive
516,11033,10099,4924,4,154,2025-09-03,Unusual Amount,Low,False,0.0,Customer Contacted
517,60075,4292,2099,2,57,2023-02-04,Card Not Present,Medium,True,118.36,Closed - Confirmed Fraud
518,34355,11194,5453,4,148,2025-01-21,Card Not Present,Low,False,0.0,Account Frozen
519,24194,390,187,6,225,2023-06-02,Velocity Spike,High,False,0.0,Closed - False Positive
520,37349,12901,6278,6,226,2024-07-26,Unusual Amount,Low,False,0.0,Account Frozen
521,916,1027,499,5,204,2024-07-06,Geo Mismatch,High,False,0.0,Under Review
522,68879,8607,4202,4,168,2025-06-28,Card Not Present,Low,True,25.8,Closed - Confirmed Fraud
523,63295,14017,6833,2,49,2023-12-31,Card Not Present,Medium,False,0.0,Customer Contacted
524,50632,2208,1076,2,48,2024-11-12,Card Not Present,Medium,False,0.0,Closed - False Positive
525,10792,2537,1234,4,148,2024-08-07,Geo Mismatch,Low,False,0.0,Closed - Confirmed Fraud
526,36225,12518,6088,4,156,2024-09-05,Geo Mismatch,Medium,False,0.0,Closed - False Positive
527,24536,2414,1175,4,137,2024-04-09,Velocity Spike,Low,False,0.0,Account Frozen
528,33172,11920,5806,3,113,2023-11-18,Geo Mismatch,Medium,False,0.0,Closed - False Positive
529,22738,9349,4563,3,123,2025-05-13,High Risk Merchant,High,False,0.0,Closed - False Positive
530,13476,3230,1577,2,61,2024-06-24,Geo Mismatch,High,False,0.0,Customer Contacted
531,59094,10195,4970,5,208,2023-11-03,Unusual Amount,Medium,False,0.0,Closed - False Positive
532,11121,5008,2455,4,158,2023-10-19,Card Not Present,Low,False,0.0,Under Review
533,26335,3368,1649,3,127,2023-03-06,Velocity Spike,Medium,False,0.0,Closed - False Positive
534,66008,12594,6123,2,66,2023-02-11,Geo Mismatch,Low,False,0.0,Closed - False Positive
535,28209,10269,5006,1,1,2024-07-26,High Risk Merchant,High,True,430.48,Closed - Confirmed Fraud
536,53521,2762,1337,5,198,2025-04-09,Unusual Amount,Low,False,0.0,Closed - False Positive
537,23969,8068,3945,4,156,2023-01-06,High Risk Merchant,Low,False,0.0,Closed - False Positive
538,56504,8901,4353,6,218,2025-11-12,High Risk Merchant,High,True,84.45,Account Frozen
539,65265,2178,1062,4,150,2025-06-07,Card Not Present,Medium,True,844.29,Customer Contacted
540,35674,2794,1352,2,79,2024-12-07,Unusual Amount,High,True,249.97,Account Frozen
541,14006,6934,3398,5,189,2025-02-15,Card Not Present,Low,False,0.0,Customer Contacted
542,56458,1422,692,2,68,2025-09-15,Velocity Spike,Medium,True,25.66,Closed - Confirmed Fraud
543,24385,6299,3084,3,93,2024-09-06,Unusual Amount,Medium,False,0.0,Closed - False Positive
544,36501,2672,1293,3,119,2025-01-15,High Risk Merchant,Low,False,0.0,Under Review
545,4021,3036,1483,2,81,2025-12-16,Geo Mismatch,Low,False,0.0,Closed - False Positive
546,62221,3593,1760,3,125,2023-12-30,Card Not Present,Low,False,0.0,Closed - False Positive
547,60060,1071,524,4,132,2023-08-09,Velocity Spike,Critical,False,0.0,Customer Contacted
548,14268,516,247,5,186,2023-06-04,Card Not Present,High,False,0.0,Closed - False Positive
549,17779,823,396,1,8,2023-12-07,Unusual Amount,Low,False,0.0,Closed - False Positive
550,6662,3643,1783,1,2,2023-09-20,Card Not Present,High,False,0.0,Customer Contacted
551,40142,145,66,4,138,2023-10-28,High Risk Merchant,Low,False,0.0,Customer Contacted
552,56325,7236,3545,5,173,2025-10-10,Geo Mismatch,Low,False,0.0,Under Review
553,40773,13887,6768,3,119,2024-06-10,Unusual Amount,Low,False,0.0,Closed - False Positive
554,20595,11042,5378,4,147,2024-10-03,Unusual Amount,High,True,66.01,Closed - Confirmed Fraud
555,35626,3702,1810,1,3,2023-03-19,Unusual Amount,High,False,0.0,Customer Contacted
556,68300,7320,3590,3,105,2023-02-22,Geo Mismatch,High,True,212.51,Closed - Confirmed Fraud
557,25538,14185,6913,5,204,2025-10-27,Card Not Present,Low,False,0.0,Closed - False Positive
558,47315,5748,2820,3,110,2024-12-08,Unusual Amount,Low,False,0.0,Customer Contacted
559,50440,1570,759,3,104,2025-07-29,Velocity Spike,High,True,41.6,Closed - Confirmed Fraud
560,19613,8308,4061,2,80,2023-09-01,Unusual Amount,High,False,0.0,Account Frozen
561,62811,8183,4001,1,19,2023-08-23,Card Not Present,Medium,False,0.0,Customer Contacted
562,62240,3610,1766,2,77,2023-03-21,Unusual Amount,Medium,False,0.0,Closed - False Positive
563,57563,3060,1496,2,58,2024-02-20,Velocity Spike,Medium,False,0.0,Closed - False Positive
564,63009,11382,5548,1,13,2023-03-31,Velocity Spike,High,False,0.0,Account Frozen
565,32557,7708,3772,2,56,2023-07-23,Velocity Spike,Medium,False,0.0,Closed - False Positive
566,51330,6049,2964,4,156,2025-11-22,Velocity Spike,Low,False,0.0,Closed - False Positive
567,38199,10675,5199,2,82,2023-11-16,High Risk Merchant,Medium,True,587.85,Account Frozen
568,55295,2176,1060,2,90,2024-12-08,Unusual Amount,Low,False,0.0,Closed - False Positive
569,1290,9143,4464,3,99,2025-11-03,Unusual Amount,High,True,47.96,Closed - Confirmed Fraud
570,33254,3158,1542,1,3,2023-04-23,High Risk Merchant,Medium,False,0.0,Under Review
571,60457,10829,5274,1,34,2023-08-19,Unusual Amount,High,False,0.0,Closed - False Positive
572,2893,7626,3735,4,139,2023-02-22,Geo Mismatch,Low,False,0.0,Closed - Confirmed Fraud
573,9568,8755,4282,5,197,2024-10-26,Unusual Amount,High,True,302.64,Closed - Confirmed Fraud
574,40731,7630,3737,6,226,2023-10-05,Card Not Present,Low,False,0.0,Account Frozen
575,17135,2745,1328,4,150,2023-04-07,Unusual Amount,Medium,False,0.0,Closed - Confirmed Fraud
576,29166,3674,1797,4,150,2024-03-03,Geo Mismatch,Medium,False,0.0,Closed - False Positive
