service_request_id,service_request_number,customer_id,account_id,institution_id,branch_id,created_date,request_type,priority,sla_target_hours,resolution_hours,sla_breached_flag,request_status,request_channel
1689,SR-00001689,4917,10083,2,47,2023-07-13,Digital Banking Support,High,24,4.5,False,Resolved,Branch
1690,SR-00001690,3232,6613,4,142,2024-10-22,Card Replacement,Medium,48,28.1,False,Resolved,Mobile App
1691,SR-00001691,2874,5855,5,178,2025-09-03,Card Replacement,Medium,48,30.3,False,Open,Branch
1692,SR-00001692,6586,13534,2,70,2024-12-11,Digital Banking Support,Medium,48,33.1,False,Resolved,Mobile App
1693,SR-00001693,4501,9213,1,39,2023-04-02,Account Maintenance,Medium,48,65.2,True,Resolved,Mobile App
1694,SR-00001694,5424,11144,2,66,2025-09-20,Account Maintenance,Medium,48,18.5,False,Escalated,Branch
1695,SR-00001695,364,763,6,219,2025-12-17,Complaint,Low,72,73.3,True,Resolved,Branch
1696,SR-00001696,5201,10677,6,210,2025-06-16,Card Replacement,High,24,10.5,False,Resolved,Email
1697,SR-00001697,934,1914,5,207,2024-09-10,Digital Banking Support,Low,72,52.9,False,Resolved,Phone
1698,SR-00001698,5669,11621,1,17,2023-08-01,Fraud Support,Low,72,218.9,True,Resolved,Branch
1699,SR-00001699,3636,7417,5,205,2025-02-10,Fraud Support,Urgent,8,8.1,True,Resolved,Online Banking
1700,SR-00001700,6843,14037,4,163,2023-02-28,Complaint,Low,72,28.7,False,Resolved,Online Banking
1701,SR-00001701,3281,6697,3,127,2025-08-06,Investment Inquiry,Medium,48,9.9,False,Escalated,Email
1702,SR-00001702,5675,11632,2,80,2024-02-10,Fraud Support,Medium,48,31.6,False,Resolved,Online Banking
1703,SR-00001703,4250,8694,1,4,2023-07-01,Digital Banking Support,Low,72,97.3,True,Resolved,Online Banking
1704,SR-00001704,5586,11461,3,103,2024-08-15,Digital Banking Support,Low,72,42.4,False,Resolved,Phone
1705,SR-00001705,5447,11185,3,93,2023-05-21,Account Maintenance,Low,72,70.4,False,Resolved,Online Banking
1706,SR-00001706,1485,3041,4,156,2023-07-25,Fraud Support,Medium,48,42.8,False,Resolved,Online Banking
1707,SR-00001707,3525,7195,6,212,2025-08-02,Digital Banking Support,Low,72,8.1,False,Resolved,Online Banking
1708,SR-00001708,6252,12857,4,134,2025-02-20,Digital Banking Support,Low,72,62.8,False,Resolved,Mobile App
1709,SR-00001709,1997,4091,1,24,2024-03-24,Account Maintenance,High,24,12.9,False,Resolved,Online Banking
1710,SR-00001710,4212,8629,5,189,2024-05-13,Digital Banking Support,Medium,48,58.5,True,Resolved,Phone
1711,SR-00001711,3765,7691,1,8,2024-08-08,Dispute,Low,72,49.5,False,Resolved,Online Banking
1712,SR-00001712,4843,9941,6,225,2024-06-14,Investment Inquiry,High,24,17.1,False,Resolved,Mobile App
1713,SR-00001713,2522,5143,3,97,2023-05-03,Fraud Support,Low,72,72.0,True,Escalated,Phone
1714,SR-00001714,4265,8723,2,78,2023-08-18,Fraud Support,Low,72,46.4,False,Resolved,Branch
1715,SR-00001715,4234,8670,1,35,2023-12-24,Account Maintenance,Medium,48,77.1,True,Open,Branch
1716,SR-00001716,3947,8070,2,83,2024-06-21,Dispute,Medium,48,158.6,True,Escalated,Phone
1717,SR-00001717,2310,4711,4,160,2023-04-22,Card Replacement,Medium,48,26.6,False,Resolved,Branch
1718,SR-00001718,3751,7663,6,224,2025-01-01,Dispute,Low,72,77.1,True,Open,Online Banking
1719,SR-00001719,3915,8007,3,97,2025-01-27,Digital Banking Support,Low,72,24.4,False,Resolved,Branch
1720,SR-00001720,4080,8345,4,144,2023-11-26,Digital Banking Support,Medium,48,34.1,False,Resolved,Phone
1721,SR-00001721,957,1962,5,207,2023-12-19,Digital Banking Support,Low,72,19.4,False,Escalated,Online Banking
1722,SR-00001722,4783,9813,1,38,2023-07-24,Card Replacement,Medium,48,28.6,False,Resolved,Mobile App
1723,SR-00001723,3600,7343,6,215,2023-04-03,Fraud Support,Urgent,8,18.8,True,Resolved,Phone
1724,SR-00001724,6873,14102,1,22,2023-05-15,Complaint,Medium,48,45.3,False,Closed Without Resolution,Phone
1725,SR-00001725,4465,9144,4,141,2025-01-04,Complaint,Low,72,52.6,False,Open,Branch
1726,SR-00001726,5435,11166,3,108,2023-05-05,Investment Inquiry,High,24,30.7,True,Open,Phone
1727,SR-00001727,6144,12640,1,24,2024-07-18,Complaint,Low,72,72.5,True,Resolved,Email
1728,SR-00001728,3690,7533,5,184,2023-07-07,Complaint,Low,72,151.3,True,Resolved,Mobile App
1729,SR-00001729,6120,12584,6,225,2024-05-06,Mortgage Inquiry,Low,72,31.2,False,Resolved,Mobile App
1730,SR-00001730,2875,5857,3,96,2023-11-11,Dispute,Medium,48,34.1,False,Resolved,Branch
1731,SR-00001731,1907,3908,2,54,2023-07-20,Account Maintenance,Low,72,223.4,True,Resolved,Phone
1732,SR-00001732,2657,5407,2,51,2024-04-15,Dispute,Medium,48,166.2,True,Open,Online Banking
1733,SR-00001733,4057,8297,5,189,2025-07-13,Digital Banking Support,Low,72,174.9,True,Resolved,Branch
1734,SR-00001734,2124,4341,5,173,2024-03-02,Investment Inquiry,Low,72,71.9,False,Resolved,Online Banking
1735,SR-00001735,6452,13251,4,165,2024-03-31,Account Maintenance,Low,72,51.7,False,Resolved,Phone
1736,SR-00001736,3955,8088,1,18,2025-11-03,Fraud Support,Low,72,55.4,False,Resolved,Online Banking
1737,SR-00001737,3572,7287,5,171,2025-01-05,Digital Banking Support,Medium,48,23.3,False,Resolved,Mobile App
1738,SR-00001738,5803,11912,1,18,2023-12-08,Complaint,Medium,48,126.6,True,Resolved,Online Banking
1739,SR-00001739,4242,8684,3,108,2024-10-07,Mortgage Inquiry,Low,72,136.7,True,Resolved,Mobile App
1740,SR-00001740,5173,10625,2,80,2023-10-22,Mortgage Inquiry,Low,72,209.9,True,Resolved,Branch
1741,SR-00001741,1431,2941,2,76,2023-08-31,Fraud Support,Medium,48,48.7,True,Resolved,Phone
1742,SR-00001742,1423,2926,3,127,2025-07-31,Mortgage Inquiry,Low,72,61.6,False,Open,Phone
1743,SR-00001743,55,119,1,7,2025-08-23,Complaint,Medium,48,57.5,True,Resolved,Online Banking
1744,SR-00001744,4122,8432,3,107,2024-11-20,Account Maintenance,Low,72,74.9,True,Open,Online Banking
1745,SR-00001745,2771,5645,4,163,2024-11-02,Digital Banking Support,Medium,48,132.6,True,Resolved,Mobile App
1746,SR-00001746,1850,3789,4,141,2025-01-10,Investment Inquiry,Low,72,198.5,True,Resolved,Branch
1747,SR-00001747,5326,10933,2,46,2024-02-21,Complaint,Low,72,170.4,True,Resolved,Mobile App
1748,SR-00001748,1773,3623,1,11,2023-09-14,Digital Banking Support,Medium,48,29.0,False,Resolved,Branch
1749,SR-00001749,703,1444,3,92,2024-04-24,Card Replacement,Medium,48,38.0,False,Resolved,Branch
1750,SR-00001750,4028,8239,1,8,2024-06-09,Mortgage Inquiry,Low,72,201.4,True,Resolved,Branch
1751,SR-00001751,6273,12893,2,77,2024-11-21,Card Replacement,Low,72,74.7,True,Resolved,Branch
1752,SR-00001752,87,182,4,159,2024-09-01,Account Maintenance,High,24,27.5,True,Resolved,Mobile App
1753,SR-00001753,4481,9178,4,147,2025-08-19,Fraud Support,Medium,48,14.6,False,Resolved,Phone
1754,SR-00001754,5979,12298,3,120,2023-06-27,Dispute,Medium,48,71.8,True,Resolved,Branch
1755,SR-00001755,1448,2971,5,198,2025-11-28,Digital Banking Support,Low,72,70.0,False,Resolved,Branch
1756,SR-00001756,6534,13421,5,174,2025-04-18,Dispute,Medium,48,30.7,False,Resolved,Online Banking
1757,SR-00001757,394,820,2,59,2025-12-19,Account Maintenance,Low,72,44.6,False,Resolved,Mobile App
1758,SR-00001758,557,1138,1,37,2024-03-25,Dispute,Medium,48,4.8,False,Resolved,Phone
1759,SR-00001759,3679,7512,1,44,2023-03-07,Dispute,Medium,48,37.4,False,Resolved,Online Banking
1760,SR-00001760,2487,5072,3,127,2024-01-27,Card Replacement,Low,72,90.0,True,Escalated,Online Banking
1761,SR-00001761,6290,12925,5,204,2025-10-28,Complaint,Low,72,63.8,False,Resolved,Mobile App
1762,SR-00001762,2200,4493,5,190,2025-07-16,Account Maintenance,Low,72,57.3,False,Resolved,Phone
1763,SR-00001763,6939,14243,3,126,2025-09-10,Digital Banking Support,Low,72,65.3,False,Resolved,Branch
1764,SR-00001764,6486,13325,1,26,2023-09-30,Digital Banking Support,Low,72,63.1,False,Resolved,Online Banking
1765,SR-00001765,1839,3768,4,155,2025-07-01,Card Replacement,Urgent,8,15.7,True,Resolved,Phone
1766,SR-00001766,1817,3720,1,17,2024-10-22,Card Replacement,Low,72,82.7,True,Resolved,Branch
1767,SR-00001767,4574,9375,3,116,2024-06-04,Digital Banking Support,High,24,10.7,False,Resolved,Branch
1768,SR-00001768,2192,4480,3,111,2023-06-09,Dispute,High,24,10.9,False,Resolved,Phone
1769,SR-00001769,3452,7051,3,94,2024-09-15,Account Maintenance,Low,72,81.8,True,Resolved,Online Banking
1770,SR-00001770,4753,9747,2,88,2023-10-24,Fraud Support,Low,72,128.3,True,Resolved,Phone
1771,SR-00001771,1049,2155,6,216,2024-02-11,Mortgage Inquiry,Medium,48,54.7,True,Resolved,Online Banking
1772,SR-00001772,1248,2566,5,199,2023-01-28,Mortgage Inquiry,Medium,48,54.1,True,Resolved,Branch
1773,SR-00001773,6994,14343,5,194,2024-03-04,Dispute,High,24,13.9,False,Resolved,Mobile App
1774,SR-00001774,1837,3763,5,175,2023-08-20,Account Maintenance,Low,72,62.8,False,Resolved,Phone
1775,SR-00001775,6300,12947,2,69,2024-10-15,Dispute,Low,72,93.0,True,Resolved,Phone
1776,SR-00001776,1562,3203,2,90,2023-10-11,Investment Inquiry,Medium,48,68.6,True,Resolved,Mobile App
1777,SR-00001777,5351,10982,1,16,2024-01-07,Account Maintenance,High,24,2.2,False,Resolved,Branch
1778,SR-00001778,2069,4233,3,99,2024-07-18,Dispute,Medium,48,23.4,False,Resolved,Branch
1779,SR-00001779,812,1674,1,14,2024-02-29,Dispute,Low,72,72.2,True,Resolved,Mobile App
1780,SR-00001780,5837,11982,6,217,2025-08-29,Investment Inquiry,Medium,48,47.8,False,Resolved,Phone
1781,SR-00001781,75,161,3,105,2023-10-27,Complaint,High,24,23.2,False,Resolved,Mobile App
1782,SR-00001782,6180,12715,2,74,2025-10-15,Card Replacement,Medium,48,48.1,True,Open,Online Banking
1783,SR-00001783,83,177,3,113,2024-04-23,Investment Inquiry,Low,72,85.9,True,Resolved,Phone
1784,SR-00001784,6163,12677,4,153,2024-02-12,Account Maintenance,Low,72,51.9,False,Resolved,Mobile App
1785,SR-00001785,3700,7554,1,16,2025-03-13,Dispute,High,24,37.4,True,Resolved,Online Banking
1786,SR-00001786,1953,3996,6,209,2023-07-01,Complaint,Low,72,97.2,True,Resolved,Branch
1787,SR-00001787,4885,10020,4,151,2024-12-18,Dispute,Low,72,35.5,False,Resolved,Branch
1788,SR-00001788,6389,13129,4,132,2024-05-26,Investment Inquiry,High,24,36.0,True,Resolved,Branch
1789,SR-00001789,1460,2986,1,11,2025-10-31,Digital Banking Support,Medium,48,130.2,True,Resolved,Phone
1790,SR-00001790,4399,8998,2,68,2023-04-02,Digital Banking Support,Low,72,84.1,True,Resolved,Phone
1791,SR-00001791,3061,6256,3,104,2024-12-31,Fraud Support,Urgent,8,3.6,False,Resolved,Mobile App
1792,SR-00001792,1098,2257,6,223,2023-04-28,Investment Inquiry,High,24,12.9,False,Resolved,Phone
1793,SR-00001793,5050,10355,4,168,2024-03-16,Card Replacement,Medium,48,64.7,True,Resolved,Mobile App
1794,SR-00001794,6237,12832,2,83,2024-06-11,Card Replacement,High,24,28.9,True,Resolved,Phone
1795,SR-00001795,1348,2784,2,64,2023-03-27,Fraud Support,Low,72,82.4,True,Resolved,Phone
1796,SR-00001796,6161,12672,4,141,2023-04-09,Mortgage Inquiry,Medium,48,64.0,True,Resolved,Email
1797,SR-00001797,1044,2142,1,44,2024-03-26,Digital Banking Support,Low,72,97.9,True,Resolved,Phone
1798,SR-00001798,2740,5586,2,82,2023-02-12,Card Replacement,Low,72,103.9,True,Resolved,Mobile App
1799,SR-00001799,1894,3882,6,225,2023-02-01,Fraud Support,Low,72,122.3,True,Resolved,Phone
1800,SR-00001800,699,1437,2,48,2025-11-05,Digital Banking Support,Low,72,21.3,False,Resolved,Mobile App
1801,SR-00001801,713,1467,6,224,2023-05-26,Digital Banking Support,Urgent,8,6.6,False,Resolved,Online Banking
1802,SR-00001802,2783,5677,2,77,2023-01-31,Card Replacement,Medium,48,25.5,False,Resolved,Phone
1803,SR-00001803,5659,11599,5,205,2023-07-08,Fraud Support,High,24,60.5,True,Escalated,Online Banking
1804,SR-00001804,2334,4764,6,212,2024-09-19,Digital Banking Support,Low,72,122.5,True,Resolved,Online Banking
1805,SR-00001805,245,510,3,110,2023-06-02,Account Maintenance,Low,72,94.8,True,Open,Mobile App
1806,SR-00001806,1167,2395,3,113,2025-05-01,Dispute,Medium,48,64.1,True,Resolved,Mobile App
1807,SR-00001807,6641,13647,2,56,2024-12-19,Investment Inquiry,High,24,22.5,False,Resolved,Phone
1808,SR-00001808,4635,9497,3,108,2023-07-06,Dispute,High,24,17.7,False,Resolved,Branch
1809,SR-00001809,3605,7354,5,176,2023-08-18,Dispute,High,24,10.5,False,Resolved,Mobile App
1810,SR-00001810,3515,7177,2,89,2025-03-01,Card Replacement,Low,72,102.3,True,Resolved,Mobile App
1811,SR-00001811,5347,10974,3,129,2025-03-28,Digital Banking Support,High,24,36.2,True,Resolved,Phone
1812,SR-00001812,5491,11276,5,173,2024-04-21,Complaint,Low,72,286.2,True,Resolved,Mobile App
1813,SR-00001813,4151,8493,2,63,2025-03-19,Dispute,Low,72,178.8,True,Escalated,Phone
1814,SR-00001814,6108,12562,6,214,2025-05-21,Account Maintenance,Low,72,139.7,True,Resolved,Email
1815,SR-00001815,6150,12651,1,39,2024-03-27,Card Replacement,Medium,48,19.4,False,Resolved,Phone
1816,SR-00001816,1967,4026,2,61,2024-06-08,Dispute,Low,72,43.7,False,Escalated,Mobile App
1817,SR-00001817,2350,4794,5,204,2023-08-19,Card Replacement,Medium,48,69.8,True,Resolved,Phone
1818,SR-00001818,3566,7277,2,85,2024-07-21,Account Maintenance,Medium,48,96.4,True,Resolved,Phone
1819,SR-00001819,3362,6861,1,32,2024-03-23,Card Replacement,Low,72,59.7,False,Resolved,Online Banking
1820,SR-00001820,6856,14062,1,38,2024-02-19,Account Maintenance,Medium,48,33.5,False,Resolved,Online Banking
1821,SR-00001821,3523,7193,5,200,2025-08-19,Card Replacement,Medium,48,180.4,True,Resolved,Phone
1822,SR-00001822,2217,4532,3,125,2025-06-11,Fraud Support,High,24,17.2,False,Resolved,Mobile App
1823,SR-00001823,617,1276,3,113,2023-02-07,Investment Inquiry,Medium,48,26.8,False,Resolved,Branch
1824,SR-00001824,1747,3566,3,116,2023-07-15,Digital Banking Support,Low,72,58.7,False,Closed Without Resolution,Branch
1825,SR-00001825,2320,4734,2,56,2023-07-21,Complaint,High,24,8.1,False,Open,Mobile App
1826,SR-00001826,2479,5058,2,51,2023-06-24,Dispute,Medium,48,37.4,False,Resolved,Mobile App
1827,SR-00001827,5046,10347,1,10,2025-05-23,Card Replacement,Low,72,16.7,False,Open,Phone
1828,SR-00001828,4539,9299,1,7,2024-11-07,Account Maintenance,Medium,48,51.1,True,Closed Without Resolution,Branch
1829,SR-00001829,5381,11048,3,119,2025-11-27,Digital Banking Support,High,24,29.3,True,Resolved,Mobile App
1830,SR-00001830,926,1897,3,93,2025-08-30,Card Replacement,Medium,48,62.1,True,Resolved,Online Banking
1831,SR-00001831,1348,2784,2,64,2023-01-29,Investment Inquiry,Medium,48,34.5,False,Resolved,Phone
1832,SR-00001832,2429,4956,3,119,2023-11-06,Account Maintenance,Low,72,65.2,False,Open,Email
1833,SR-00001833,2459,5017,6,211,2025-05-31,Mortgage Inquiry,Low,72,60.9,False,Resolved,Mobile App
1834,SR-00001834,1048,2154,3,94,2023-01-05,Investment Inquiry,Medium,48,44.4,False,Resolved,Email
1835,SR-00001835,2925,5965,3,126,2024-05-21,Card Replacement,High,24,9.0,False,Resolved,Branch
1836,SR-00001836,3550,7247,1,35,2024-01-17,Card Replacement,Urgent,8,12.4,True,Closed Without Resolution,Branch
1837,SR-00001837,2324,4743,4,167,2024-04-21,Mortgage Inquiry,Low,72,72.6,True,Resolved,Phone
1838,SR-00001838,6616,13594,2,64,2024-10-06,Dispute,Medium,48,122.3,True,Escalated,Online Banking
1839,SR-00001839,4218,8641,4,139,2025-05-30,Card Replacement,Low,72,50.8,False,Resolved,Branch
1840,SR-00001840,1668,3403,1,21,2023-10-23,Mortgage Inquiry,Medium,48,17.3,False,Resolved,Online Banking
1841,SR-00001841,4559,9339,3,118,2023-03-18,Mortgage Inquiry,High,24,29.3,True,Resolved,Phone
1842,SR-00001842,5370,11024,2,72,2023-07-22,Digital Banking Support,Low,72,29.6,False,Escalated,Phone
1843,SR-00001843,4984,10223,2,46,2024-03-22,Digital Banking Support,Medium,48,34.1,False,Escalated,Phone
1844,SR-00001844,4843,9942,3,128,2025-03-08,Account Maintenance,Low,72,28.3,False,Escalated,Online Banking
1845,SR-00001845,1370,2827,4,148,2025-06-17,Complaint,Medium,48,40.5,False,Resolved,Email
1846,SR-00001846,1280,2640,5,195,2025-01-08,Account Maintenance,Low,72,99.4,True,Resolved,Branch
1847,SR-00001847,3232,6613,4,142,2025-01-20,Dispute,Medium,48,10.7,False,Resolved,Email
1848,SR-00001848,3996,8174,3,94,2025-03-31,Digital Banking Support,Medium,48,80.5,True,Resolved,Phone
1849,SR-00001849,6606,13573,2,87,2023-04-01,Dispute,Low,72,60.8,False,Open,Online Banking
1850,SR-00001850,4374,8944,6,219,2023-02-16,Mortgage Inquiry,Low,72,34.0,False,Resolved,Mobile App
1851,SR-00001851,5306,10895,2,47,2024-12-03,Dispute,Medium,48,82.4,True,Resolved,Branch
1852,SR-00001852,5397,11083,1,8,2025-11-13,Investment Inquiry,Low,72,49.3,False,Resolved,Mobile App
1853,SR-00001853,4674,9579,4,156,2023-05-15,Account Maintenance,High,24,30.8,True,Resolved,Mobile App
1854,SR-00001854,1050,2159,1,18,2024-11-02,Digital Banking Support,Medium,48,22.9,False,Resolved,Online Banking
1855,SR-00001855,3616,7377,2,84,2024-06-17,Investment Inquiry,Medium,48,27.8,False,Closed Without Resolution,Phone
1856,SR-00001856,2004,4106,6,226,2025-10-24,Card Replacement,Medium,48,57.2,True,Open,Phone
1857,SR-00001857,1092,2247,4,155,2025-04-15,Account Maintenance,High,24,27.9,True,Resolved,Email
1858,SR-00001858,3523,7191,1,23,2024-07-26,Card Replacement,Medium,48,107.0,True,Resolved,Online Banking
1859,SR-00001859,4624,9474,5,195,2024-07-25,Card Replacement,Medium,48,21.3,False,Resolved,Branch
1860,SR-00001860,1741,3554,1,39,2024-12-26,Complaint,Low,72,232.9,True,Resolved,Mobile App
1861,SR-00001861,5452,11193,3,114,2025-11-14,Digital Banking Support,Medium,48,104.6,True,Resolved,Email
1862,SR-00001862,6445,13238,3,110,2023-03-09,Digital Banking Support,Low,72,40.0,False,Resolved,Mobile App
1863,SR-00001863,2030,4154,4,151,2024-07-29,Mortgage Inquiry,High,24,27.8,True,Resolved,Branch
1864,SR-00001864,2872,5852,3,126,2025-05-31,Fraud Support,High,24,8.8,False,Resolved,Mobile App
1865,SR-00001865,136,284,4,141,2025-08-15,Card Replacement,Low,72,19.5,False,Escalated,Phone
1866,SR-00001866,4205,8614,3,120,2023-03-07,Account Maintenance,Medium,48,33.4,False,Resolved,Phone
1867,SR-00001867,5073,10408,4,150,2023-09-10,Digital Banking Support,Medium,48,70.8,True,Resolved,Online Banking
1868,SR-00001868,6568,13499,1,24,2023-08-07,Mortgage Inquiry,Medium,48,73.3,True,Resolved,Phone
1869,SR-00001869,3743,7643,5,197,2024-02-11,Digital Banking Support,Medium,48,36.9,False,Open,Phone
1870,SR-00001870,1056,2169,2,89,2025-06-25,Account Maintenance,Medium,48,64.9,True,Resolved,Branch
1871,SR-00001871,392,818,5,202,2023-08-31,Account Maintenance,Low,72,23.6,False,Resolved,Online Banking
1872,SR-00001872,4106,8402,2,89,2023-10-09,Account Maintenance,Low,72,27.1,False,Resolved,Online Banking
1873,SR-00001873,2378,4853,3,108,2023-10-23,Complaint,Low,72,31.3,False,Resolved,Phone
1874,SR-00001874,2054,4201,3,122,2024-05-18,Investment Inquiry,Medium,48,110.4,True,Resolved,Mobile App
1875,SR-00001875,1345,2777,3,117,2024-02-22,Account Maintenance,Medium,48,46.4,False,Resolved,Mobile App
1876,SR-00001876,6786,13923,2,55,2023-02-18,Complaint,Low,72,40.2,False,Resolved,Branch
1877,SR-00001877,5567,11424,2,86,2023-07-08,Digital Banking Support,Medium,48,57.9,True,Escalated,Phone
1878,SR-00001878,4639,9504,1,6,2024-07-27,Card Replacement,Medium,48,41.5,False,Resolved,Mobile App
1879,SR-00001879,3890,7955,2,71,2024-01-14,Card Replacement,Medium,48,45.7,False,Resolved,Email
1880,SR-00001880,1685,3444,3,92,2025-01-22,Fraud Support,Low,72,94.3,True,Resolved,Online Banking
1881,SR-00001881,5186,10648,1,38,2024-02-05,Account Maintenance,Medium,48,16.4,False,Resolved,Mobile App
1882,SR-00001882,3005,6131,5,172,2023-11-22,Digital Banking Support,Medium,48,33.8,False,Resolved,Online Banking
1883,SR-00001883,2900,5909,6,220,2023-08-12,Digital Banking Support,Low,72,23.6,False,Resolved,Phone
1884,SR-00001884,3129,6389,3,123,2024-08-02,Complaint,Low,72,38.1,False,Resolved,Mobile App
1885,SR-00001885,6439,13224,4,137,2024-09-15,Mortgage Inquiry,Medium,48,38.6,False,Open,Branch
1886,SR-00001886,3470,7088,1,23,2023-09-22,Mortgage Inquiry,Low,72,62.1,False,Resolved,Branch
1887,SR-00001887,6071,12489,1,38,2024-11-20,Account Maintenance,Low,72,19.7,False,Resolved,Online Banking
1888,SR-00001888,185,385,4,162,2023-01-31,Digital Banking Support,High,24,17.8,False,Resolved,Branch
1889,SR-00001889,5640,11561,4,169,2024-04-03,Card Replacement,Low,72,41.4,False,Resolved,Online Banking
1890,SR-00001890,4298,8789,3,94,2024-06-11,Card Replacement,Medium,48,57.6,True,Resolved,Branch
1891,SR-00001891,1215,2496,3,127,2025-12-21,Account Maintenance,High,24,27.3,True,Closed Without Resolution,Online Banking
1892,SR-00001892,6864,14081,4,137,2025-02-26,Fraud Support,Medium,48,24.5,False,Resolved,Online Banking
1893,SR-00001893,3453,7055,3,110,2023-01-09,Account Maintenance,Medium,48,62.7,True,Closed Without Resolution,Mobile App
1894,SR-00001894,612,1264,2,61,2024-09-08,Investment Inquiry,Medium,48,35.6,False,Resolved,Branch
1895,SR-00001895,6899,14159,2,90,2024-11-10,Mortgage Inquiry,Low,72,35.2,False,Resolved,Phone
1896,SR-00001896,117,238,5,185,2025-12-23,Dispute,Medium,48,25.7,False,Escalated,Email
1897,SR-00001897,2732,5569,2,66,2025-07-22,Mortgage Inquiry,Low,72,52.0,False,Resolved,Online Banking
1898,SR-00001898,5954,12244,4,140,2023-11-09,Fraud Support,Low,72,92.5,True,Escalated,Mobile App
1899,SR-00001899,3615,7376,4,138,2025-05-05,Card Replacement,Medium,48,24.8,False,Resolved,Online Banking
1900,SR-00001900,6027,12394,4,159,2023-09-29,Fraud Support,High,24,25.3,True,Resolved,Mobile App
1901,SR-00001901,283,593,1,33,2023-11-14,Account Maintenance,Medium,48,27.0,False,Resolved,Branch
1902,SR-00001902,4955,10166,1,42,2023-10-19,Dispute,Medium,48,44.0,False,Open,Mobile App
1903,SR-00001903,874,1798,2,69,2023-08-25,Digital Banking Support,Medium,48,27.8,False,Resolved,Branch
1904,SR-00001904,1802,3685,4,137,2023-12-05,Card Replacement,Low,72,29.1,False,Resolved,Email
1905,SR-00001905,1038,2127,3,127,2024-03-22,Card Replacement,Low,72,319.5,True,Resolved,Branch
1906,SR-00001906,2297,4689,6,213,2023-03-07,Card Replacement,Medium,48,41.0,False,Resolved,Online Banking
1907,SR-00001907,2038,4170,5,178,2023-11-10,Dispute,Low,72,15.8,False,Resolved,Email
1908,SR-00001908,2096,4285,4,148,2025-07-03,Card Replacement,Medium,48,55.3,True,Escalated,Email
1909,SR-00001909,6845,14040,3,108,2023-01-27,Mortgage Inquiry,Medium,48,8.7,False,Resolved,Email
1910,SR-00001910,2482,5064,2,77,2024-11-18,Dispute,Medium,48,34.1,False,Resolved,Branch
1911,SR-00001911,6279,12902,6,220,2024-02-04,Fraud Support,High,24,16.1,False,Resolved,Branch
1912,SR-00001912,2412,4924,4,159,2024-08-10,Investment Inquiry,Low,72,163.8,True,Resolved,Phone
1913,SR-00001913,5461,11215,1,42,2024-11-14,Account Maintenance,Medium,48,42.6,False,Resolved,Email
1914,SR-00001914,3904,7991,3,104,2023-05-31,Account Maintenance,Medium,48,15.1,False,Resolved,Branch
1915,SR-00001915,135,283,5,201,2024-12-03,Mortgage Inquiry,Medium,48,17.4,False,Resolved,Mobile App
1916,SR-00001916,2056,4207,5,190,2023-04-06,Card Replacement,High,24,7.5,False,Resolved,Online Banking
1917,SR-00001917,6847,14044,5,194,2025-07-15,Card Replacement,Medium,48,19.6,False,Resolved,Online Banking
1918,SR-00001918,4262,8718,1,20,2024-09-04,Fraud Support,Urgent,8,8.8,True,Resolved,Phone
1919,SR-00001919,3965,8113,3,122,2023-11-16,Fraud Support,Low,72,13.8,False,Resolved,Mobile App
1920,SR-00001920,970,1995,1,41,2023-10-23,Dispute,Low,72,244.9,True,Resolved,Mobile App
1921,SR-00001921,6769,13888,4,164,2024-09-04,Digital Banking Support,Low,72,63.9,False,Escalated,Online Banking
1922,SR-00001922,4961,10177,1,10,2023-10-16,Fraud Support,Low,72,82.1,True,Resolved,Mobile App
1923,SR-00001923,5663,11608,4,154,2024-03-19,Investment Inquiry,Medium,48,30.2,False,Open,Phone
1924,SR-00001924,3374,6882,3,130,2024-06-26,Card Replacement,High,24,15.7,False,Resolved,Phone
1925,SR-00001925,5786,11870,5,180,2025-01-14,Account Maintenance,Urgent,8,2.1,False,Open,Branch
1926,SR-00001926,3562,7269,2,79,2023-03-28,Complaint,Low,72,39.1,False,Resolved,Branch
1927,SR-00001927,6453,13252,3,94,2023-01-07,Fraud Support,Low,72,60.0,False,Resolved,Mobile App
1928,SR-00001928,5097,10462,3,91,2023-12-05,Mortgage Inquiry,High,24,15.1,False,Resolved,Mobile App
1929,SR-00001929,155,322,4,155,2023-04-30,Account Maintenance,High,24,9.6,False,Open,Mobile App
1930,SR-00001930,2222,4540,5,175,2023-01-29,Complaint,Low,72,27.3,False,Resolved,Branch
1931,SR-00001931,3097,6324,1,43,2025-05-29,Digital Banking Support,Medium,48,36.8,False,Resolved,Online Banking
1932,SR-00001932,296,619,3,108,2025-02-02,Card Replacement,High,24,22.9,False,Open,Mobile App
1933,SR-00001933,1359,2806,4,159,2023-02-04,Investment Inquiry,Medium,48,119.2,True,Open,Branch
1934,SR-00001934,1076,2206,4,160,2024-08-06,Complaint,High,24,10.5,False,Closed Without Resolution,Branch
1935,SR-00001935,6010,12359,5,203,2023-02-02,Fraud Support,Medium,48,10.3,False,Escalated,Online Banking
1936,SR-00001936,6725,13807,4,160,2024-10-17,Investment Inquiry,High,24,33.1,True,Escalated,Mobile App
1937,SR-00001937,2094,4280,5,203,2025-07-04,Digital Banking Support,Low,72,89.2,True,Escalated,Online Banking
1938,SR-00001938,576,1186,6,213,2025-10-22,Account Maintenance,Urgent,8,8.7,True,Resolved,Email
