statement_id,account_id,customer_id,institution_id,branch_id,date_key,statement_date,credit_limit,statement_balance,purchase_amount,payment_amount,interest_charged,fee_charged,minimum_payment_due,days_past_due,utilization_rate
3062,1040,508,6,217,20250930,2025-09-30,2000.0,1145.3,558.59,393.91,16.86,0,34.36,0,0.5727
3063,1040,508,6,217,20251031,2025-10-31,2000.0,1228.08,764.61,701.86,20.03,0,36.84,0,0.614
3064,1040,508,6,217,20251130,2025-11-30,2000.0,1351.77,191.64,89.44,21.48,0,40.55,0,0.6759
3065,1040,508,6,217,20251231,2025-12-31,2000.0,1547.47,375.92,203.88,23.64,0,46.42,0,0.7737
3066,1043,509,6,211,20230131,2023-01-31,3000.0,652.82,407.49,419.76,10.76,39,19.58,0,0.2176
3067,1043,509,6,211,20230228,2023-02-28,3000.0,712.68,330.13,281.69,11.42,0,21.38,0,0.2376
3068,1043,509,6,211,20230331,2023-03-31,3000.0,796.38,249.98,217.75,12.47,39,23.89,0,0.2655
3069,1043,509,6,211,20230430,2023-04-30,3000.0,1370.85,1383.1,822.55,13.93,0,41.13,0,0.457
3070,1043,509,6,211,20230531,2023-05-31,3000.0,1427.17,623.08,629.75,23.98,39,42.81,0,0.4757
3071,1043,509,6,211,20230630,2023-06-30,3000.0,1497.68,137.75,92.2,24.96,0,44.93,0,0.4992
3072,1043,509,6,211,20230731,2023-07-31,3000.0,2583.73,1902.3,881.45,26.2,39,77.51,0,0.8612
3073,1043,509,6,211,20230831,2023-08-31,3000.0,2613.91,176.61,191.63,45.19,0,78.42,0,0.8713
3074,1043,509,6,211,20230930,2023-09-30,3000.0,2774.09,469.67,355.21,45.72,0,83.22,0,0.9247
3075,1043,509,6,211,20231031,2023-10-31,3000.0,3053.36,596.28,365.53,48.52,0,91.6,0,1.0178
3076,1043,509,6,211,20231130,2023-11-30,3000.0,3117.8,303.95,292.92,53.41,0,93.53,5,1.0393
3077,1043,509,6,211,20231231,2023-12-31,3000.0,3150.0,228.46,137.16,54.54,29,94.5,0,1.05
3078,1043,509,6,211,20240131,2024-01-31,3000.0,3150.0,520.65,313.49,55.1,29,94.5,0,1.05
3079,1043,509,6,211,20240229,2024-02-29,3000.0,3150.0,673.8,599.41,55.1,0,94.5,60,1.05
3080,1043,509,6,211,20240331,2024-03-31,3000.0,3150.0,138.61,71.96,55.1,0,94.5,0,1.05
3081,1043,509,6,211,20240430,2024-04-30,3000.0,3150.0,154.01,98.74,55.1,39,94.5,0,1.05
3082,1043,509,6,211,20240531,2024-05-31,3000.0,3150.0,1258.39,939.61,55.1,39,94.5,0,1.05
3083,1043,509,6,211,20240630,2024-06-30,3000.0,3150.0,1027.59,1002.53,55.1,29,94.5,0,1.05
3084,1043,509,6,211,20240731,2024-07-31,3000.0,3150.0,1734.49,1314.69,55.1,29,94.5,0,1.05
3085,1043,509,6,211,20240831,2024-08-31,3000.0,3150.0,303.33,172.08,55.1,0,94.5,0,1.05
3086,1043,509,6,211,20240930,2024-09-30,3000.0,3150.0,822.93,868.29,55.1,39,94.5,0,1.05
3087,1043,509,6,211,20241031,2024-10-31,3000.0,3150.0,646.75,493.07,55.1,0,94.5,0,1.05
3088,1043,509,6,211,20241130,2024-11-30,3000.0,3150.0,380.29,198.04,55.1,0,94.5,0,1.05
3089,1043,509,6,211,20241231,2024-12-31,3000.0,3150.0,821.9,849.73,55.1,0,94.5,60,1.05
3090,1043,509,6,211,20250131,2025-01-31,3000.0,3139.14,1676.63,1742.58,55.1,0,94.17,0,1.0464
3091,1043,509,6,211,20250228,2025-02-28,3000.0,3150.0,175.68,173.75,54.91,39,94.5,90,1.05
3092,1043,509,6,211,20250331,2025-03-31,3000.0,3150.0,266.05,131.23,55.1,0,94.5,0,1.05
3093,1043,509,6,211,20250430,2025-04-30,3000.0,3150.0,267.13,231.06,55.1,0,94.5,0,1.05
3094,1043,509,6,211,20250531,2025-05-31,3000.0,3150.0,1700.39,852.55,55.1,0,94.5,0,1.05
3095,1043,509,6,211,20250630,2025-06-30,3000.0,3150.0,367.17,301.75,55.1,0,94.5,30,1.05
3096,1043,509,6,211,20250731,2025-07-31,3000.0,3150.0,73.72,75.18,55.1,0,94.5,0,1.05
3097,1043,509,6,211,20250831,2025-08-31,3000.0,3150.0,189.82,91.87,55.1,29,94.5,0,1.05
3098,1043,509,6,211,20250930,2025-09-30,3000.0,3150.0,169.89,130.01,55.1,39,94.5,0,1.05
3099,1043,509,6,211,20251031,2025-10-31,3000.0,3150.0,210.57,202.3,55.1,39,94.5,60,1.05
3100,1043,509,6,211,20251130,2025-11-30,3000.0,3150.0,425.56,415.98,55.1,29,94.5,0,1.05
3101,1043,509,6,211,20251231,2025-12-31,3000.0,3150.0,147.19,160.77,55.1,0,94.5,0,1.05
3102,1066,521,4,166,20250228,2025-02-28,20000.0,6290.43,2166.31,1722.01,100.5,0,188.71,0,0.3145
3103,1066,521,4,166,20250331,2025-03-31,20000.0,6393.25,110.29,117.5,110.03,0,191.8,0,0.3197
3104,1066,521,4,166,20250430,2025-04-30,20000.0,6509.17,435.06,459.97,111.83,29,195.27,15,0.3255
3105,1066,521,4,166,20250531,2025-05-31,20000.0,7216.63,1221.3,627.68,113.86,0,216.5,0,0.3608
3106,1066,521,4,166,20250630,2025-06-30,20000.0,7402.49,156.52,125.89,126.23,29,222.07,0,0.3701
3107,1066,521,4,166,20250731,2025-07-31,20000.0,7692.81,446.98,286.15,129.48,0,230.78,60,0.3846
3108,1066,521,4,166,20250831,2025-08-31,20000.0,7974.22,307.23,160.37,134.56,0,239.23,0,0.3987
3109,1066,521,4,166,20250930,2025-09-30,20000.0,8132.68,291.88,272.91,139.48,0,243.98,0,0.4066
3110,1066,521,4,166,20251031,2025-10-31,20000.0,8334.01,215.14,185.06,142.25,29,250.02,0,0.4167
3111,1066,521,4,166,20251130,2025-11-30,20000.0,8397.11,1993.25,2075.93,145.78,0,251.91,30,0.4199
3112,1066,521,4,166,20251231,2025-12-31,20000.0,8746.63,521.76,358.11,146.88,39,262.4,0,0.4373
3113,1070,524,2,69,20230131,2023-01-31,15000.0,4973.41,610.1,614.56,85.57,0,149.2,0,0.3316
3114,1070,524,2,69,20230228,2023-02-28,15000.0,5069.35,711.57,702.62,86.99,0,152.08,0,0.338
3115,1070,524,2,69,20230331,2023-03-31,15000.0,5208.2,259.99,209.82,88.67,0,156.25,0,0.3472
3116,1070,524,2,69,20230430,2023-04-30,15000.0,5334.06,96.83,101.07,91.1,39,160.02,0,0.3556
3117,1070,524,2,69,20230531,2023-05-31,15000.0,5429.85,412.24,409.75,93.3,0,162.9,0,0.362
3118,1070,524,2,69,20230630,2023-06-30,15000.0,5545.68,281.18,260.33,94.98,0,166.37,0,0.3697
3119,1070,524,2,69,20230731,2023-07-31,15000.0,5758.73,307.97,220.92,97.0,29,172.76,0,0.3839
3120,1070,524,2,69,20230831,2023-08-31,15000.0,5919.43,139.81,79.85,100.73,0,177.58,15,0.3946
3121,1070,524,2,69,20230930,2023-09-30,15000.0,6069.58,340.51,293.89,103.54,0,182.09,0,0.4046
3122,1070,524,2,69,20231031,2023-10-31,15000.0,6229.31,911.12,857.56,106.17,0,186.88,0,0.4153
3123,1070,524,2,69,20231130,2023-11-30,15000.0,6447.48,532.52,452.31,108.96,29,193.42,0,0.4298
3124,1070,524,2,69,20231231,2023-12-31,15000.0,6638.33,177.83,128.76,112.78,29,199.15,5,0.4426
3125,1070,524,2,69,20240131,2024-01-31,15000.0,6874.82,812.83,731.46,116.12,39,206.24,0,0.4583
3126,1070,524,2,69,20240229,2024-02-29,15000.0,7003.39,254.95,275.64,120.25,29,210.1,0,0.4669
3127,1070,524,2,69,20240331,2024-03-31,15000.0,7259.79,503.73,398.83,122.5,29,217.79,5,0.484
3128,1070,524,2,69,20240430,2024-04-30,15000.0,7873.36,952.68,466.09,126.99,0,236.2,0,0.5249
3129,1070,524,2,69,20240531,2024-05-31,15000.0,8175.92,312.35,147.51,137.72,0,245.28,0,0.5451
3130,1070,524,2,69,20240630,2024-06-30,15000.0,8370.49,674.85,623.3,143.01,0,251.11,0,0.558
3131,1070,524,2,69,20240731,2024-07-31,15000.0,8526.24,104.85,95.51,146.41,0,255.79,0,0.5684
3132,1070,524,2,69,20240831,2024-08-31,15000.0,8765.36,210.78,120.81,149.14,0,262.96,0,0.5844
3133,1070,524,2,69,20240930,2024-09-30,15000.0,9193.81,764.52,489.39,153.32,0,275.81,0,0.6129
3134,1070,524,2,69,20241031,2024-10-31,15000.0,9402.18,954.09,935.53,160.82,29,282.07,0,0.6268
3135,1070,524,2,69,20241130,2024-11-30,15000.0,9741.27,353.39,178.77,164.46,0,292.24,0,0.6494
3136,1070,524,2,69,20241231,2024-12-31,15000.0,9941.19,196.76,196.23,170.39,29,298.24,0,0.6627
3137,1070,524,2,69,20250131,2025-01-31,15000.0,10761.35,1722.59,1115.33,173.89,39,322.84,0,0.7174
3138,1070,524,2,69,20250228,2025-02-28,15000.0,11232.74,571.92,327.75,188.23,39,336.98,0,0.7488
3139,1070,524,2,69,20250331,2025-03-31,15000.0,11452.82,76.45,52.85,196.48,0,343.58,0,0.7635
3140,1070,524,2,69,20250430,2025-04-30,15000.0,11696.62,1544.88,1501.4,200.33,0,350.9,0,0.7798
3141,1070,524,2,69,20250531,2025-05-31,15000.0,12007.94,272.66,165.93,204.59,0,360.24,0,0.8005
3142,1070,524,2,69,20250630,2025-06-30,15000.0,12184.85,1272.9,1306.03,210.04,0,365.55,5,0.8123
3143,1070,524,2,69,20250731,2025-07-31,15000.0,12514.18,456.24,369.05,213.13,29,375.43,30,0.8343
3144,1070,524,2,69,20250831,2025-08-31,15000.0,12767.45,128.14,93.76,218.89,0,383.02,0,0.8512
3145,1070,524,2,69,20250930,2025-09-30,15000.0,13086.75,149.55,82.58,223.32,29,392.6,0,0.8724
3146,1070,524,2,69,20251031,2025-10-31,15000.0,13477.82,503.72,380.56,228.91,39,404.33,0,0.8985
3147,1070,524,2,69,20251130,2025-11-30,15000.0,14055.7,572.95,259.81,235.75,29,421.67,15,0.937
3148,1070,524,2,69,20251231,2025-12-31,15000.0,14260.38,668.85,710.02,245.86,0,427.81,0,0.9507
3149,1071,524,4,132,20240731,2024-07-31,3000.0,546.09,705.68,672.29,8.14,39,16.38,0,0.182
3150,1071,524,4,132,20240831,2024-08-31,3000.0,645.13,140.36,79.87,9.55,29,19.35,0,0.215
3151,1071,524,4,132,20240930,2024-09-30,3000.0,724.34,315.51,276.58,11.28,29,21.73,0,0.2414
3152,1071,524,4,132,20241031,2024-10-31,3000.0,936.86,414.28,214.43,12.67,0,28.11,0,0.3123
3153,1071,524,4,132,20241130,2024-11-30,3000.0,1000.14,399.77,352.88,16.39,0,30.0,0,0.3334
3154,1071,524,4,132,20241231,2024-12-31,3000.0,1075.95,304.11,245.8,17.49,0,32.28,0,0.3586
3155,1071,524,4,132,20250131,2025-01-31,3000.0,1320.3,545.08,358.55,18.82,39,39.61,0,0.4401
3156,1071,524,4,132,20250228,2025-02-28,3000.0,1776.24,1088.67,655.82,23.09,0,53.29,0,0.5921
3157,1071,524,4,132,20250331,2025-03-31,3000.0,1874.62,367.03,328.72,31.07,29,56.24,30,0.6249
3158,1071,524,4,132,20250430,2025-04-30,3000.0,2010.07,237.48,173.81,32.79,39,60.3,0,0.67
3159,1071,524,4,132,20250531,2025-05-31,3000.0,2191.9,306.8,160.14,35.16,0,65.76,0,0.7306
3160,1071,524,4,132,20250630,2025-06-30,3000.0,2470.45,830.77,590.57,38.34,0,74.11,0,0.8235
3161,1071,524,4,132,20250731,2025-07-31,3000.0,2626.96,209.72,96.42,43.21,0,78.81,0,0.8757
3162,1071,524,4,132,20250831,2025-08-31,3000.0,2823.31,976.03,864.63,45.95,39,84.7,15,0.9411
3163,1071,524,4,132,20250930,2025-09-30,3000.0,2915.19,635.8,632.3,49.38,39,87.46,15,0.9717
3164,1071,524,4,132,20251031,2025-10-31,3000.0,3091.09,216.7,120.8,50.99,29,92.73,0,1.0304
3165,1071,524,4,132,20251130,2025-11-30,3000.0,3150.0,407.97,184.88,54.07,29,94.5,30,1.05
3166,1071,524,4,132,20251231,2025-12-31,3000.0,3150.0,90.61,79.0,55.1,0,94.5,0,1.05
3167,1076,526,1,2,20240731,2024-07-31,15000.0,4937.7,777.48,796.78,84.72,29,148.13,0,0.3292
3168,1076,526,1,2,20240831,2024-08-31,15000.0,5134.26,320.19,239.0,86.37,29,154.03,0,0.3423
3169,1076,526,1,2,20240930,2024-09-30,15000.0,5421.36,710.61,552.31,89.81,39,162.64,5,0.3614
3170,1076,526,1,2,20241031,2024-10-31,15000.0,5856.95,907.07,566.31,94.83,0,175.71,0,0.3905
3171,1076,526,1,2,20241130,2024-11-30,15000.0,6005.23,103.28,96.45,102.45,39,180.16,30,0.4003
3172,1076,526,1,2,20241231,2024-12-31,15000.0,6294.19,276.6,131.68,105.04,39,188.83,0,0.4196
3173,1076,526,1,2,20250131,2025-01-31,15000.0,6709.49,633.0,327.8,110.1,0,201.28,0,0.4473
3174,1076,526,1,2,20250228,2025-02-28,15000.0,6858.87,244.74,212.72,117.36,0,205.77,0,0.4573
3175,1076,526,1,2,20250331,2025-03-31,15000.0,7181.25,560.32,396.91,119.97,39,215.44,0,0.4787
3176,1076,526,1,2,20250430,2025-04-30,15000.0,7455.27,455.81,346.4,125.61,39,223.66,5,0.497
3177,1076,526,1,2,20250531,2025-05-31,15000.0,7628.28,468.55,464.95,130.41,39,228.85,0,0.5086
3178,1076,526,1,2,20250630,2025-06-30,15000.0,7785.55,56.18,32.34,133.43,0,233.57,0,0.519
3179,1076,526,1,2,20250731,2025-07-31,15000.0,8167.71,535.17,318.19,136.18,29,245.03,0,0.5445
3180,1076,526,1,2,20250831,2025-08-31,15000.0,8557.3,516.96,299.24,142.87,29,256.72,0,0.5705
3181,1076,526,1,2,20250930,2025-09-30,15000.0,8858.71,933.68,781.95,149.68,0,265.76,0,0.5906
3182,1076,526,1,2,20251031,2025-10-31,15000.0,9250.27,462.37,264.76,154.95,39,277.51,0,0.6167
3183,1076,526,1,2,20251130,2025-11-30,15000.0,9432.42,209.99,189.65,161.8,0,282.97,0,0.6288
3184,1076,526,1,2,20251231,2025-12-31,15000.0,9677.77,274.58,194.22,164.99,0,290.33,0,0.6452
3185,1093,536,1,13,20230131,2023-01-31,7500.0,1516.98,286.07,189.64,24.42,0,45.51,0,0.2023
3186,1093,536,1,13,20230228,2023-02-28,7500.0,1623.65,383.35,303.22,26.53,0,48.71,0,0.2165
3187,1093,536,1,13,20230331,2023-03-31,7500.0,1828.63,736.15,588.57,28.4,29,54.86,0,0.2438
3188,1093,536,1,13,20230430,2023-04-30,7500.0,2223.69,620.38,296.31,31.99,39,66.71,0,0.2965
3189,1093,536,1,13,20230531,2023-05-31,7500.0,2447.34,278.48,132.72,38.9,39,73.42,0,0.3263
3190,1093,536,1,13,20230630,2023-06-30,7500.0,2612.89,401.39,317.65,42.81,39,78.39,0,0.3484
3191,1093,536,1,13,20230731,2023-07-31,7500.0,2702.59,214.73,170.74,45.7,0,81.08,0,0.3603
3192,1093,536,1,13,20230831,2023-08-31,7500.0,2800.52,436.16,385.5,47.27,0,84.02,90,0.3734
3193,1093,536,1,13,20230930,2023-09-30,7500.0,2876.52,378.13,380.11,48.99,29,86.3,0,0.3835
3194,1093,536,1,13,20231031,2023-10-31,7500.0,3214.93,589.08,300.99,50.32,0,96.45,0,0.4287
3195,1093,536,1,13,20231130,2023-11-30,7500.0,3460.93,381.79,192.02,56.23,0,103.83,0,0.4615
3196,1093,536,1,13,20231231,2023-12-31,7500.0,3588.18,87.55,59.84,60.54,39,107.65,0,0.4784
3197,1093,536,1,13,20240131,2024-01-31,7500.0,3651.09,140.72,140.57,62.76,0,109.53,0,0.4868
3198,1093,536,1,13,20240229,2024-02-29,7500.0,4571.26,1596.69,769.38,63.86,29,137.14,30,0.6095
3199,1093,536,1,13,20240331,2024-03-31,7500.0,4844.21,587.24,423.25,79.96,29,145.33,0,0.6459
3200,1093,536,1,13,20240430,2024-04-30,7500.0,5048.84,464.11,344.22,84.73,0,151.47,5,0.6732
3201,1093,536,1,13,20240531,2024-05-31,7500.0,5456.48,683.48,364.14,88.31,0,163.69,0,0.7275
3202,1093,536,1,13,20240630,2024-06-30,7500.0,5661.77,982.9,912.06,95.44,39,169.85,0,0.7549
3203,1093,536,1,13,20240731,2024-07-31,7500.0,5759.53,535.1,565.37,99.03,29,172.79,0,0.7679
3204,1093,536,1,13,20240831,2024-08-31,7500.0,5988.69,352.04,223.63,100.74,0,179.66,0,0.7985
3205,1093,536,1,13,20240930,2024-09-30,7500.0,6203.24,415.47,305.67,104.75,0,186.1,0,0.8271
3206,1093,536,1,13,20241031,2024-10-31,7500.0,6335.42,380.08,356.4,108.5,0,190.06,0,0.8447
3207,1093,536,1,13,20241130,2024-11-30,7500.0,6554.12,127.27,58.38,110.82,39,196.62,0,0.8739
3208,1093,536,1,13,20241231,2024-12-31,7500.0,6588.44,1072.05,1152.38,114.64,0,197.65,0,0.8785
3209,1093,536,1,13,20250131,2025-01-31,7500.0,6790.31,139.64,82.01,115.24,29,203.71,0,0.9054
3210,1093,536,1,13,20250228,2025-02-28,7500.0,7042.18,344.33,250.23,118.77,39,211.27,0,0.939
3211,1093,536,1,13,20250331,2025-03-31,7500.0,7481.63,663.93,386.65,123.18,39,224.45,0,0.9976
3212,1093,536,1,13,20250430,2025-04-30,7500.0,7699.08,147.27,89.69,130.87,29,230.97,30,1.0265
3213,1093,536,1,13,20250531,2025-05-31,7500.0,7875.0,357.45,269.34,134.67,0,236.25,60,1.05
3214,1093,536,1,13,20250630,2025-06-30,7500.0,7875.0,1299.12,1018.84,137.75,0,236.25,0,1.05
3215,1093,536,1,13,20250731,2025-07-31,7500.0,7875.0,768.29,741.48,137.75,29,236.25,0,1.05
3216,1093,536,1,13,20250831,2025-08-31,7500.0,7875.0,1017.71,961.29,137.75,0,236.25,0,1.05
3217,1093,536,1,13,20250930,2025-09-30,7500.0,7875.0,173.0,93.94,137.75,0,236.25,0,1.05
3218,1093,536,1,13,20251031,2025-10-31,7500.0,7875.0,570.87,266.72,137.75,29,236.25,0,1.05
3219,1093,536,1,13,20251130,2025-11-30,7500.0,7875.0,221.78,117.97,137.75,0,236.25,0,1.05
3220,1093,536,1,13,20251231,2025-12-31,7500.0,7875.0,207.93,96.05,137.75,39,236.25,30,1.05
3221,1118,547,4,143,20250331,2025-03-31,2000.0,577.23,453.83,460.59,9.37,39,17.32,0,0.2886
3222,1118,547,4,143,20250430,2025-04-30,2000.0,637.21,1037.2,1016.32,10.1,29,19.12,15,0.3186
3223,1118,547,4,143,20250531,2025-05-31,2000.0,799.35,241.49,129.5,11.15,39,23.98,0,0.3997
3224,1118,547,4,143,20250630,2025-06-30,2000.0,772.7,448.34,488.96,13.98,0,23.18,0,0.3864
3225,1118,547,4,143,20250731,2025-07-31,2000.0,803.06,298.29,310.45,13.52,29,24.09,15,0.4015
3226,1118,547,4,143,20250831,2025-08-31,2000.0,966.56,237.6,117.16,14.05,29,29.0,0,0.4833
3227,1118,547,4,143,20250930,2025-09-30,2000.0,1177.96,515.03,320.53,16.91,0,35.34,0,0.589
3228,1118,547,4,143,20251031,2025-10-31,2000.0,1225.64,106.22,79.15,20.6,0,36.77,0,0.6128
3229,1118,547,4,143,20251130,2025-11-30,2000.0,1323.9,153.3,105.49,21.44,29,39.72,0,0.6619
3230,1118,547,4,143,20251231,2025-12-31,2000.0,1172.31,2023.49,2198.23,23.16,0,35.17,0,0.5862
3231,1121,549,5,175,20250531,2025-05-31,10000.0,3107.37,317.1,175.04,50.98,0,93.22,0,0.3107
3232,1121,549,5,175,20250630,2025-06-30,10000.0,3145.44,391.37,407.65,54.35,0,94.36,0,0.3145
3233,1121,549,5,175,20250731,2025-07-31,10000.0,3601.59,952.51,551.37,55.02,0,108.05,0,0.3602
3234,1121,549,5,175,20250831,2025-08-31,10000.0,3698.6,329.87,295.87,63.0,0,110.96,0,0.3699
3235,1121,549,5,175,20250930,2025-09-30,10000.0,4329.55,1206.32,640.07,64.69,0,129.89,5,0.433
3236,1121,549,5,175,20251031,2025-10-31,10000.0,4524.0,623.68,504.96,75.73,0,135.72,0,0.4524
3237,1121,549,5,175,20251130,2025-11-30,10000.0,4702.66,276.34,176.82,79.13,0,141.08,0,0.4703
3238,1121,549,5,175,20251231,2025-12-31,10000.0,4933.61,379.03,269.33,82.26,39,148.01,0,0.4934
3239,1122,549,1,42,20250731,2025-07-31,5000.0,833.95,243.46,120.16,12.22,0,25.02,0,0.1668
3240,1122,549,1,42,20250831,2025-08-31,5000.0,846.02,255.72,258.23,14.59,0,25.38,0,0.1692
3241,1122,549,1,42,20250930,2025-09-30,5000.0,1022.48,311.05,178.4,14.8,29,30.67,0,0.2045
3242,1122,549,1,42,20251031,2025-10-31,5000.0,1082.11,583.98,542.23,17.88,0,32.46,0,0.2164
3243,1122,549,1,42,20251130,2025-11-30,5000.0,1411.89,1891.7,1619.85,18.93,39,42.36,0,0.2824
3244,1122,549,1,42,20251231,2025-12-31,5000.0,1978.75,939.63,426.46,24.7,29,59.36,0,0.3958
3245,1129,553,3,119,20230430,2023-04-30,3000.0,1030.16,658.2,522.32,14.88,29,30.9,0,0.3434
3246,1129,553,3,119,20230531,2023-05-31,3000.0,1077.12,187.97,198.03,18.02,39,32.31,0,0.359
3247,1129,553,3,119,20230630,2023-06-30,3000.0,1521.64,782.27,356.58,18.84,0,45.65,0,0.5072
3248,1129,553,3,119,20230731,2023-07-31,3000.0,1508.98,402.46,441.74,26.62,0,45.27,5,0.503
3249,1129,553,3,119,20230831,2023-08-31,3000.0,1532.24,373.68,405.82,26.39,29,45.97,15,0.5107
3250,1129,553,3,119,20230930,2023-09-30,3000.0,1642.94,268.72,223.82,26.8,39,49.29,0,0.5476
3251,1129,553,3,119,20231031,2023-10-31,3000.0,2129.97,1264.9,806.61,28.74,0,63.9,5,0.71
3252,1129,553,3,119,20231130,2023-11-30,3000.0,2244.11,346.06,269.18,37.26,0,67.32,0,0.748
3253,1129,553,3,119,20231231,2023-12-31,3000.0,2670.34,801.04,414.07,39.25,0,80.11,0,0.8901
3254,1129,553,3,119,20240131,2024-01-31,3000.0,2832.73,200.78,124.1,46.71,39,84.98,0,0.9442
3255,1129,553,3,119,20240229,2024-02-29,3000.0,2943.73,211.61,150.15,49.55,0,88.31,0,0.9812
3256,1129,553,3,119,20240331,2024-03-31,3000.0,3150.0,435.38,235.74,51.49,0,94.5,0,1.05
3257,1129,553,3,119,20240430,2024-04-30,3000.0,3150.0,126.27,135.0,55.1,0,94.5,0,1.05
3258,1129,553,3,119,20240531,2024-05-31,3000.0,3150.0,691.29,743.27,55.1,29,94.5,0,1.05
3259,1129,553,3,119,20240630,2024-06-30,3000.0,3150.0,391.91,199.58,55.1,0,94.5,0,1.05
3260,1129,553,3,119,20240731,2024-07-31,3000.0,3148.76,1185.21,1280.55,55.1,39,94.46,0,1.0496
3261,1129,553,3,119,20240831,2024-08-31,3000.0,3150.0,1176.02,1179.94,55.08,0,94.5,0,1.05
3262,1129,553,3,119,20240930,2024-09-30,3000.0,3150.0,588.82,582.19,55.1,39,94.5,0,1.05
3263,1129,553,3,119,20241031,2024-10-31,3000.0,3150.0,201.16,161.01,55.1,0,94.5,0,1.05
3264,1129,553,3,119,20241130,2024-11-30,3000.0,3150.0,1920.17,893.93,55.1,0,94.5,0,1.05
3265,1129,553,3,119,20241231,2024-12-31,3000.0,3150.0,1169.26,1013.32,55.1,0,94.5,0,1.05
3266,1129,553,3,119,20250131,2025-01-31,3000.0,3150.0,697.38,589.23,55.1,0,94.5,0,1.05
3267,1129,553,3,119,20250228,2025-02-28,3000.0,3150.0,419.88,247.35,55.1,0,94.5,0,1.05
3268,1129,553,3,119,20250331,2025-03-31,3000.0,3150.0,285.53,261.69,55.1,29,94.5,0,1.05
3269,1129,553,3,119,20250430,2025-04-30,3000.0,3150.0,311.75,222.49,55.1,0,94.5,0,1.05
3270,1129,553,3,119,20250531,2025-05-31,3000.0,3150.0,266.44,171.8,55.1,39,94.5,0,1.05
3271,1129,553,3,119,20250630,2025-06-30,3000.0,3150.0,746.97,411.29,55.1,0,94.5,0,1.05
3272,1129,553,3,119,20250731,2025-07-31,3000.0,3150.0,547.43,327.98,55.1,29,94.5,30,1.05
3273,1129,553,3,119,20250831,2025-08-31,3000.0,3150.0,841.75,717.06,55.1,29,94.5,0,1.05
3274,1129,553,3,119,20250930,2025-09-30,3000.0,3150.0,144.24,71.23,55.1,29,94.5,30,1.05
3275,1129,553,3,119,20251031,2025-10-31,3000.0,3150.0,245.77,188.04,55.1,0,94.5,0,1.05
3276,1129,553,3,119,20251130,2025-11-30,3000.0,3150.0,171.2,133.08,55.1,29,94.5,0,1.05
3277,1129,553,3,119,20251231,2025-12-31,3000.0,3150.0,377.05,268.5,55.1,29,94.5,0,1.05
3278,1134,555,2,53,20231031,2023-10-31,2000.0,696.0,1070.77,798.79,7.29,0,20.88,0,0.348
3279,1134,555,2,53,20231130,2023-11-30,2000.0,909.15,611.21,410.25,12.17,0,27.27,0,0.4546
3280,1134,555,2,53,20231231,2023-12-31,2000.0,1076.11,621.44,470.38,15.9,0,32.28,0,0.5381
3281,1134,555,2,53,20240131,2024-01-31,2000.0,1175.25,148.23,67.92,18.82,0,35.26,0,0.5876
3282,1134,555,2,53,20240229,2024-02-29,2000.0,1239.17,340.91,297.54,20.56,0,37.18,0,0.6196
3283,1134,555,2,53,20240331,2024-03-31,2000.0,1492.59,623.65,420.91,21.68,29,44.78,0,0.7463
3284,1134,555,2,53,20240430,2024-04-30,2000.0,1490.13,1058.06,1086.63,26.11,0,44.7,0,0.7451
3285,1134,555,2,53,20240531,2024-05-31,2000.0,1589.86,212.37,138.71,26.06,0,47.7,0,0.7949
3286,1134,555,2,53,20240630,2024-06-30,2000.0,1626.46,238.23,258.44,27.81,29,48.79,5,0.8132
3287,1134,555,2,53,20240731,2024-07-31,2000.0,1738.39,216.71,162.24,28.45,29,52.15,5,0.8692
3288,1134,555,2,53,20240831,2024-08-31,2000.0,1914.79,447.06,301.06,30.41,0,57.44,0,0.9574
3289,1134,555,2,53,20240930,2024-09-30,2000.0,2100.0,1477.64,1258.32,33.49,0,63.0,30,1.05
3290,1134,555,2,53,20241031,2024-10-31,2000.0,2100.0,582.38,393.66,36.73,0,63.0,0,1.05
3291,1134,555,2,53,20241130,2024-11-30,2000.0,2100.0,309.83,263.44,36.73,0,63.0,0,1.05
3292,1134,555,2,53,20241231,2024-12-31,2000.0,2100.0,499.64,372.77,36.73,0,63.0,0,1.05
3293,1134,555,2,53,20250131,2025-01-31,2000.0,2100.0,293.68,214.76,36.73,0,63.0,60,1.05
3294,1134,555,2,53,20250228,2025-02-28,2000.0,2100.0,1261.32,745.45,36.73,39,63.0,0,1.05
3295,1134,555,2,53,20250331,2025-03-31,2000.0,2100.0,1403.31,1279.86,36.73,29,63.0,0,1.05
3296,1134,555,2,53,20250430,2025-04-30,2000.0,2100.0,291.27,178.84,36.73,29,63.0,5,1.05
3297,1134,555,2,53,20250531,2025-05-31,2000.0,2100.0,376.13,234.0,36.73,29,63.0,0,1.05
3298,1134,555,2,53,20250630,2025-06-30,2000.0,2100.0,76.79,68.47,36.73,0,63.0,5,1.05
3299,1134,555,2,53,20250731,2025-07-31,2000.0,2100.0,319.4,238.47,36.73,0,63.0,0,1.05
3300,1134,555,2,53,20250831,2025-08-31,2000.0,2100.0,1051.74,491.3,36.73,0,63.0,5,1.05
3301,1134,555,2,53,20250930,2025-09-30,2000.0,2100.0,2460.08,1771.8,36.73,29,63.0,30,1.05
