target_id,branch_id,institution_id,date_key,month_end_date,deposit_balance_target,loan_originations_target,new_accounts_target,service_sla_target
839,35,1,20251130,2025-11-30,2750359.84,1247933.53,36,0.88
840,35,1,20251231,2025-12-31,2727165.51,1322407.65,30,0.88
841,36,1,20240131,2024-01-31,2546193.6,1134573.42,49,0.88
842,36,1,20240229,2024-02-29,2351024.92,961778.23,19,0.88
843,36,1,20240331,2024-03-31,2822788.65,1098293.11,55,0.88
844,36,1,20240430,2024-04-30,1424140.89,1266280.09,40,0.88
845,36,1,20240531,2024-05-31,2894668.16,1555927.71,38,0.88
846,36,1,20240630,2024-06-30,2095617.45,1291604.4,49,0.88
847,36,1,20240731,2024-07-31,2187027.96,1079576.33,39,0.88
848,36,1,20240831,2024-08-31,2415058.36,1237439.56,45,0.88
849,36,1,20240930,2024-09-30,3093529.64,1499562.54,53,0.88
850,36,1,20241031,2024-10-31,2428559.93,1627339.49,45,0.88
851,36,1,20241130,2024-11-30,3240306.55,469763.8,51,0.88
852,36,1,20241231,2024-12-31,2408054.01,1325688.15,46,0.88
853,36,1,20250131,2025-01-31,1432994.54,713450.23,24,0.88
854,36,1,20250228,2025-02-28,2587299.87,810267.96,51,0.88
855,36,1,20250331,2025-03-31,2698453.0,1219057.72,59,0.88
856,36,1,20250430,2025-04-30,1497639.39,414907.16,73,0.88
857,36,1,20250531,2025-05-31,3064205.37,647134.21,34,0.88
858,36,1,20250630,2025-06-30,2591063.07,1450011.95,33,0.88
859,36,1,20250731,2025-07-31,1983793.39,1615390.74,33,0.88
860,36,1,20250831,2025-08-31,2499636.93,1489853.82,25,0.88
861,36,1,20250930,2025-09-30,2976333.94,1070450.33,28,0.88
862,36,1,20251031,2025-10-31,1700822.88,508053.14,23,0.88
863,36,1,20251130,2025-11-30,2843140.58,1481229.02,40,0.88
864,36,1,20251231,2025-12-31,2915563.19,2052003.41,51,0.88
865,37,1,20240131,2024-01-31,664832.69,1361294.69,56,0.88
866,37,1,20240229,2024-02-29,1655681.46,1781541.45,21,0.88
867,37,1,20240331,2024-03-31,3310622.87,1100645.19,40,0.88
868,37,1,20240430,2024-04-30,1812613.38,1622905.65,35,0.88
869,37,1,20240531,2024-05-31,1173274.18,1834406.69,59,0.88
870,37,1,20240630,2024-06-30,2476821.13,728912.41,61,0.88
871,37,1,20240731,2024-07-31,2925130.03,1218845.9,7,0.88
872,37,1,20240831,2024-08-31,2248974.62,1627552.43,56,0.88
873,37,1,20240930,2024-09-30,2144505.58,1163325.6,35,0.88
874,37,1,20241031,2024-10-31,2069740.64,1230372.41,56,0.88
875,37,1,20241130,2024-11-30,3364839.83,1107797.21,11,0.88
876,37,1,20241231,2024-12-31,2007073.03,1218084.77,29,0.88
877,37,1,20250131,2025-01-31,3858198.82,1063790.36,27,0.88
878,37,1,20250228,2025-02-28,2700356.7,809147.73,58,0.88
879,37,1,20250331,2025-03-31,2180064.49,897566.5,56,0.88
880,37,1,20250430,2025-04-30,2222437.06,1017003.2,79,0.88
881,37,1,20250531,2025-05-31,1696483.62,1152271.56,73,0.88
882,37,1,20250630,2025-06-30,1763220.82,1788571.48,41,0.88
883,37,1,20250731,2025-07-31,2455560.1,432915.61,50,0.88
884,37,1,20250831,2025-08-31,1987229.89,1052135.99,75,0.88
885,37,1,20250930,2025-09-30,3692981.77,1397907.84,43,0.88
886,37,1,20251031,2025-10-31,2236461.63,1316921.45,91,0.88
887,37,1,20251130,2025-11-30,3822665.61,1405337.6,37,0.88
888,37,1,20251231,2025-12-31,3065888.47,1769975.99,49,0.88
889,38,1,20240131,2024-01-31,2683304.34,365076.27,50,0.88
890,38,1,20240229,2024-02-29,3329773.1,929910.02,27,0.88
891,38,1,20240331,2024-03-31,1692376.83,906663.53,47,0.88
892,38,1,20240430,2024-04-30,3263483.11,1305429.89,41,0.88
893,38,1,20240531,2024-05-31,3061513.71,1481231.07,40,0.88
894,38,1,20240630,2024-06-30,1828467.2,1012071.47,42,0.88
895,38,1,20240731,2024-07-31,2289606.54,1630000.99,50,0.88
896,38,1,20240831,2024-08-31,3404884.66,1229434.49,50,0.88
897,38,1,20240930,2024-09-30,2985029.83,1292181.84,42,0.88
898,38,1,20241031,2024-10-31,1801872.37,799037.01,42,0.88
899,38,1,20241130,2024-11-30,3253094.93,1177331.5,65,0.88
900,38,1,20241231,2024-12-31,1680450.75,916507.44,33,0.88
901,38,1,20250131,2025-01-31,2214272.82,1353233.4,32,0.88
902,38,1,20250228,2025-02-28,2258580.41,1054002.46,41,0.88
903,38,1,20250331,2025-03-31,2573872.34,621465.4,16,0.88
904,38,1,20250430,2025-04-30,1885235.49,1289231.69,75,0.88
905,38,1,20250531,2025-05-31,1750105.75,1534112.5,21,0.88
906,38,1,20250630,2025-06-30,3134699.83,1515677.01,36,0.88
907,38,1,20250731,2025-07-31,1490681.18,1695265.48,48,0.88
908,38,1,20250831,2025-08-31,2393535.04,840991.49,70,0.88
909,38,1,20250930,2025-09-30,3031127.91,1526760.53,29,0.88
910,38,1,20251031,2025-10-31,2847358.55,833809.94,45,0.88
911,38,1,20251130,2025-11-30,1348411.37,1095767.59,48,0.88
912,38,1,20251231,2025-12-31,1582698.17,668821.33,57,0.88
913,39,1,20240131,2024-01-31,3221493.27,1349889.91,41,0.88
914,39,1,20240229,2024-02-29,2929256.31,1604192.22,49,0.88
915,39,1,20240331,2024-03-31,1756652.6,1793988.13,37,0.88
916,39,1,20240430,2024-04-30,2190479.47,1157362.82,46,0.88
917,39,1,20240531,2024-05-31,3091677.77,812747.71,51,0.88
918,39,1,20240630,2024-06-30,3014860.41,1396463.93,57,0.88
919,39,1,20240731,2024-07-31,3212179.55,1382480.25,15,0.88
920,39,1,20240831,2024-08-31,3253229.88,1364312.65,64,0.88
921,39,1,20240930,2024-09-30,1612227.02,702286.08,19,0.88
922,39,1,20241031,2024-10-31,2288665.84,811447.07,70,0.88
923,39,1,20241130,2024-11-30,2740684.56,1495330.79,63,0.88
924,39,1,20241231,2024-12-31,2362455.55,1406651.89,23,0.88
925,39,1,20250131,2025-01-31,2525845.75,1106530.17,24,0.88
926,39,1,20250228,2025-02-28,3377379.62,1376599.97,36,0.88
927,39,1,20250331,2025-03-31,3208172.75,1355159.85,16,0.88
928,39,1,20250430,2025-04-30,1811532.28,1372244.94,46,0.88
929,39,1,20250531,2025-05-31,623825.93,842562.12,69,0.88
930,39,1,20250630,2025-06-30,2385636.63,1432349.24,29,0.88
931,39,1,20250731,2025-07-31,2387111.18,1550243.49,41,0.88
932,39,1,20250831,2025-08-31,2321044.8,1667154.35,48,0.88
933,39,1,20250930,2025-09-30,2133683.64,1389109.46,48,0.88
934,39,1,20251031,2025-10-31,2970327.38,582597.1,33,0.88
935,39,1,20251130,2025-11-30,2028100.57,1637310.94,53,0.88
936,39,1,20251231,2025-12-31,2497856.66,1576673.56,65,0.88
937,40,1,20240131,2024-01-31,1565306.9,1288467.01,44,0.88
938,40,1,20240229,2024-02-29,2500034.27,1365255.18,16,0.88
939,40,1,20240331,2024-03-31,2478027.76,1662155.64,60,0.88
940,40,1,20240430,2024-04-30,3103149.53,498969.7,42,0.88
941,40,1,20240531,2024-05-31,3279200.4,955196.64,37,0.88
942,40,1,20240630,2024-06-30,2409710.26,972415.66,63,0.88
943,40,1,20240731,2024-07-31,2345040.8,743283.07,56,0.88
944,40,1,20240831,2024-08-31,2594096.22,1072769.59,39,0.88
945,40,1,20240930,2024-09-30,1596582.58,665877.89,57,0.88
946,40,1,20241031,2024-10-31,2316705.24,1215810.72,51,0.88
947,40,1,20241130,2024-11-30,1918639.24,743922.2,45,0.88
948,40,1,20241231,2024-12-31,3573235.2,914319.85,51,0.88
949,40,1,20250131,2025-01-31,2313804.42,1239515.84,30,0.88
950,40,1,20250228,2025-02-28,2823506.28,1249055.11,49,0.88
951,40,1,20250331,2025-03-31,2496718.27,929156.36,69,0.88
952,40,1,20250430,2025-04-30,2830763.46,1388482.39,26,0.88
953,40,1,20250531,2025-05-31,3221507.79,1130938.17,61,0.88
954,40,1,20250630,2025-06-30,1447460.03,1310411.26,52,0.88
955,40,1,20250731,2025-07-31,2115096.34,1166999.22,37,0.88
956,40,1,20250831,2025-08-31,3117687.29,190635.66,25,0.88
957,40,1,20250930,2025-09-30,1055000.53,1278238.52,42,0.88
958,40,1,20251031,2025-10-31,1313616.89,353403.51,53,0.88
959,40,1,20251130,2025-11-30,3125823.82,588749.41,49,0.88
960,40,1,20251231,2025-12-31,2164079.98,1311512.86,30,0.88
961,41,1,20240131,2024-01-31,1382689.2,697719.26,66,0.88
962,41,1,20240229,2024-02-29,2638459.51,1763992.86,34,0.88
963,41,1,20240331,2024-03-31,3258339.24,715380.49,27,0.88
964,41,1,20240430,2024-04-30,2987288.05,1011099.11,64,0.88
965,41,1,20240531,2024-05-31,3691711.71,1618392.58,42,0.88
966,41,1,20240630,2024-06-30,2649795.81,1309659.95,48,0.88
967,41,1,20240731,2024-07-31,2305964.41,1134179.61,37,0.88
968,41,1,20240831,2024-08-31,2464876.26,993449.59,45,0.88
969,41,1,20240930,2024-09-30,1681153.94,1509110.74,33,0.88
970,41,1,20241031,2024-10-31,2205754.2,859712.24,75,0.88
971,41,1,20241130,2024-11-30,1521427.85,653132.3,32,0.88
972,41,1,20241231,2024-12-31,2204494.5,1617916.66,10,0.88
973,41,1,20250131,2025-01-31,3093960.76,1298213.53,36,0.88
974,41,1,20250228,2025-02-28,3441512.64,1155625.09,53,0.88
975,41,1,20250331,2025-03-31,3102098.32,1181338.73,46,0.88
976,41,1,20250430,2025-04-30,2816873.39,1726161.51,71,0.88
977,41,1,20250531,2025-05-31,1739469.53,1064624.53,63,0.88
978,41,1,20250630,2025-06-30,2394926.01,1231990.29,6,0.88
979,41,1,20250731,2025-07-31,3750316.67,1543069.11,58,0.88
980,41,1,20250831,2025-08-31,1916820.9,1489686.63,53,0.88
981,41,1,20250930,2025-09-30,1822728.27,1225254.82,49,0.88
982,41,1,20251031,2025-10-31,3239650.09,748734.02,50,0.88
983,41,1,20251130,2025-11-30,2222939.75,1961201.81,64,0.88
984,41,1,20251231,2025-12-31,3527530.32,1638692.29,37,0.88
985,42,1,20240131,2024-01-31,2924253.49,1405842.75,48,0.88
986,42,1,20240229,2024-02-29,3203912.38,1431766.07,53,0.88
987,42,1,20240331,2024-03-31,1895476.83,1012965.13,42,0.88
988,42,1,20240430,2024-04-30,2550175.78,1032616.28,37,0.88
989,42,1,20240531,2024-05-31,2433998.38,1219698.62,59,0.88
990,42,1,20240630,2024-06-30,2332120.46,937526.04,69,0.88
991,42,1,20240731,2024-07-31,1158603.03,1405521.39,73,0.88
992,42,1,20240831,2024-08-31,1060115.34,1139349.48,43,0.88
993,42,1,20240930,2024-09-30,2830561.95,889010.07,47,0.88
994,42,1,20241031,2024-10-31,1009086.6,696918.22,46,0.88
995,42,1,20241130,2024-11-30,2432051.98,1380083.9,34,0.88
996,42,1,20241231,2024-12-31,3116186.85,953430.37,57,0.88
997,42,1,20250131,2025-01-31,2227718.95,1969942.7,53,0.88
998,42,1,20250228,2025-02-28,3026166.1,1225168.71,47,0.88
999,42,1,20250331,2025-03-31,2783775.87,1409758.33,48,0.88
1000,42,1,20250430,2025-04-30,2627250.66,767631.02,93,0.88
1001,42,1,20250531,2025-05-31,1794866.89,926289.22,15,0.88
1002,42,1,20250630,2025-06-30,3561207.6,1079173.14,65,0.88
1003,42,1,20250731,2025-07-31,2797846.86,1011003.72,61,0.88
1004,42,1,20250831,2025-08-31,2320827.76,1668344.82,44,0.88
1005,42,1,20250930,2025-09-30,1647399.14,2108422.01,51,0.88
1006,42,1,20251031,2025-10-31,2548556.38,856027.67,24,0.88
1007,42,1,20251130,2025-11-30,2520778.84,1569468.39,53,0.88
1008,42,1,20251231,2025-12-31,2080858.39,1117196.99,30,0.88
1009,43,1,20240131,2024-01-31,2395764.16,1077150.82,39,0.88
1010,43,1,20240229,2024-02-29,2405671.38,1097222.27,20,0.88
1011,43,1,20240331,2024-03-31,2860931.31,1021927.65,58,0.88
1012,43,1,20240430,2024-04-30,2701627.16,1241029.48,65,0.88
1013,43,1,20240531,2024-05-31,2759198.81,820095.37,45,0.88
1014,43,1,20240630,2024-06-30,2358683.17,1416304.93,73,0.88
1015,43,1,20240731,2024-07-31,3054968.49,1460775.25,33,0.88
1016,43,1,20240831,2024-08-31,2280978.62,1138502.42,38,0.88
1017,43,1,20240930,2024-09-30,2322970.73,1273631.87,54,0.88
1018,43,1,20241031,2024-10-31,3168280.27,808940.56,54,0.88
1019,43,1,20241130,2024-11-30,2589629.2,1179767.82,51,0.88
1020,43,1,20241231,2024-12-31,1433351.44,1582401.04,60,0.88
1021,43,1,20250131,2025-01-31,3090913.73,836531.23,42,0.88
1022,43,1,20250228,2025-02-28,3357549.11,1304858.25,45,0.88
1023,43,1,20250331,2025-03-31,2608085.96,672585.97,60,0.88
1024,43,1,20250430,2025-04-30,2700385.19,1539253.34,54,0.88
1025,43,1,20250531,2025-05-31,2492602.15,987429.84,38,0.88
1026,43,1,20250630,2025-06-30,2705207.17,1164347.84,26,0.88
1027,43,1,20250731,2025-07-31,2777303.48,626660.16,48,0.88
1028,43,1,20250831,2025-08-31,2980172.27,1082274.99,44,0.88
1029,43,1,20250930,2025-09-30,938979.83,1702781.71,73,0.88
1030,43,1,20251031,2025-10-31,2002605.21,1421893.93,40,0.88
1031,43,1,20251130,2025-11-30,1792228.34,1476565.73,62,0.88
1032,43,1,20251231,2025-12-31,3839699.79,967308.07,82,0.88
1033,44,1,20240131,2024-01-31,3186745.87,1779808.58,15,0.88
1034,44,1,20240229,2024-02-29,3399562.73,1616802.53,26,0.88
1035,44,1,20240331,2024-03-31,2541724.64,953124.05,31,0.88
1036,44,1,20240430,2024-04-30,2288855.26,772825.07,39,0.88
1037,44,1,20240531,2024-05-31,3041507.35,1032227.21,44,0.88
1038,44,1,20240630,2024-06-30,1525673.95,1424948.91,30,0.88
1039,44,1,20240731,2024-07-31,3443199.31,1132724.93,28,0.88
1040,44,1,20240831,2024-08-31,1800898.92,1131877.23,72,0.88
1041,44,1,20240930,2024-09-30,1520507.19,810998.25,15,0.88
1042,44,1,20241031,2024-10-31,2799441.56,1248226.4,59,0.88
1043,44,1,20241130,2024-11-30,2182528.2,1260422.01,19,0.88
1044,44,1,20241231,2024-12-31,2124288.65,1002671.43,33,0.88
1045,44,1,20250131,2025-01-31,2274374.67,868824.94,41,0.88
1046,44,1,20250228,2025-02-28,3023604.43,1425843.63,52,0.88
1047,44,1,20250331,2025-03-31,1538029.21,1668536.3,13,0.88
1048,44,1,20250430,2025-04-30,2278584.23,1416597.43,45,0.88
1049,44,1,20250531,2025-05-31,2909106.54,1748148.57,15,0.88
1050,44,1,20250630,2025-06-30,2707544.3,1370650.09,65,0.88
1051,44,1,20250731,2025-07-31,1619958.14,1246415.19,60,0.88
1052,44,1,20250831,2025-08-31,2484462.07,1141714.78,37,0.88
1053,44,1,20250930,2025-09-30,2323867.01,503118.85,48,0.88
1054,44,1,20251031,2025-10-31,2572609.64,1292300.94,37,0.88
1055,44,1,20251130,2025-11-30,2071239.72,1826165.49,41,0.88
1056,44,1,20251231,2025-12-31,1895442.49,968655.96,48,0.88
1057,45,1,20240131,2024-01-31,2568684.96,683875.31,36,0.88
1058,45,1,20240229,2024-02-29,2607413.08,1181618.28,68,0.88
1059,45,1,20240331,2024-03-31,2650935.34,1278427.4,25,0.88
1060,45,1,20240430,2024-04-30,2986705.08,1172687.68,31,0.88
1061,45,1,20240531,2024-05-31,3017768.46,1535916.71,46,0.88
1062,45,1,20240630,2024-06-30,3735676.0,1529203.45,37,0.88
1063,45,1,20240731,2024-07-31,2831042.92,1167253.32,29,0.88
1064,45,1,20240831,2024-08-31,2779829.24,939075.02,60,0.88
1065,45,1,20240930,2024-09-30,3441330.19,796541.9,42,0.88
1066,45,1,20241031,2024-10-31,1589756.38,1856172.7,44,0.88
1067,45,1,20241130,2024-11-30,3335275.69,1319338.71,50,0.88
1068,45,1,20241231,2024-12-31,3191733.2,939770.38,64,0.88
1069,45,1,20250131,2025-01-31,2870892.51,1407146.58,77,0.88
1070,45,1,20250228,2025-02-28,3087447.39,1527835.69,61,0.88
1071,45,1,20250331,2025-03-31,1769136.5,1322668.32,23,0.88
1072,45,1,20250430,2025-04-30,3072409.15,999731.88,40,0.88
1073,45,1,20250531,2025-05-31,2156355.0,1343229.33,58,0.88
1074,45,1,20250630,2025-06-30,2514472.7,1018516.04,37,0.88
1075,45,1,20250731,2025-07-31,2370439.76,703126.25,35,0.88
1076,45,1,20250831,2025-08-31,2139881.84,1032502.85,53,0.88
1077,45,1,20250930,2025-09-30,3192449.3,1867816.17,76,0.88
1078,45,1,20251031,2025-10-31,3182216.78,993010.23,45,0.88
1079,45,1,20251130,2025-11-30,2683799.71,1461057.37,52,0.88
1080,45,1,20251231,2025-12-31,2362571.85,1421696.7,21,0.88
1081,46,2,20240131,2024-01-31,1867396.57,1606155.18,25,0.88
1082,46,2,20240229,2024-02-29,2524272.71,1489795.83,56,0.88
1083,46,2,20240331,2024-03-31,3131615.44,748679.95,77,0.88
1084,46,2,20240430,2024-04-30,2328588.87,952378.19,36,0.88
1085,46,2,20240531,2024-05-31,2525476.16,1079925.25,49,0.88
1086,46,2,20240630,2024-06-30,2361179.37,1440211.43,43,0.88
1087,46,2,20240731,2024-07-31,3416984.78,1357998.58,42,0.88
1088,46,2,20240831,2024-08-31,1962882.56,423781.76,36,0.88
1089,46,2,20240930,2024-09-30,2307511.2,790572.21,36,0.88
1090,46,2,20241031,2024-10-31,2356247.06,1236775.99,52,0.88
1091,46,2,20241130,2024-11-30,3014774.15,1333192.48,8,0.88
1092,46,2,20241231,2024-12-31,2099030.59,1047421.17,28,0.88
1093,46,2,20250131,2025-01-31,2922022.91,1027844.8,5,0.88
1094,46,2,20250228,2025-02-28,2223167.52,941326.38,34,0.88
1095,46,2,20250331,2025-03-31,1946361.58,1457926.26,5,0.88
1096,46,2,20250430,2025-04-30,2458854.5,856589.96,29,0.88
1097,46,2,20250531,2025-05-31,3029454.67,1272558.55,55,0.88
1098,46,2,20250630,2025-06-30,3073195.43,1535489.61,32,0.88
1099,46,2,20250731,2025-07-31,1755568.47,1140070.65,62,0.88
1100,46,2,20250831,2025-08-31,2436548.26,716569.52,32,0.88
1101,46,2,20250930,2025-09-30,2042202.08,1086042.78,39,0.88
1102,46,2,20251031,2025-10-31,1875563.86,1006389.62,17,0.88
1103,46,2,20251130,2025-11-30,2554801.53,598947.5,66,0.88
1104,46,2,20251231,2025-12-31,2497151.71,496189.89,42,0.88
1105,47,2,20240131,2024-01-31,2325538.17,1523336.33,48,0.88
1106,47,2,20240229,2024-02-29,2538117.96,1204479.99,41,0.88
1107,47,2,20240331,2024-03-31,1441053.23,903059.45,41,0.88
1108,47,2,20240430,2024-04-30,1854638.44,1433716.8,28,0.88
1109,47,2,20240531,2024-05-31,2688468.24,1533846.68,65,0.88
1110,47,2,20240630,2024-06-30,2004848.36,581796.6,41,0.88
1111,47,2,20240731,2024-07-31,1423489.01,978846.64,55,0.88
1112,47,2,20240831,2024-08-31,2157441.34,1762000.24,74,0.88
1113,47,2,20240930,2024-09-30,2815619.36,1517244.02,62,0.88
1114,47,2,20241031,2024-10-31,1477522.57,641151.52,46,0.88
1115,47,2,20241130,2024-11-30,3032786.11,1837896.45,48,0.88
1116,47,2,20241231,2024-12-31,3265343.94,1210877.37,48,0.88
1117,47,2,20250131,2025-01-31,1939423.58,1375248.16,34,0.88
1118,47,2,20250228,2025-02-28,2099030.56,1148231.76,57,0.88
1119,47,2,20250331,2025-03-31,1146213.62,1497128.18,80,0.88
1120,47,2,20250430,2025-04-30,3205052.3,1566797.7,37,0.88
1121,47,2,20250531,2025-05-31,3403826.59,760627.63,22,0.88
1122,47,2,20250630,2025-06-30,2933927.12,1014368.87,75,0.88
1123,47,2,20250731,2025-07-31,3419504.17,1554945.3,44,0.88
1124,47,2,20250831,2025-08-31,2408399.37,1068640.62,59,0.88
1125,47,2,20250930,2025-09-30,2965525.36,1242680.52,25,0.88
1126,47,2,20251031,2025-10-31,1769461.71,1207246.23,61,0.88
1127,47,2,20251130,2025-11-30,1908973.91,1436058.16,61,0.88
1128,47,2,20251231,2025-12-31,2187066.48,902926.15,52,0.88
1129,48,2,20240131,2024-01-31,2110097.86,873386.14,59,0.88
1130,48,2,20240229,2024-02-29,2401674.43,1098067.3,37,0.88
1131,48,2,20240331,2024-03-31,2575934.89,1459515.61,49,0.88
1132,48,2,20240430,2024-04-30,3514222.81,1267185.11,62,0.88
1133,48,2,20240531,2024-05-31,2000492.43,941975.26,57,0.88
1134,48,2,20240630,2024-06-30,2115316.6,1328071.09,56,0.88
1135,48,2,20240731,2024-07-31,2635229.63,933090.96,21,0.88
1136,48,2,20240831,2024-08-31,2260848.29,1103835.94,49,0.88
1137,48,2,20240930,2024-09-30,2018848.78,1156570.83,29,0.88
1138,48,2,20241031,2024-10-31,2876244.99,945762.39,55,0.88
1139,48,2,20241130,2024-11-30,2048383.32,803630.29,36,0.88
1140,48,2,20241231,2024-12-31,2621955.44,1223812.61,58,0.88
1141,48,2,20250131,2025-01-31,1634365.91,1295724.67,28,0.88
1142,48,2,20250228,2025-02-28,1916544.82,1358594.58,31,0.88
1143,48,2,20250331,2025-03-31,2946990.2,796631.35,12,0.88
1144,48,2,20250430,2025-04-30,3093219.5,1450970.6,45,0.88
1145,48,2,20250531,2025-05-31,2942982.53,1359561.16,34,0.88
1146,48,2,20250630,2025-06-30,3279152.71,789477.0,43,0.88
1147,48,2,20250731,2025-07-31,3086600.88,773864.94,42,0.88
1148,48,2,20250831,2025-08-31,1514055.51,1013057.48,5,0.88
1149,48,2,20250930,2025-09-30,2175392.21,1429897.1,38,0.88
1150,48,2,20251031,2025-10-31,2204148.47,899198.99,49,0.88
1151,48,2,20251130,2025-11-30,3042094.6,1524962.68,65,0.88
1152,48,2,20251231,2025-12-31,2687875.53,1239170.21,49,0.88
1153,49,2,20240131,2024-01-31,2192111.25,2169303.98,54,0.88
1154,49,2,20240229,2024-02-29,2196862.61,1414756.55,43,0.88
1155,49,2,20240331,2024-03-31,3474394.77,955013.33,42,0.88
1156,49,2,20240430,2024-04-30,3178495.98,1465174.23,89,0.88
1157,49,2,20240531,2024-05-31,3256642.34,967064.28,35,0.88
1158,49,2,20240630,2024-06-30,2206713.14,1365652.91,31,0.88
1159,49,2,20240731,2024-07-31,2225044.57,1850839.58,67,0.88
1160,49,2,20240831,2024-08-31,2135509.02,1431350.68,50,0.88
1161,49,2,20240930,2024-09-30,1262842.52,1069440.35,81,0.88
1162,49,2,20241031,2024-10-31,2649377.88,1672938.6,55,0.88
1163,49,2,20241130,2024-11-30,2087036.42,1513133.53,53,0.88
1164,49,2,20241231,2024-12-31,2610912.7,1856085.61,54,0.88
1165,49,2,20250131,2025-01-31,2823073.93,1174868.24,39,0.88
1166,49,2,20250228,2025-02-28,2271986.64,2056885.4,21,0.88
1167,49,2,20250331,2025-03-31,2697413.18,1552299.6,44,0.88
1168,49,2,20250430,2025-04-30,2542267.89,1034125.63,35,0.88
1169,49,2,20250531,2025-05-31,1623793.86,1266495.15,39,0.88
1170,49,2,20250630,2025-06-30,2333802.44,773704.92,32,0.88
1171,49,2,20250731,2025-07-31,3199989.99,1151539.89,30,0.88
1172,49,2,20250831,2025-08-31,2407204.85,1023074.1,41,0.88
1173,49,2,20250930,2025-09-30,2417093.07,1126344.64,63,0.88
1174,49,2,20251031,2025-10-31,874610.01,1256004.97,44,0.88
1175,49,2,20251130,2025-11-30,2202765.25,1183434.19,58,0.88
1176,49,2,20251231,2025-12-31,1659541.93,1049518.06,42,0.88
1177,50,2,20240131,2024-01-31,3045894.52,1545237.41,53,0.88
1178,50,2,20240229,2024-02-29,1905236.09,1396035.06,44,0.88
1179,50,2,20240331,2024-03-31,1121221.17,848240.34,61,0.88
1180,50,2,20240430,2024-04-30,3252416.04,1175209.92,70,0.88
1181,50,2,20240531,2024-05-31,2647349.92,1027266.25,18,0.88
1182,50,2,20240630,2024-06-30,1630815.56,1387322.99,61,0.88
1183,50,2,20240731,2024-07-31,2436936.65,1642468.12,56,0.88
1184,50,2,20240831,2024-08-31,2596339.85,1569197.97,66,0.88
1185,50,2,20240930,2024-09-30,2949037.78,887290.5,60,0.88
1186,50,2,20241031,2024-10-31,2627613.61,1393139.32,43,0.88
1187,50,2,20241130,2024-11-30,1843902.34,1150109.53,43,0.88
1188,50,2,20241231,2024-12-31,1687018.62,957694.85,34,0.88
1189,50,2,20250131,2025-01-31,2192798.62,431414.07,29,0.88
1190,50,2,20250228,2025-02-28,2764832.76,720137.26,66,0.88
1191,50,2,20250331,2025-03-31,1607344.37,997481.25,48,0.88
1192,50,2,20250430,2025-04-30,1738215.1,1495673.83,54,0.88
1193,50,2,20250531,2025-05-31,894024.53,1265962.6,39,0.88
1194,50,2,20250630,2025-06-30,2329779.27,1250734.89,35,0.88
1195,50,2,20250731,2025-07-31,2796728.86,1410521.57,47,0.88
1196,50,2,20250831,2025-08-31,1094708.97,1638972.69,37,0.88
1197,50,2,20250930,2025-09-30,2665165.02,807648.26,46,0.88
1198,50,2,20251031,2025-10-31,3209702.52,1175491.78,49,0.88
1199,50,2,20251130,2025-11-30,1137284.71,695649.56,19,0.88
1200,50,2,20251231,2025-12-31,1531560.66,1251928.37,46,0.88
1201,51,2,20240131,2024-01-31,2353780.62,871822.15,68,0.88
1202,51,2,20240229,2024-02-29,2795324.83,1494323.29,54,0.88
1203,51,2,20240331,2024-03-31,2814051.04,822885.07,38,0.88
1204,51,2,20240430,2024-04-30,1807493.53,1192962.42,59,0.88
1205,51,2,20240531,2024-05-31,2804991.96,776641.84,53,0.88
1206,51,2,20240630,2024-06-30,3081514.64,1563834.59,37,0.88
1207,51,2,20240731,2024-07-31,4261278.27,734713.56,64,0.88
1208,51,2,20240831,2024-08-31,2335063.36,1218627.98,48,0.88
1209,51,2,20240930,2024-09-30,776502.74,624244.51,29,0.88
1210,51,2,20241031,2024-10-31,2322496.93,1389676.89,50,0.88
1211,51,2,20241130,2024-11-30,2418243.75,1421218.44,42,0.88
1212,51,2,20241231,2024-12-31,2552763.27,1360184.47,63,0.88
1213,51,2,20250131,2025-01-31,3300906.35,1706044.25,78,0.88
1214,51,2,20250228,2025-02-28,3109433.38,1278396.96,53,0.88
1215,51,2,20250331,2025-03-31,2175160.68,402088.37,38,0.88
1216,51,2,20250430,2025-04-30,2486546.27,1090439.47,52,0.88
1217,51,2,20250531,2025-05-31,3335646.13,913524.99,43,0.88
1218,51,2,20250630,2025-06-30,4553272.72,1343835.4,39,0.88
1219,51,2,20250731,2025-07-31,3021422.0,668559.8,40,0.88
1220,51,2,20250831,2025-08-31,2213192.82,711951.83,23,0.88
1221,51,2,20250930,2025-09-30,2586734.7,2050979.24,18,0.88
1222,51,2,20251031,2025-10-31,1753984.99,1014262.79,60,0.88
1223,51,2,20251130,2025-11-30,2874701.75,1102051.73,71,0.88
1224,51,2,20251231,2025-12-31,3328954.79,1450026.42,52,0.88
1225,52,2,20240131,2024-01-31,3409173.1,1047028.89,44,0.88
1226,52,2,20240229,2024-02-29,3010202.51,1218211.04,28,0.88
1227,52,2,20240331,2024-03-31,2509121.59,1281668.18,57,0.88
1228,52,2,20240430,2024-04-30,3836935.44,788027.25,63,0.88
1229,52,2,20240531,2024-05-31,2109335.31,1674811.42,46,0.88
1230,52,2,20240630,2024-06-30,1626731.37,1332020.13,60,0.88
1231,52,2,20240731,2024-07-31,3198356.57,1155722.18,61,0.88
1232,52,2,20240831,2024-08-31,4177089.06,1270153.14,42,0.88
1233,52,2,20240930,2024-09-30,2455456.69,1265680.98,70,0.88
