loan_payment_id,loan_id,account_id,customer_id,institution_id,date_key,due_date,paid_date,amount_due,amount_paid,days_late,principal_component,interest_component,payment_status
611,36,357,171,5,20231130,2023-11-30,2023-11-30,4059.18,4059.18,0,2024.98,2034.19,Paid
612,36,357,171,5,20231231,2023-12-31,2023-12-31,4059.18,4059.18,0,2036.75,2022.43,Paid
613,36,357,171,5,20240131,2024-01-31,2024-02-15,4059.18,4059.18,15,2048.59,2010.59,Paid
614,36,357,171,5,20240229,2024-02-29,2024-03-05,4059.18,4059.18,5,2060.5,1998.68,Paid
615,36,357,171,5,20240331,2024-03-31,2024-04-05,4059.18,4059.18,5,2072.47,1986.71,Paid
616,36,357,171,5,20240430,2024-04-30,2024-04-30,4059.18,4059.18,0,2084.52,1974.66,Paid
617,36,357,171,5,20240531,2024-05-31,2024-05-31,4059.18,4059.18,0,2096.63,1962.55,Paid
618,36,357,171,5,20240630,2024-06-30,2024-06-30,4059.18,4059.18,0,2108.82,1950.36,Paid
619,36,357,171,5,20240731,2024-07-31,2024-07-31,4059.18,4059.18,0,2121.07,1938.1,Paid
620,36,357,171,5,20240831,2024-08-31,2024-08-31,4059.18,4059.18,0,2133.4,1925.78,Paid
621,36,357,171,5,20240930,2024-09-30,2024-09-30,4059.18,4059.18,0,2145.8,1913.38,Paid
622,36,357,171,5,20241031,2024-10-31,2024-10-31,4059.18,4059.18,0,2158.27,1900.91,Paid
623,36,357,171,5,20241130,2024-11-30,2024-11-30,4059.18,4059.18,0,2170.82,1888.36,Paid
624,36,357,171,5,20241231,2024-12-31,2024-12-31,4059.18,4059.18,0,2183.43,1875.74,Paid
625,36,357,171,5,20250131,2025-01-31,2025-03-03,4059.18,4059.18,31,2196.12,1863.05,Paid
626,36,357,171,5,20250228,2025-02-28,2025-02-28,4059.18,4059.18,0,2208.89,1850.29,Paid
627,36,357,171,5,20250331,2025-03-31,2025-03-31,4059.18,4059.18,0,2221.72,1837.45,Paid
628,36,357,171,5,20250430,2025-04-30,2025-08-03,4059.18,1127.66,95,0.0,1127.66,Paid
629,36,357,171,5,20250531,2025-05-31,2025-05-31,4059.18,4059.18,0,2234.64,1824.54,Paid
630,36,357,171,5,20250630,2025-06-30,2025-06-30,4059.18,4059.18,0,2247.62,1811.55,Paid
631,36,357,171,5,20250731,2025-07-31,2025-08-15,4059.18,4059.18,15,2260.69,1798.49,Paid
632,36,357,171,5,20250831,2025-08-31,2025-08-31,4059.18,4059.18,0,2273.83,1785.35,Paid
633,36,357,171,5,20250930,2025-09-30,2025-09-30,4059.18,4059.18,0,2287.04,1772.13,Paid
634,36,357,171,5,20251031,2025-10-31,2025-10-31,4059.18,4059.18,0,2300.33,1758.84,Paid
635,37,361,175,5,20230430,2023-04-30,2023-04-30,1081.05,1081.05,0,536.2,544.85,Paid
636,37,361,175,5,20230531,2023-05-31,2023-05-31,1081.05,1081.05,0,540.7,540.36,Paid
637,37,361,175,5,20230630,2023-06-30,2023-06-30,1081.05,1081.05,0,545.23,535.83,Paid
638,37,361,175,5,20230731,2023-07-31,2023-07-31,1081.05,1081.05,0,549.8,531.26,Paid
639,37,361,175,5,20230831,2023-08-31,2023-08-31,1081.05,1081.05,0,554.41,526.65,Paid
640,37,361,175,5,20230930,2023-09-30,2023-09-30,1081.05,1081.05,0,559.05,522.0,Paid
641,37,361,175,5,20231031,2023-10-31,2023-10-31,1081.05,1081.05,0,563.74,517.31,Paid
642,37,361,175,5,20231130,2023-11-30,2023-11-30,1081.05,1081.05,0,568.47,512.59,Paid
643,37,361,175,5,20231231,2023-12-31,2023-12-31,1081.05,1081.05,0,573.23,507.82,Paid
644,37,361,175,5,20240131,2024-01-31,2024-01-31,1081.05,1081.05,0,578.04,503.02,Paid
645,37,361,175,5,20240229,2024-02-29,2024-02-29,1081.05,1081.05,0,582.88,498.17,Paid
646,37,361,175,5,20240331,2024-03-31,2024-03-31,1081.05,1081.05,0,587.77,493.29,Paid
647,37,361,175,5,20240430,2024-04-30,2024-04-30,1081.05,1081.05,0,592.69,488.36,Paid
648,37,361,175,5,20240531,2024-05-31,2024-07-01,1081.05,1081.05,31,597.66,483.39,Paid
649,37,361,175,5,20240630,2024-06-30,2024-06-30,1081.05,1081.05,0,602.67,478.38,Paid
650,37,361,175,5,20240731,2024-07-31,2024-07-31,1081.05,1081.05,0,607.72,473.33,Paid
651,37,361,175,5,20240831,2024-08-31,2024-08-31,1081.05,1081.05,0,612.82,468.24,Paid
652,37,361,175,5,20240930,2024-09-30,2024-09-30,1081.05,1081.05,0,617.95,463.1,Paid
653,37,361,175,5,20241031,2024-10-31,2024-10-31,1081.05,1081.05,0,623.13,457.92,Paid
654,37,361,175,5,20241130,2024-11-30,2024-11-30,1081.05,1081.05,0,628.36,452.7,Paid
655,37,361,175,5,20241231,2024-12-31,2024-12-31,1081.05,1081.05,0,633.62,447.43,Paid
656,37,361,175,5,20250131,2025-01-31,2025-03-03,1081.05,1081.05,31,638.94,442.12,Paid
657,37,361,175,5,20250228,2025-02-28,2025-02-28,1081.05,1081.05,0,644.29,436.76,Paid
658,37,361,175,5,20250331,2025-03-31,2025-03-31,1081.05,1081.05,0,649.69,431.36,Paid
659,38,374,180,4,20240731,2024-07-31,2024-07-31,889.61,889.61,0,594.61,295.0,Paid
660,38,374,180,4,20240831,2024-08-31,2024-09-15,889.61,889.61,15,599.62,289.99,Paid
661,38,374,180,4,20240930,2024-09-30,2024-10-15,889.61,889.61,15,604.68,284.94,Paid
662,38,374,180,4,20241031,2024-10-31,2024-10-31,889.61,889.61,0,609.77,279.84,Paid
663,38,374,180,4,20241130,2024-11-30,2024-11-30,889.61,889.61,0,614.91,274.7,Paid
664,38,374,180,4,20241231,2024-12-31,2024-12-31,889.61,889.61,0,620.1,269.52,Paid
665,38,374,180,4,20250131,2025-01-31,2025-01-31,889.61,889.61,0,625.32,264.29,Paid
666,38,374,180,4,20250228,2025-02-28,2025-02-28,889.61,889.61,0,630.59,259.02,Paid
667,38,374,180,4,20250331,2025-03-31,2025-03-31,889.61,889.61,0,635.91,253.71,Paid
668,38,374,180,4,20250430,2025-04-30,2025-04-30,889.61,889.61,0,641.27,248.35,Paid
669,38,374,180,4,20250531,2025-05-31,2025-05-31,889.61,889.61,0,646.67,242.94,Paid
670,38,374,180,4,20250630,2025-06-30,2025-07-31,889.61,889.61,31,652.12,237.49,Paid
671,38,374,180,4,20250731,2025-07-31,2025-07-31,889.61,889.61,0,657.62,231.99,Paid
672,38,374,180,4,20250831,2025-08-31,2025-08-31,889.61,889.61,0,663.16,226.45,Paid
673,38,374,180,4,20250930,2025-09-30,2025-09-30,889.61,889.61,0,668.75,220.86,Paid
674,38,374,180,4,20251031,2025-10-31,2025-10-31,889.61,889.61,0,674.39,215.23,Paid
675,38,374,180,4,20251130,2025-11-30,2025-12-31,889.61,889.61,31,680.07,209.54,Partial
676,38,374,180,4,20251231,2025-12-31,2026-01-05,889.61,889.61,5,685.81,203.81,Paid
677,39,402,192,1,20230131,2023-01-31,2023-01-31,2281.84,2281.84,0,495.43,1786.42,Paid
678,39,402,192,1,20230228,2023-02-28,2023-03-31,2281.84,2281.84,31,497.95,1783.89,Paid
679,39,402,192,1,20230331,2023-03-31,2023-03-31,2281.84,2281.84,0,500.5,1781.35,Paid
680,39,402,192,1,20230430,2023-04-30,2023-04-30,2281.84,2281.84,0,503.05,1778.79,Paid
681,39,402,192,1,20230531,2023-05-31,2023-05-31,2281.84,2281.84,0,505.62,1776.23,Paid
682,39,402,192,1,20230630,2023-06-30,2023-06-30,2281.84,2281.84,0,508.2,1773.64,Paid
683,39,402,192,1,20230731,2023-07-31,2023-07-31,2281.84,2281.84,0,510.79,1771.05,Paid
684,39,402,192,1,20230831,2023-08-31,2023-08-31,2281.84,2281.84,0,513.4,1768.44,Paid
685,39,402,192,1,20230930,2023-09-30,2023-09-30,2281.84,2281.84,0,516.02,1765.82,Paid
686,39,402,192,1,20231031,2023-10-31,2023-10-31,2281.84,2281.84,0,518.65,1763.19,Paid
687,39,402,192,1,20231130,2023-11-30,2023-11-30,2281.84,2281.84,0,521.3,1760.54,Paid
688,39,402,192,1,20231231,2023-12-31,2024-01-15,2281.84,2281.84,15,523.96,1757.88,Paid
689,39,402,192,1,20240131,2024-01-31,2024-01-31,2281.84,2281.84,0,526.64,1755.21,Paid
690,39,402,192,1,20240229,2024-02-29,2024-02-29,2281.84,2281.84,0,529.32,1752.52,Paid
691,39,402,192,1,20240331,2024-03-31,2024-03-31,2281.84,2281.84,0,532.03,1749.82,Paid
692,39,402,192,1,20240430,2024-04-30,2024-04-30,2281.84,2281.84,0,534.74,1747.1,Paid
693,39,402,192,1,20240531,2024-05-31,2024-05-31,2281.84,2281.84,0,537.47,1744.37,Paid
694,39,402,192,1,20240630,2024-06-30,2024-06-30,2281.84,2281.84,0,540.21,1741.63,Paid
695,39,402,192,1,20240731,2024-07-31,2024-08-31,2281.84,2281.84,31,542.97,1738.87,Missed
696,39,402,192,1,20240831,2024-08-31,2024-08-31,2281.84,2281.84,0,545.74,1736.1,Paid
697,39,402,192,1,20240930,2024-09-30,2024-09-30,2281.84,2281.84,0,548.53,1733.31,Paid
698,39,402,192,1,20241031,2024-10-31,2024-10-31,2281.84,2281.84,0,551.33,1730.52,Paid
699,39,402,192,1,20241130,2024-11-30,2024-11-30,2281.84,2281.84,0,554.14,1727.7,Paid
700,39,402,192,1,20241231,2024-12-31,2024-12-31,2281.84,2281.84,0,556.97,1724.87,Paid
701,40,408,196,3,20240630,2024-06-30,2024-06-30,209.17,209.17,0,56.85,152.32,Paid
702,40,408,196,3,20240731,2024-07-31,2024-07-31,209.17,209.17,0,57.09,152.08,Paid
703,40,408,196,3,20240831,2024-08-31,2024-08-31,209.17,209.17,0,57.34,151.83,Paid
704,40,408,196,3,20240930,2024-09-30,2024-09-30,209.17,209.17,0,57.59,151.58,Paid
705,40,408,196,3,20241031,2024-10-31,2024-10-31,209.17,209.17,0,57.84,151.33,Paid
706,40,408,196,3,20241130,2024-11-30,2024-11-30,209.17,209.17,0,58.09,151.08,Paid
707,40,408,196,3,20241231,2024-12-31,2024-12-31,209.17,209.17,0,58.35,150.82,Paid
708,40,408,196,3,20250131,2025-01-31,2025-01-31,209.17,209.17,0,58.6,150.57,Paid
709,40,408,196,3,20250228,2025-02-28,2025-02-28,209.17,209.17,0,58.86,150.31,Paid
710,40,408,196,3,20250331,2025-03-31,2025-03-31,209.17,209.17,0,59.11,150.06,Paid
711,40,408,196,3,20250430,2025-04-30,2025-04-30,209.17,209.17,0,59.37,149.8,Paid
712,40,408,196,3,20250531,2025-05-31,2025-07-01,209.17,209.17,31,59.63,149.54,Partial
713,40,408,196,3,20250630,2025-06-30,2025-06-30,209.17,209.17,0,59.89,149.28,Paid
714,40,408,196,3,20250731,2025-07-31,2025-07-31,209.17,209.17,0,60.15,149.02,Paid
715,40,408,196,3,20250831,2025-08-31,2025-08-31,209.17,209.17,0,60.41,148.76,Paid
716,40,408,196,3,20250930,2025-09-30,2025-09-30,209.17,209.17,0,60.67,148.5,Paid
717,40,408,196,3,20251031,2025-10-31,2025-10-31,209.17,209.17,0,60.94,148.23,Paid
718,40,408,196,3,20251130,2025-11-30,2025-11-30,209.17,209.17,0,61.2,147.97,Paid
719,40,408,196,3,20251231,2025-12-31,2025-12-31,209.17,209.17,0,61.47,147.7,Paid
720,41,417,200,4,20250930,2025-09-30,2025-09-30,177.71,177.71,0,84.5,93.21,Paid
721,41,417,200,4,20251031,2025-10-31,2025-10-31,177.71,177.71,0,85.03,92.69,Paid
722,41,417,200,4,20251130,2025-11-30,2025-11-30,177.71,177.71,0,85.56,92.16,Paid
723,41,417,200,4,20251231,2025-12-31,2025-12-31,177.71,177.71,0,86.09,91.63,Paid
724,42,423,203,3,20240131,2024-01-31,2024-01-31,318.58,318.58,0,193.79,124.79,Paid
725,42,423,203,3,20240229,2024-02-29,2024-02-29,318.58,318.58,0,195.4,123.18,Paid
726,42,423,203,3,20240331,2024-03-31,2024-03-31,318.58,318.58,0,197.03,121.55,Paid
727,42,423,203,3,20240430,2024-04-30,2024-04-30,318.58,318.58,0,198.67,119.91,Paid
728,42,423,203,3,20240531,2024-05-31,2024-05-31,318.58,318.58,0,200.32,118.26,Paid
729,42,423,203,3,20240630,2024-06-30,2024-06-30,318.58,318.58,0,201.99,116.59,Paid
730,42,423,203,3,20240731,2024-07-31,2024-08-31,318.58,318.58,31,203.67,114.91,Missed
731,42,423,203,3,20240831,2024-08-31,2024-09-05,318.58,318.58,5,205.36,113.22,Paid
732,42,423,203,3,20240930,2024-09-30,2024-09-30,318.58,318.58,0,207.07,111.51,Paid
733,42,423,203,3,20241031,2024-10-31,2024-10-31,318.58,318.58,0,208.79,109.79,Paid
734,42,423,203,3,20241130,2024-11-30,2024-11-30,318.58,318.58,0,210.53,108.05,Paid
735,42,423,203,3,20241231,2024-12-31,2024-12-31,318.58,318.58,0,212.28,106.3,Paid
736,42,423,203,3,20250131,2025-01-31,2025-01-31,318.58,318.58,0,214.05,104.53,Paid
737,42,423,203,3,20250228,2025-02-28,2025-02-28,318.58,318.58,0,215.83,102.75,Paid
738,42,423,203,3,20250331,2025-03-31,2025-03-31,318.58,318.58,0,217.62,100.96,Paid
739,42,423,203,3,20250430,2025-04-30,2025-04-30,318.58,318.58,0,219.44,99.15,Paid
740,42,423,203,3,20250531,2025-05-31,2025-05-31,318.58,318.58,0,221.26,97.32,Paid
741,42,423,203,3,20250630,2025-06-30,2025-06-30,318.58,318.58,0,223.1,95.48,Paid
742,42,423,203,3,20250731,2025-07-31,2025-07-31,318.58,318.58,0,224.96,93.62,Paid
743,42,423,203,3,20250831,2025-08-31,2025-08-31,318.58,318.58,0,226.83,91.75,Paid
744,42,423,203,3,20250930,2025-09-30,2025-09-30,318.58,318.58,0,228.72,89.87,Paid
745,42,423,203,3,20251031,2025-10-31,2025-10-31,318.58,318.58,0,230.62,87.96,Paid
746,42,423,203,3,20251130,2025-11-30,2025-11-30,318.58,318.58,0,232.54,86.04,Paid
747,42,423,203,3,20251231,2025-12-31,2025-12-31,318.58,318.58,0,234.47,84.11,Paid
748,43,437,210,4,20250430,2025-04-30,2025-05-05,793.87,793.87,5,608.38,185.5,Paid
749,43,437,210,4,20250531,2025-05-31,2025-05-31,793.87,793.87,0,612.89,180.98,Paid
750,43,437,210,4,20250630,2025-06-30,2025-06-30,793.87,793.87,0,617.44,176.43,Paid
751,43,437,210,4,20250731,2025-07-31,2025-08-15,793.87,793.87,15,622.02,171.85,Paid
752,43,437,210,4,20250831,2025-08-31,2025-08-31,793.87,793.87,0,626.64,167.24,Paid
753,43,437,210,4,20250930,2025-09-30,2025-09-30,793.87,793.87,0,631.29,162.59,Paid
754,43,437,210,4,20251031,2025-10-31,2025-10-31,793.87,793.87,0,635.97,157.9,Paid
755,43,437,210,4,20251130,2025-11-30,2025-11-30,793.87,793.87,0,640.69,153.18,Paid
756,43,437,210,4,20251231,2025-12-31,2025-12-31,793.87,793.87,0,645.44,148.43,Paid
757,44,443,212,3,20230531,2023-05-31,2023-08-01,388.94,388.94,62,223.47,165.46,Partial
758,44,443,212,3,20230630,2023-06-30,2023-06-30,388.94,388.94,0,224.95,163.98,Paid
759,44,443,212,3,20230731,2023-07-31,2023-11-03,388.94,189.98,95,27.48,162.5,Partial
760,44,443,212,3,20230831,2023-08-31,2023-08-31,388.94,388.94,0,226.62,162.31,Paid
761,44,443,212,3,20230930,2023-09-30,2023-09-30,388.94,388.94,0,228.12,160.81,Paid
762,44,443,212,3,20231031,2023-10-31,2023-10-31,388.94,388.94,0,229.63,159.3,Paid
763,44,443,212,3,20231130,2023-11-30,2023-11-30,388.94,388.94,0,231.15,157.78,Paid
764,44,443,212,3,20231231,2023-12-31,2023-12-31,388.94,388.94,0,232.68,156.25,Paid
765,44,443,212,3,20240131,2024-01-31,2024-01-31,388.94,388.94,0,234.22,154.71,Paid
766,44,443,212,3,20240229,2024-02-29,2024-02-29,388.94,388.94,0,235.77,153.16,Paid
767,44,443,212,3,20240331,2024-03-31,2024-03-31,388.94,388.94,0,237.33,151.6,Paid
768,44,443,212,3,20240430,2024-04-30,2024-04-30,388.94,388.94,0,238.9,150.03,Paid
769,44,443,212,3,20240531,2024-05-31,2024-05-31,388.94,388.94,0,240.48,148.45,Paid
770,44,443,212,3,20240630,2024-06-30,2024-06-30,388.94,388.94,0,242.08,146.86,Paid
771,44,443,212,3,20240731,2024-07-31,2024-07-31,388.94,388.94,0,243.68,145.26,Paid
772,44,443,212,3,20240831,2024-08-31,2024-08-31,388.94,388.94,0,245.29,143.64,Paid
773,44,443,212,3,20240930,2024-09-30,2024-09-30,388.94,388.94,0,246.92,142.02,Paid
774,44,443,212,3,20241031,2024-10-31,2024-10-31,388.94,388.94,0,248.55,140.39,Paid
775,44,443,212,3,20241130,2024-11-30,2024-11-30,388.94,388.94,0,250.19,138.74,Paid
776,44,443,212,3,20241231,2024-12-31,2024-12-31,388.94,388.94,0,251.85,137.09,Paid
777,44,443,212,3,20250131,2025-01-31,2025-01-31,388.94,388.94,0,253.52,135.42,Paid
778,44,443,212,3,20250228,2025-02-28,2025-02-28,388.94,388.94,0,255.2,133.74,Paid
779,44,443,212,3,20250331,2025-03-31,2025-03-31,388.94,388.94,0,256.88,132.05,Paid
780,44,443,212,3,20250430,2025-04-30,2025-04-30,388.94,388.94,0,258.58,130.35,Paid
781,45,445,213,1,20240229,2024-02-29,2024-02-29,5690.61,5690.61,0,2968.31,2722.29,Paid
782,45,445,213,1,20240331,2024-03-31,2024-03-31,5690.61,5690.61,0,2991.4,2699.21,Paid
783,45,445,213,1,20240430,2024-04-30,2024-04-30,5690.61,5690.61,0,3014.67,2675.94,Paid
784,45,445,213,1,20240531,2024-05-31,2024-05-31,5690.61,5690.61,0,3038.12,2652.49,Paid
785,45,445,213,1,20240630,2024-06-30,2024-06-30,5690.61,5690.61,0,3061.75,2628.86,Paid
786,45,445,213,1,20240731,2024-07-31,2024-07-31,5690.61,5690.61,0,3085.56,2605.05,Paid
787,45,445,213,1,20240831,2024-08-31,2024-08-31,5690.61,5690.61,0,3109.56,2581.05,Paid
788,45,445,213,1,20240930,2024-09-30,2024-09-30,5690.61,5690.61,0,3133.75,2556.86,Paid
789,45,445,213,1,20241031,2024-10-31,2024-10-31,5690.61,5690.61,0,3158.12,2532.49,Paid
790,45,445,213,1,20241130,2024-11-30,2024-11-30,5690.61,5690.61,0,3182.69,2507.92,Paid
791,45,445,213,1,20241231,2024-12-31,2024-12-31,5690.61,5690.61,0,3207.44,2483.17,Paid
792,45,445,213,1,20250131,2025-01-31,2025-01-31,5690.61,5690.61,0,3232.39,2458.22,Paid
793,45,445,213,1,20250228,2025-02-28,2025-02-28,5690.61,5690.61,0,3257.53,2433.08,Paid
794,45,445,213,1,20250331,2025-03-31,2025-03-31,5690.61,5690.61,0,3282.87,2407.74,Paid
795,45,445,213,1,20250430,2025-04-30,2025-04-30,5690.61,5690.61,0,3308.4,2382.21,Paid
796,45,445,213,1,20250531,2025-05-31,2025-05-31,5690.61,5690.61,0,3334.13,2356.48,Paid
797,45,445,213,1,20250630,2025-06-30,2025-06-30,5690.61,5690.61,0,3360.07,2330.54,Paid
798,45,445,213,1,20250731,2025-07-31,2025-10-01,5690.61,5690.61,62,3386.2,2304.41,Partial
799,45,445,213,1,20250831,2025-08-31,2025-09-05,5690.61,5690.61,5,3412.54,2278.07,Paid
800,45,445,213,1,20250930,2025-09-30,2025-09-30,5690.61,5690.61,0,3439.08,2251.53,Paid
801,45,445,213,1,20251031,2025-10-31,2025-10-31,5690.61,5690.61,0,3465.83,2224.78,Paid
802,45,445,213,1,20251130,2025-11-30,2025-11-30,5690.61,5690.61,0,3492.79,2197.82,Paid
803,45,445,213,1,20251231,2025-12-31,2025-12-31,5690.61,5690.61,0,3519.95,2170.66,Paid
804,46,448,214,5,20230131,2023-01-31,2023-01-31,764.03,764.03,0,438.11,325.92,Paid
805,46,448,214,5,20230228,2023-02-28,2023-02-28,764.03,764.03,0,442.19,321.84,Paid
806,46,448,214,5,20230331,2023-03-31,2023-03-31,764.03,764.03,0,446.31,317.72,Paid
807,46,448,214,5,20230430,2023-04-30,2023-04-30,764.03,764.03,0,450.47,313.56,Paid
808,46,448,214,5,20230531,2023-05-31,2023-05-31,764.03,764.03,0,454.66,309.37,Paid
809,46,448,214,5,20230630,2023-06-30,2023-06-30,764.03,764.03,0,458.9,305.13,Paid
810,46,448,214,5,20230731,2023-07-31,2023-07-31,764.03,764.03,0,463.17,300.86,Paid
811,46,448,214,5,20230831,2023-08-31,2023-08-31,764.03,764.03,0,467.48,296.55,Paid
812,46,448,214,5,20230930,2023-09-30,2023-09-30,764.03,764.03,0,471.84,292.19,Paid
813,46,448,214,5,20231031,2023-10-31,2023-10-31,764.03,764.03,0,476.23,287.8,Paid
814,46,448,214,5,20231130,2023-11-30,2023-11-30,764.03,764.03,0,480.66,283.37,Paid
815,46,448,214,5,20231231,2023-12-31,2023-12-31,764.03,764.03,0,485.14,278.89,Paid
816,46,448,214,5,20240131,2024-01-31,2024-01-31,764.03,764.03,0,489.66,274.37,Paid
817,46,448,214,5,20240229,2024-02-29,2024-02-29,764.03,764.03,0,494.22,269.81,Paid
818,46,448,214,5,20240331,2024-03-31,2024-03-31,764.03,764.03,0,498.82,265.21,Paid
819,46,448,214,5,20240430,2024-04-30,2024-04-30,764.03,764.03,0,503.46,260.57,Paid
820,46,448,214,5,20240531,2024-05-31,2024-05-31,764.03,764.03,0,508.15,255.88,Paid
821,46,448,214,5,20240630,2024-06-30,2024-06-30,764.03,764.03,0,512.88,251.15,Paid
822,46,448,214,5,20240731,2024-07-31,2024-07-31,764.03,764.03,0,517.66,246.37,Paid
823,46,448,214,5,20240831,2024-08-31,2024-08-31,764.03,764.03,0,522.48,241.55,Paid
824,46,448,214,5,20240930,2024-09-30,2024-09-30,764.03,764.03,0,527.35,236.68,Paid
825,46,448,214,5,20241031,2024-10-31,2024-10-31,764.03,764.03,0,532.26,231.77,Paid
826,46,448,214,5,20241130,2024-11-30,2024-11-30,764.03,764.03,0,537.21,226.82,Paid
827,46,448,214,5,20241231,2024-12-31,2024-12-31,764.03,764.03,0,542.21,221.81,Paid
828,47,449,215,4,20250930,2025-09-30,2025-09-30,3074.47,3074.47,0,2017.18,1057.29,Paid
829,47,449,215,4,20251031,2025-10-31,2025-10-31,3074.47,3074.47,0,2031.39,1043.08,Paid
830,47,449,215,4,20251130,2025-11-30,2025-12-05,3074.47,3074.47,5,2045.71,1028.76,Paid
831,47,449,215,4,20251231,2025-12-31,2025-12-31,3074.47,3074.47,0,2060.13,1014.34,Paid
832,48,460,221,3,20230131,2023-01-31,2023-01-31,969.45,969.45,0,215.37,754.09,Paid
833,48,460,221,3,20230228,2023-02-28,2023-02-28,969.45,969.45,0,216.45,753.0,Paid
834,48,460,221,3,20230331,2023-03-31,2023-03-31,969.45,969.45,0,217.54,751.91,Paid
835,48,460,221,3,20230430,2023-04-30,2023-04-30,969.45,969.45,0,218.63,750.82,Paid
836,48,460,221,3,20230531,2023-05-31,2023-05-31,969.45,969.45,0,219.73,749.72,Paid
837,48,460,221,3,20230630,2023-06-30,2023-08-31,969.45,969.45,62,220.83,748.62,Missed
838,48,460,221,3,20230731,2023-07-31,2023-07-31,969.45,969.45,0,221.94,747.51,Paid
839,48,460,221,3,20230831,2023-08-31,2023-08-31,969.45,969.45,0,223.06,746.39,Paid
840,48,460,221,3,20230930,2023-09-30,2023-09-30,969.45,969.45,0,224.18,745.27,Paid
841,48,460,221,3,20231031,2023-10-31,2023-10-31,969.45,969.45,0,225.31,744.14,Paid
842,48,460,221,3,20231130,2023-11-30,2023-11-30,969.45,969.45,0,226.44,743.01,Paid
843,48,460,221,3,20231231,2023-12-31,2023-12-31,969.45,969.45,0,227.58,741.87,Paid
844,48,460,221,3,20240131,2024-01-31,2024-01-31,969.45,969.45,0,228.72,740.73,Paid
845,48,460,221,3,20240229,2024-02-29,2024-02-29,969.45,969.45,0,229.87,739.58,Paid
846,48,460,221,3,20240331,2024-03-31,2024-03-31,969.45,969.45,0,231.03,738.42,Paid
847,48,460,221,3,20240430,2024-04-30,2024-04-30,969.45,969.45,0,232.19,737.26,Paid
848,48,460,221,3,20240531,2024-05-31,2024-05-31,969.45,969.45,0,233.36,736.09,Paid
849,48,460,221,3,20240630,2024-06-30,2024-06-30,969.45,969.45,0,234.53,734.92,Paid
850,48,460,221,3,20240731,2024-07-31,2024-07-31,969.45,969.45,0,235.71,733.74,Paid
851,48,460,221,3,20240831,2024-08-31,2024-08-31,969.45,969.45,0,236.89,732.56,Paid
852,48,460,221,3,20240930,2024-09-30,2024-10-05,969.45,969.45,5,238.09,731.37,Paid
853,48,460,221,3,20241031,2024-10-31,2024-10-31,969.45,969.45,0,239.28,730.17,Paid
854,48,460,221,3,20241130,2024-11-30,2024-11-30,969.45,969.45,0,240.49,728.97,Paid
855,48,460,221,3,20241231,2024-12-31,2024-12-31,969.45,969.45,0,241.69,727.76,Paid
856,49,461,221,2,20230131,2023-01-31,2023-01-31,171.22,171.22,0,32.59,138.63,Paid
857,49,461,221,2,20230228,2023-02-28,2023-02-28,171.22,171.22,0,32.77,138.45,Paid
858,49,461,221,2,20230331,2023-03-31,2023-03-31,171.22,171.22,0,32.95,138.27,Paid
859,49,461,221,2,20230430,2023-04-30,2023-04-30,171.22,171.22,0,33.13,138.08,Paid
860,49,461,221,2,20230531,2023-05-31,2023-05-31,171.22,171.22,0,33.32,137.9,Paid
861,49,461,221,2,20230630,2023-06-30,2023-06-30,171.22,171.22,0,33.5,137.72,Paid
862,49,461,221,2,20230731,2023-07-31,2023-07-31,171.22,171.22,0,33.69,137.53,Paid
863,49,461,221,2,20230831,2023-08-31,2023-08-31,171.22,171.22,0,33.88,137.34,Paid
864,49,461,221,2,20230930,2023-09-30,2023-09-30,171.22,171.22,0,34.06,137.15,Paid
865,49,461,221,2,20231031,2023-10-31,2023-10-31,171.22,171.22,0,34.25,136.97,Paid
866,49,461,221,2,20231130,2023-11-30,2023-11-30,171.22,171.22,0,34.44,136.78,Paid
867,49,461,221,2,20231231,2023-12-31,2023-12-31,171.22,171.22,0,34.63,136.58,Paid
868,49,461,221,2,20240131,2024-01-31,2024-01-31,171.22,171.22,0,34.83,136.39,Paid
869,49,461,221,2,20240229,2024-02-29,2024-02-29,171.22,171.22,0,35.02,136.2,Paid
870,49,461,221,2,20240331,2024-03-31,2024-03-31,171.22,171.22,0,35.21,136.01,Paid
871,49,461,221,2,20240430,2024-04-30,2024-04-30,171.22,171.22,0,35.41,135.81,Paid
872,49,461,221,2,20240531,2024-05-31,2024-05-31,171.22,171.22,0,35.6,135.61,Paid
873,49,461,221,2,20240630,2024-06-30,2024-06-30,171.22,171.22,0,35.8,135.42,Paid
874,49,461,221,2,20240731,2024-07-31,2024-07-31,171.22,171.22,0,36.0,135.22,Paid
875,49,461,221,2,20240831,2024-08-31,2024-08-31,171.22,171.22,0,36.2,135.02,Paid
876,49,461,221,2,20240930,2024-09-30,2024-09-30,171.22,171.22,0,36.4,134.82,Paid
877,49,461,221,2,20241031,2024-10-31,2024-10-31,171.22,171.22,0,36.6,134.62,Paid
878,49,461,221,2,20241130,2024-11-30,2024-11-30,171.22,171.22,0,36.81,134.41,Paid
879,49,461,221,2,20241231,2024-12-31,2024-12-31,171.22,171.22,0,37.01,134.21,Paid
880,50,475,227,2,20230131,2023-01-31,2023-01-31,460.19,460.19,0,172.05,288.14,Paid
881,50,475,227,2,20230228,2023-02-28,2023-02-28,460.19,460.19,0,173.46,286.72,Paid
882,50,475,227,2,20230331,2023-03-31,2023-03-31,460.19,460.19,0,174.89,285.29,Paid
